역번호,역사명,노선번호,노선명,환승역구분,역사도로명주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
0631,한강진,S1106,6호선,일반역,서울특별시 용산구 이태원로 지하287(한남동),127.001729,37.53956,955980.8907640371,1949031.8542150275
0632,버티고개,S1106,6호선,일반역,서울특별시 중구 다산로 지하38(신당동),127.006948,37.547933,956446.830889982,1949958.362401352
0633,약수,S1106,6호선,환승역,서울특별시 중구 다산로 지하115(신당동),127.010237,37.554087,956740.9197229084,1950639.5972093283
0634,청구,S1106,6호선,환승역,서울특별시 중구 청구로 지하77(신당동),127.013776,37.560221,957057.0297196676,1951318.5095654689
0635,신당,S1106,6호선,환승역,서울특별시 중구 다산로 지하260(흥인동),127.016158,37.566174,957270.8078318832,1951977.8786285056
0636,동묘앞,S1106,6호선,환승역,서울특별시 종로구 지봉로 지하24(숭인동),127.015666,37.572275,957230.8466831908,1952654.9777291096
0637,창신,S1106,6호선,일반역,서울특별시 종로구 지봉로 지하112(창신동),127.015246,37.579772,957198.049748915,1953486.924415278
0638,보문,S1106,6호선,일반역,서울특별시 성북구 보문로 지하116(보문동1가),127.019377,37.585293,957565.937555358,1954097.578816209
0639,안암(고대병원앞),S1106,6호선,일반역,서울특별시 성북구 고려대로 지하89(안암동5가),127.02903,37.586261,958418.7415484396,1954200.656895825
0640,고려대(종암),S1106,6호선,일반역,서울특별시 성북구 종암로 지하1(종암동),127.03626,37.59034,959059.3056998376,1954650.0265733027
0641,월곡(동덕여대),S1106,6호선,일반역,서울특별시 성북구 월곡로 지하107(하월곡동),127.041492,37.60192,959527.481291292,1955932.5062170576
0642,상월곡(한국과학기술연구원),S1106,6호선,일반역,서울특별시 성북구 화랑로 지하157(상월곡동),127.048509,37.606392,960149.2612121936,1956425.653108999
0643,돌곶이,S1106,6호선,일반역,서울특별시 성북구 화랑로 지하243(석관동),127.056419,37.610522,960849.6038759524,1956880.5302515784
0644,석계,S1106,6호선,환승역,서울특별시 노원구 화랑로 지하 347-1(월계동) ,127.065922,37.614937,961690.6064078168,1957366.434485169
0645,태릉입구,S1106,6호선,환승역,서울특별시 노원구 동일로 지하 992-1(공릉동),127.074741,37.617319,962470.1249597552,1957627.1444169527
0646,화랑대(서울여대입구),S1106,6호선,일반역,서울특별시 노원구 화랑로 지하510(공릉동),127.084106,37.619875,963297.8633868536,1957907.0183287968
0647,봉화산(서울의료원),S1106,6호선,일반역,서울특별시 중랑구 신내로 지하232(신내동),127.0912326,37.617429,963925.5980865712,1957632.8825629563
0648,신내,S1106,6호선,일반역,서울특별시 중랑구 용마산로136길 33 신내차량기지,127.104326,37.612571,965078.8453914558,1957088.957942183
0709,장암,S1107,7호선,일반역,경기도 의정부시 동일로 121(장암동),127.053126,37.70015,960606.343802595,1966825.8155417703
0710,도봉산,S1107,7호선,환승역,서울특별시 도봉구 도봉로 964-40(도봉동),127.046548,37.689131,960020.5486710252,1965606.074583105
0711,수락산,S1107,7호선,일반역,서울특별시 노원구 동일로 지하1662(상계동),127.055314,37.677804,960787.4611702928,1964345.6749099288
0712,마들,S1107,7호선,일반역,서울특별시 노원구 동일로 지하1530-1(상계동),127.057701,37.664985,960991.2388462068,1962922.4530923043
0713,노원,S1107,7호선,환승역,서울특별시 노원구 동일로 지하1409(상계동),127.060555,37.654478,961237.48729118,1961755.5548383351
0714,중계,S1107,7호선,일반역,서울특별시 노원구 동일로 지하1308-1(중계동),127.064084,37.645052,961543.9142828912,1960708.3224462664
0715,하계,S1107,7호선,일반역,서울특별시 노원구 동일로 지하1196(하계동),127.067999,37.636363,961884.8544566232,1959742.714020872
0716,공릉(서울과학기술대),S1107,7호선,일반역,서울특별시 노원구 동일로 지하1074(공릉동),127.072969,37.625642,962317.9432771656,1958551.2556369856
0717,태릉입구,S1107,7호선,환승역,서울특별시 노원구 동일로 지하 992-1(공릉동),127.075361,37.618519,962525.4436288808,1957760.031484661
0718,먹골,S1107,7호선,일반역,서울특별시 중랑구 동일로 지하901(묵동),127.077719,37.610638,962729.6057365556,1956884.7305901984
0719,중화,S1107,7호선,일반역,서울특별시 중랑구 동일로 지하797(중화동),127.079254,37.602604,962861.0906667334,1955992.7867861427
0720,상봉,S1107,7호선,환승역,서울특별시 중랑구 망우로 297(상봉동),127.085708,37.595673,963427.3901035192,1955221.29205674
0721,면목,S1107,7호선,일반역,서울특별시 중랑구 면목로 지하407(면목동) ,127.087503,37.588671,963582.4368311838,1954443.756800968
0722,사가정,S1107,7호선,일반역,서울특별시 중랑구 사가정로 지하393(면목동),127.088502,37.580912,963666.863643022,1953582.5478447855
0723,용마산(용마폭포공원),S1107,7호선,일반역,서울특별시 중랑구 용마산로 지하227(면목동),127.086802,37.573752,963513.2681989158,1952788.8415927773
0724,중곡,S1107,7호선,일반역,서울특별시 광진구 능동로 지하417(중곡동),127.084291,37.565877,963287.6725393912,1951916.1300238292
0725,군자(능동),S1107,7호선,환승역,서울특별시 광진구 천호대로 지하550(능동),127.079484,37.557151,962858.8205337644,1950949.91640562
0726,어린이대공원(세종대),S1107,7호선,일반역,서울특별시 광진구 능동로 지하210(화양동),127.07465,37.547962,962427.2528903808,1949932.3691778176
0727,건대입구,S1107,7호선,환승역,서울특별시 광진구 능동로 지하110(화양동),127.071103,37.540882,962110.3485487167,1949148.30710188
0728,자양(뚝섬한강공원),S1107,7호선,일반역,서울특별시 광진구 능동로 10(자양동),127.066714,37.531558,961717.8470695692,1948115.641479893
0729,청담,S1107,7호선,일반역,서울특별시 강남구 학동로 지하508(청담동),127.051851,37.519097,960398.0617521268,1946739.3219420256
0730,강남구청,S1107,7호선,환승역,서울특별시 강남구 학동로 지하346(삼성동),127.04122,37.517185,959457.5841158916,1946531.725492398
0731,학동,S1107,7호선,일반역,서울특별시 강남구 학동로 지하180(논현동),127.031738,37.514262,958618.040367445,1946211.5648490288
0732,논현,S1107,7호선,일반역,서울특별시 강남구 학동로 지하102(논현동),127.021385,37.511108,957701.3238914124,1945866.2517580416
0733,반포,S1107,7호선,일반역,서울특별시 서초구 신반포로 지하241(잠원동),127.011717,37.508171,956845.1964534312,1945544.7997024253
0734,고속터미널,S1107,7호선,환승역,서울특별시 서초구 신반포로 지하188(반포동),127.005055,37.503387,956253.608751836,1945017.1205421104
0735,내방,S1107,7호선,일반역,서울특별시 서초구 서초대로 지하103(방배동),126.993541,37.48764,955226.5210712312,1943275.504789553
0736,총신대입구(이수),S1107,7호선,환승역,서울특별시 동작구 사당로 지하310(사당동),126.981766,37.485258,954184.0908234472,1943016.902433176
0737,남성,S1107,7호선,일반역,서울특별시 동작구 사당로 지하218(사당동),126.971108,37.484688,953241.4786854064,1942958.9045585643
0738,숭실대입구(살피재),S1107,7호선,일반역,서울특별시 동작구 상도로 지하378(상도동),126.953649,37.496258,951705.393438336,1944251.3382533567
0739,상도,S1107,7호선,일반역,서울특별시 동작구 상도로 지하272(상도1동),126.947949,37.50279,951205.7895401045,1944978.9642612764
0740,장승배기,S1107,7호선,일반역,서울특별시 동작구 상도로 지하188(상도동) ,126.939025,37.504845,950418.3751952706,1945211.6187682552
0741,신대방삼거리,S1107,7호선,일반역,서울특별시 동작구 상도로 지하76(대방동),126.928218,37.499717,949459.7366314724,1944648.4461056213
0742,보라매,S1107,7호선,일반역,서울특별시 동작구 상도로 지하2(대방동),126.920112,37.499916,948743.3705573162,1944674.907798836
0743,신풍,S1107,7호선,일반역,서울특별시 영등포구 신풍로 지하27(신길동),126.909806,37.500107,947832.5419012055,1944701.7608592445
0744,대림(구로구청),S1107,7호선,환승역,서울특별시 영등포구 도림로 지하137(대림동),126.896997,37.492984,946695.2761789464,1943918.6825158647
0745,남구로,S1107,7호선,일반역,서울특별시 구로구 도림로 지하7(구로동) ,126.887372,37.486181,945839.517803649,1943169.4238367944
0746,가산디지털단지,S1107,7호선,환승역,서울특별시 금천구 벚꽃로 309(가산동),126.882704,37.480376,945422.6081266936,1942528.0895484856
0747,철산,S1107,7호선,일반역,경기도 광명시 철산로 지하13(철산동),126.868217,37.47616,944138.6078032028,1942068.845554248
0748,광명사거리,S1107,7호선,일반역,경기도 광명시 오리로 지하980(광명동),126.854854,37.47927,942959.4205747,1942421.8927783037
0749,천왕,S1107,7호선,일반역,서울특별시 구로구 오리로 지하1154(천왕동),126.838684,37.486699,941535.5229081392,1943256.0161791465
0750,온수(성공회대입구),S1107,7호선,환승역,서울특별시 구로구 경인로3길 지하64(온수동),126.823294,37.492059,940179.2088660648,1943860.3473393628
0809,암사역사공원,S1108,8호선,일반역,서울시 강동구 아리수로 27번길 2,127.137556,37.557167,967987.9321906588,1950930.3292896056
0810,암사,S1108,8호선,일반역,서울특별시 강동구 올림픽로 지하776(암사동),127.127521,37.550127,967098.5148780438,1950152.7466521517
0811,천호(풍납토성),S1108,8호선,환승역,서울특별시 강동구 천호대로 지하997(천호동),127.123179,37.53792,966709.552079818,1948799.980555035
0812,강동구청,S1108,8호선,일반역,서울특별시 강동구 올림픽로 지하550(성내동),127.120461,37.530348,966466.037738582,1947960.8788988327
0813,몽촌토성(평화의문),S1108,8호선,일반역,서울특별시 송파구 올림픽로 지하383(신천동),127.11274,37.517692,965778.0697321416,1946559.555641593
0814,잠실(송파구청),S1108,8호선,환승역,서울특별시 송파구 올림픽로 305(신천동),127.104267,37.514649,965027.8927805222,1946225.0699916692
0815,석촌,S1108,8호선,일반역,서울특별시 송파구 송파대로 지하439(석촌동),127.106995,37.505396,965264.6876924058,1945197.4991542632
0816,송파,S1108,8호선,일반역,서울특별시 송파구 송파대로 지하354(가락동),127.11212,37.49978,965715.0890436816,1944572.561909708
0817,가락시장,S1108,8호선,환승역,서울특별시 송파구 송파대로 지하257(가락동),127.118279,37.493004,966256.4396109718,1943818.584884646
0818,문정,S1108,8호선,일반역,서울특별시 송파구 송파대로 지하179(문정동),127.122473,37.485931,966624.037425488,1943032.3893512676
0819,장지,S1108,8호선,일반역,서울특별시 송파구 송파대로 지하82(장지동),127.126229,37.478609,966952.8699834351,1942218.740329184
0820,복정,S1108,8호선,환승역,서울특별시 송파구 송파대로 지하6(장지동),127.126746,37.471016,966995.242075384,1941376.170440551
0821,남위례,S1108,8호선,일반역,경기도 성남시 수정구 공원로 601(복정동),127.139047,37.462839,968079.4778264096,1940464.7530091791
0822,산성,S1108,8호선,일반역,경기도 성남시 수정구 수정로 지하365(신흥동),127.149927,37.456886,969039.18879186,1939800.681370854
0823,남한산성입구(성남법원·검찰청),S1108,8호선,일반역,경기도 성남시 수정구 산성대로 지하445(단대동),127.159845,37.451568,969914.2194238548,1939207.4769923133
0824,단대오거리,S1108,8호선,일반역,경기도 성남시 수정구 산성대로 지하365(신흥동),127.156735,37.445057,969636.516122212,1938486.1299689463
0825,신흥,S1108,8호선,일반역,경기도 성남시 수정구 산성대로 지하280(신흥동),127.14759,37.440952,968825.8900360748,1938033.69842378
0826,수진,S1108,8호선,일반역,경기도 성남시 수정구 산성대로 지하200(수진동),127.140936,37.437575,968235.8493249144,1937661.268845804
0827,모란,S1108,8호선,환승역,경기도 성남시 수정구 산성대로 지하100(수진동),127.129921,37.433988,967259.855024894,1937267.0889192405
1002,남영역,I4101,경부선,일반역,서울시 용산구 한강대로 77길 25(갈월동),126.971171,37.540597,953281.9113197704,1949161.6477183655
1003,용산역,I4101,경부선,환승역,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),126.964775,37.52989,952710.1075285056,1947976.9613317857
1004,노량진역,I4101,경부선,환승역,서울시 동작구 노량진로 151,126.941671,37.514072,950658.3173056355,1946233.9100283163
1005,대방역,I4101,경부선,환승역,서울시 영등포구 여의대방로 300,126.926407,37.513392,949308.907339808,1946166.5823377576
1006,영등포역,I4101,경부선,일반역,서울시 영등포구 경인로 846(영등포동 1가 618-496),126.907411,37.515756,947631.7786425631,1946439.2590963163
1007,신도림역,I4101,경부선,환승역,서울시 구로구 새말로 117-21,126.891513,37.508983,946221.9688176892,1945696.7999835163
1032,신길역,I4101,경부선,환승역,서울시 영등포구 영등포로 327,126.917743,37.517018,948545.712008448,1946573.5700135657
1701,구로역,I4101,경부선,일반역,서울시 구로구 구로중앙로 174,126.882037,37.503178,945380.2429665604,1945058.225486776
1702,가산디지털단지역,I4101,경부선,환승역,서울시 금천구 벚꽃로 309,126.882628,37.481568,945416.7557434055,1942660.3788189047
1703,금천구청역,I4101,경부선,일반역,서울시 금천구 시흥대로 63길 91,126.894344,37.45576,946434.1912570673,1939790.416724128
1704,석수역,I4101,경부선,일반역,경기도 안양시 만안구 경수대로 1431,126.902233,37.435161,947117.4247980706,1937500.6412898183
1705,관악역,I4101,경부선,일반역,경기도 안양시 만안구 경수대로 1273번길 46,126.908476,37.419578,947658.8807987296,1935768.3346283445
1706,안양역,I4101,경부선,일반역,경기도 안양시 만안구 만안로 232,126.922647,37.401929,948900.8287721516,1933802.5388407388
1707,명학역,I4101,경부선,일반역,경기도 안양시 만안구 만안로 20,126.935579,37.384435,950033.7865233222,1931854.7912196524
1708,금정역,I4101,경부선,환승역,경기도 군포시 군포로 750,126.943411,37.371957,950718.9677948282,1930466.341831477
1709,군포역,I4101,경부선,일반역,경기도 군포시 군포역1길 27,126.948517,37.353732,951159.2520198046,1928441.780675334
1710,의왕역,I4101,경부선,일반역,경기도 의왕시 철도박물관로 66(삼동),126.948099,37.320648,951100.789042834,1924771.6264630733
1711,성균관대역,I4101,경부선,일반역,경기도 수원시 장안구 서부로 2149,126.970861,37.300344,953104.9406335206,1922507.5584753333
1712,화서역,I4101,경부선,일반역,경기도 수원시 팔달구 덕영대로 692,126.989581,37.28399,954754.22374763,1920684.1261145724
1713,수원역,I4101,경부선,환승역,경기도 수원시 팔달구 덕영대로 924,126.999821,37.266162,955651.4911787104,1918701.4463385963
1714,독산역,I4101,경부선,일반역,서울시 금천구 벚꽃로 115,126.889508,37.465994,946013.836838307,1940928.5737775385
1715,세류역,I4101,경부선,일반역,경기도 수원시 권선구 정조로 393-1,127.013772,37.244102,956875.8956479656,1916247.681787723
1716,병점역,I4101,경부선,일반역,경기도 화성시 떡전골로 97,127.033268,37.206821,958584.6462451732,1912103.081464906
1717,세마역,I4101,경부선,일반역,경기도 오산시 세마역로 88,127.043279,37.187288,959462.5321430868,1909931.8024462808
1718,오산대역,I4101,경부선,일반역,경기도 오산시 청학로 236,127.063081,37.169401,961210.9755958166,1907939.179158284
1719,오산역,I4101,경부선,일반역,경기도 오산시 오산동 역광장로 59,127.066708,37.145472,961520.851204988,1905283.088623136
1720,진위역,I4101,경부선,일반역,경기도 평택시 경기대로 1855,127.062342,37.109771,961114.859159041,1901324.323060552
1721,송탄역,I4101,경부선,일반역,경기도 평택시 신장동 송탄공원로 43,127.054397,37.075376,960391.0584739316,1897511.9653259348
1722,서정리역,I4101,경부선,일반역,경기도 평택시 탄현로 51,127.052844,37.056459,960243.142277629,1895414.048376446
1723,평택지제역,I4101,경부선,일반역,경기도 평택시 경기대로 777,127.070269,37.018822,961773.5528917938,1891231.650242707
1724,평택역,I4101,경부선,일반역,경기도 평택시 평택로 51,127.085496,36.990559,963114.4153008602,1888090.3101120272
1725,성환역,I4101,경부선,일반역,충남 천안시 서북구 성환읍 성환1로 237-5(성환리 449-128),127.127007,36.915781,966775.9171185476,1879779.6854318876
1726,직산역,I4101,경부선,일반역,충남 천안시 서북구 직산읍 천안대로 1471-33,127.143774,36.870921,968250.856812814,1874797.5735716445
1727,두정역,I4101,경부선,일반역,충남 천안시 서북구 두정로 289(두정동 84-1),127.148905,36.833791,968693.028344376,1870677.0089494216
1729,당정역,I4101,경부선,일반역,경기도 군포시 당정역로 91,126.948388,37.34338,951141.1194239768,1927293.3844815767
1749,서동탄역,I4101,경부선,일반역,경기도 오산시 외삼미로 15번길 75-60,127.051893,37.195675,960231.4933656654,1910858.5884593653
1750,광명역,I4101,경부선,일반역,경기도 광명시 광명역로 21,126.884523,37.415995,945536.7790030908,1935384.3928071363
1728,천안역,I4401,경부선,일반역,충남 천안시 동남구 대흥로 239(대흥동 57-1),127.146417,36.810238,968461.510198878,1868065.080296216
1008,이촌역,I4102,경원선,환승역,서울시 용산구 이촌로 71길 42,126.973816,37.522476,953504.3310545356,1947149.9123825096
1009,서빙고역,I4102,경원선,일반역,서울시 용산구 서빙고로 238(서빙고동 241-11),126.988358,37.51961,954787.5984988796,1946824.8578184703
1010,한남역,I4102,경원선,일반역,서울시 용산구 독서당로6길 12-13(한남동),127.008984,37.529361,956615.920589686,1947896.9611913343
1011,옥수역,I4102,경원선,환승역,서울시 성동구 동호로 지하21(옥수동),127.018698,37.540514,957480.5462839844,1949129.8866958392
1012,응봉역,I4102,경원선,일반역,서울시 성동구 고산자로 123(응봉동),127.034824,37.550433,958910.611483431,1950223.174766528
1013,왕십리역,I4102,경원선,환승역,서울시 성동구 왕십리 광장로 17(행당동),127.038405,37.561728,959233.0797855288,1951474.735222943
1014,청량리역,I4102,경원선,환승역,서울시 동대문구 왕산로 214,127.048077,37.580543,960097.3308506357,1953558.011652832
1015,회기역,I4102,경원선,환승역,서울시 동대문구 회기로196(휘경동 317-101),127.057936,37.589602,960972.5683971264,1954558.9213781117
1016,외대앞역,I4102,경원선,일반역,서울시 동대문구 휘경로 27(이문동 360-5),127.063572,37.596157,961473.5221802696,1955283.8403881271
1017,신이문역,I4102,경원선,일반역,서울시 동대문구 한천로 472(이문로 7),127.067347,37.601829,961809.6681391147,1955911.58028641
1018,석계역,I4102,경원선,환승역,서울시 노원구 화랑로 341(월계동 36-4),127.065594,37.615206,961661.796856254,1957396.412769365
1019,광운대역,I4102,경원선,환승역,서울시 노원구 석계로 98-2(광운대역),127.061975,37.623635,961346.767010914,1958333.058509768
1020,월계역,I4102,경원선,일반역,서울시 노원구 월계로 53길 40(월계2동 261),127.058835,37.633114,961074.6222766468,1959386.012599483
1021,녹천역,I4102,경원선,일반역,서울시 도봉구 덕릉로 376(창동),127.051406,37.644599,960425.2273289396,1960663.3367076905
1022,창동역,I4102,경원선,환승역,서울시 도봉구 마들로 11길 77(창1동 135-86),127.047663,37.653181,960099.6113009236,1961617.0637926024
1901,방학역,I4102,경원선,일반역,서울시 도봉구 도봉로 150다길 3,127.044295,37.667471,959810.2248127738,1963203.9283168528
1902,도봉역,I4102,경원선,일반역,서울시 도봉구 도봉로 170길 2,127.045521,37.679441,959924.7876317932,1964531.4367278249
1903,도봉산역,I4102,경원선,환승역,서울시 도봉구 도봉로 964-33,127.046047,37.689603,959976.630493537,1965658.6554651903
1904,망월사역,I4102,경원선,일반역,경기도 의정부시 평화로 221,127.047361,37.710499,960103.6820897688,1967976.449737714
1905,회룡역,I4102,경원선,환승역,경기도 의정부시 평화로 363,127.047319,37.724037,960107.24011654,1969478.4764638825
1906,의정부역,I4102,경원선,일반역,경기도 의정부시 평화로 525,127.045891,37.73873,959989.3029461276,1971109.2430898792
1907,가능역,I4102,경원선,일반역,경기도 의정부시 평화로 633,127.044251,37.748362,959850.008281136,1972178.5976392387
1908,녹양역,I4102,경원선,일반역,경기도 의정부시 평화로 757(녹양동 973),127.042272,37.759416,959681.6629254128,1973405.871250925
1909,양주역,I4102,경원선,일반역,경기도 양주시 평화로 919(남방동 94-1),127.044719,37.774281,959905.231124902,1975054.069921152
1910,덕계역,I4102,경원선,일반역,경기도 양주시 고덕로 139번길 317,127.056676,37.818761,960981.6436402386,1979984.0261935676
1911,덕정역,I4102,경원선,일반역,경기도 양주시 화합로 1356,127.061511,37.843216,961419.9255509948,1982695.293056932
1912,지행역,I4102,경원선,일반역,경기도 동두천시 평화로 2285(지행동),127.055734,37.892361,960937.5920525532,1988150.3531860071
1913,동두천중앙역,I4102,경원선,일반역,경기도 동두천시 동두천로 228(생연동 682),127.056528,37.901818,961012.3940180554,1989199.284200915
1914,보산역,I4102,경원선,일반역,경기도 동두천시 평화로 2539(보산동),127.057134,37.914268,961072.2305126928,1990580.372993795
1915,동두천역,I4102,경원선,일반역,경기도 동두천시 평화로 2687(동두천동 245-210),127.054825,37.927569,960876.31625275,1992057.104226909
1916,소요산역,I4102,경원선,일반역,경기도 동두천시 평화로 2925(상봉암동 126),127.061007,37.948608,961430.6129465074,1994388.840530098
1917,청산역,I4102,경원선,일반역,경기도 연천군 청산면 초성리 170-1,127.074097,37.995138,962604.3016930586,1999546.1128488588
1918,전곡역,I4102,경원선,일반역,경기도 연천군 전곡읍 전곡역로 75(전곡리),127.071913,38.024041,962427.2932092018,2002753.8676294263
