상호명,자치구,신주소,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM),geometry
경희대학교 중앙박물관,동대문구,서울특별시 동대문구 경희대로 26 경희대학교 서울캠퍼스 중앙도서관 4층,127.054890960564,37.5939491407769,960706.0226861272,1955042.4855601962,POINT (960706.0226861272 1955042.4855601962)
경희대학교 한의학역사박물관,동대문구,"서울 동대문구 경희대로 26-6 (회기동, 경희대학교)",127.053223139329,37.5937443884234,960558.6795244352,1955020.4683707939,POINT (960558.6795244352 1955020.4683707939)
금호미술관,종로구,"서울 종로구 삼청로 18 (사간동, 금호미술관)",126.979912833772,37.5774667074193,954076.8271190183,1953247.8476993246,POINT (954076.8271190183 1953247.8476993246)
도산공원,강남구,서울 강남구 도산대로45길 20 (도산전시관),127.035603166151,37.5239508648976,958964.9269129642,1947284.7927990044,POINT (958964.9269129642 1947284.7927990044)
모퉁이집,강남구,서울 강남구 테헤란로1길 20 (역삼동),127.027810535308,37.4996634128853,958262.8274046193,1944593.6774204823,POINT (958262.8274046193 1944593.6774204823)
그라운드서울,종로구,서울 종로구 인사동9길 26,126.983623718252,37.5734697478172,954402.059616926,1952802.5966698595,POINT (954402.059616926 1952802.5966698595)
광화문광장,종로구,서울특별시 종로구 세종대로 172,126.976787992565,37.5716228232824,953797.2943696594,1952601.0285761654,POINT (953797.2943696594 1952601.0285761654)
광화문역 물품보관소,종로구,"서울 종로구 세종대로 지하 172 (세종로, 5호선 광화문역)",126.976787992565,37.5716228232824,953797.2943696594,1952601.0285761654,POINT (953797.2943696594 1952601.0285761654)
국립민속박물관,종로구,"서울 종로구 삼청로 37 (세종로, 국립민속박물관)",126.978889955558,37.5816745310255,953989.0968682243,1953715.1865496251,POINT (953989.0968682243 1953715.1865496251)
남대문시장 관광안내소,중구,서울 중구 남대문로4가 20-9 앞 도보,126.976354307013,37.5602418960707,953751.9613509804,1951338.5839790618,POINT (953751.9613509804 1951338.5839790618)
휘가로,관악구,서울 관악구 신림로11길 20 (신림동),126.938724725639,37.4695927960836,950368.5180502271,1941300.7637168616,POINT (950368.5180502271 1941300.7637168616)
경기떡집,마포구,서울 마포구 동교로9길 24 (망원동),126.910304381602,37.5550438760879,947914.8073876528,1950796.4395265754,POINT (947914.8073876528 1950796.4395265754)
국립현대미술관 서울관,종로구,서울 종로구 삼청로 30 (소격동),126.980032718285,37.5787436166877,954088.196940715,1953389.456182052,POINT (954088.196940715 1953389.456182052)
남산서울타워 ,용산구,"서울 용산구 남산공원길 105 (용산동2가, YTN서울타워)",126.987867837993,37.5511225714939,954763.323480274,1950321.2387798957,POINT (954763.323480274 1950321.2387798957)
경복궁 집옥재,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202,953804.7201066718,1953075.9881847932,POINT (953804.7201066718 1953075.9881847932)
남산케이블카,중구,"서울 중구 소파로 83 (회현동1가, 남산케이블카)",126.98407834438,37.5569249079033,954432.1280117453,1950966.8082782116,POINT (954432.1280117453 1950966.8082782116)
녹사평 육교,용산구,"서울 용산구 녹사평대로 지하 195 (용산동4가, 6호선 녹사평역)",126.987028473368,37.5348314193581,954679.3210301317,1948514.227543109,POINT (954679.3210301317 1948514.227543109)
대한성공회서울주교좌성당(서울성공회성당),중구,서울특별시 중구 세종대로21길 15 (정동),126.975333738027,37.5675100246955,953666.3264679371,1952145.4495625799,POINT (953666.3264679371 1952145.4495625799)
서울스튜디오,강북구,서울 강북구 삼양로 246,127.018665043803,37.625433607765,957525.9092589165,1958551.325950994,POINT (957525.9092589165 1958551.325950994)
국회의사당,영등포구,서울특별시 영등포구 의사당대로 1 (여의도동),126.916403869603,37.5329119742768,948438.3119461742,1948337.6540770798,POINT (948438.3119461742 1948337.6540770798)
동대문역사문화공원역 물품보관소,중구,"서울 중구 을지로 지하 279 (을지로7가, 동대문역사문화공원역 2호선)",127.009131498424,37.5655895229776,956649.9388130644,1951916.2519396525,POINT (956649.9388130644 1951916.2519396525)
동부고려제과,중랑구,서울 중랑구 망우로 388,127.095128523555,37.5985084427747,964260.3690396454,1955532.2438263188,POINT (964260.3690396454 1955532.2438263188)
젬브로스,강남구,서울 강남구 강남대로146길 41 퀸스빌,127.023430968093,37.5156963939798,957884.72044928,1946374.3882725916,POINT (957884.72044928 1946374.3882725916)
종각역 물품보관소,종로구,"서울 종로구 종로 지하 55 (종로1가, 종각지하철역사)",126.983239678933,37.5702140381269,954366.1607841075,1952441.5778678053,POINT (954366.1607841075 1952441.5778678053)
광화문광장 야경,종로구,서울 종로구 세종대로 지하 172,126.976787992565,37.5716228232824,953797.2943696594,1952601.0285761654,POINT (953797.2943696594 1952601.0285761654)
서울역사박물관,종로구,"서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)",126.97107522045,37.5704968494713,953292.1160280368,1952478.931575585,POINT (953292.1160280368 1952478.931575585)
서초 여행자 지원센터,서초구,서울특별시 서초구 서초동 1318-7,127.027051625604,37.4981827853125,958194.9209817313,1944429.7480706598,POINT (958194.9209817313 1944429.7480706598)
평택쌀상회,금천구,서울 금천구 독산로40길 27-5,126.906001194503,37.4606221831968,947468.5952937376,1940323.2796550668,POINT (947468.5952937376 1940323.2796550668)
국립어린이민속박물관,종로구,"서울 종로구 삼청로 37 (세종로, 국립민속박물관)",126.978889955558,37.5816745310255,953989.0968682243,1953715.1865496251,POINT (953989.0968682243 1953715.1865496251)
다락,마포구,"서울 마포구 도화2길 8 (도화동, 에어몰 빌딩)",126.948762009763,37.5400702441827,951301.8863926311,1949114.5767740654,POINT (951301.8863926311 1949114.5767740654)
대각사,종로구,서울 종로구 율곡로10길 87 (대각사),126.992025898705,37.5736834293495,955144.1365498018,1952822.259207492,POINT (955144.1365498018 1952822.259207492)
돈의문 터(옛 서대문),종로구,서울 종로구 신문로2가 170,126.968709533621,37.5688758959702,953082.1904210105,1952300.2731452347,POINT (953082.1904210105 1952300.2731452347)
삼양탕,강북구,"서울 강북구 덕릉로8길 6 (수유동, 삼양여관)",127.015232666457,37.6337002896371,957227.7645549468,1959470.0410691458,POINT (957227.7645549468 1959470.0410691458)
혜화문,종로구,"서울 종로구 창경궁로 307 (혜화동, 혜화문)",127.003505031117,37.5879621452783,956166.1624528231,1954400.9965552639,POINT (956166.1624528231 1954400.9965552639)
굴다리식당 ,마포구,서울 마포구 새창로 8-1 (도화동),126.950811737715,37.5421160247986,951484.2929657383,1949340.4857869656,POINT (951484.2929657383 1949340.4857869656)
돌 레코드,중구,서울 중구 마장로9길 49-29,127.017948235192,37.5699026596932,957431.0306311906,1952390.7420627016,POINT (957431.0306311906 1952390.7420627016)
동대문디자인플라자 (DDP),중구,"서울 중구 을지로 281 (을지로7가, 디자인장터)",127.010890355484,37.5680445876689,956806.6873617262,1952187.8190737118,POINT (956806.6873617262 1952187.8190737118)
맨투맨양복점,영등포구,서울 영등포구 영등포로 181-2 (영등포동6가),126.901625867539,37.5206620127139,947123.992620315,1946986.7904384516,POINT (947123.992620315 1946986.7904384516)
피규어뮤지엄W,강남구,"서울 강남구 선릉로158길 3 (청담동, Ys Roo)",127.040386554258,37.5257998045331,959388.6017437275,1947487.84566204,POINT (959388.6017437275 1947487.84566204)
광성유통,동대문구,서울 동대문구 고산자로36길 30 (제기동) 1층 광성유통,127.04011295408,37.5791181689844,959393.365462286,1953403.3462036375,POINT (959393.365462286 1953403.3462036375)
그래픽,용산구,서울 용산구 회나무로39길 33 (이태원동),126.993580131333,37.5408948786009,955261.7822393655,1949183.797647749,POINT (955261.7822393655 1949183.797647749)
목인박물관,종로구,서울 종로구 창의문로5길 46-1,126.963289212881,37.5890219122924,952616.2918325253,1954538.100903228,POINT (952616.2918325253 1954538.100903228)
경복궁 돌담길 ,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202,953804.7201066718,1953075.9881847932,POINT (953804.7201066718 1953075.9881847932)
김포공항관광정보센터,강서구,"서울 강서구 하늘길 38 (방화동, 김포공항(국제청사))",126.802960133589,37.5713695798026,938446.8892273202,1952672.6061054654,POINT (938446.8892273202 1952672.6061054654)
놓다 물품보관소,종로구,"서울 종로구 돈화문로11길 29 (돈의동, 낙원오피스텔)",126.989861453401,37.5723316807738,954952.1930333239,1952673.3247649742,POINT (954952.1930333239 1952673.3247649742)
반포대교 야경,서초구,서울 서초구 올림픽대로 2085-14,126.995962256954,37.5124362037118,955455.306471967,1946025.340204646,POINT (955455.306471967 1946025.340204646)
방이동 백제고분군,송파구,서울특별시 송파구 오금로 219 (방이동),127.118164220291,37.5075749063374,966252.8516211335,1945435.1703460587,POINT (966252.8516211335 1945435.1703460587)
백범광장공원,중구,서울 중구 퇴계로8길 49-4,126.979964687665,37.5571619646336,954068.9394546603,1950995.1107533937,POINT (954068.9394546603 1950995.1107533937)
손기정문화도서관,중구,서울 중구 손기정로 101 (손기정공원),126.964815746241,37.5554795035057,952729.8672857014,1950815.9607436003,POINT (952729.8672857014 1950815.9607436003)
경복궁 물품보관소,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202,953804.7201066718,1953075.9881847932,POINT (953804.7201066718 1953075.9881847932)
국립고궁박물관 물품보관소,종로구,"서울 종로구 효자로 12 (세종로, 국립고궁박물관)",126.974974825074,37.5765916191985,953640.2602339317,1953153.1859584237,POINT (953640.2602339317 1953153.1859584237)
글벗서점,마포구,서울 마포구 월드컵북로 210 (성산동),126.905804329554,37.5692205219891,947527.2782066418,1952371.7756725955,POINT (947527.2782066418 1952371.7756725955)
금선사,종로구,"서울 종로구 비봉길 137 (구기동, 금선사)",126.953420987682,37.6207199441963,951765.5375724311,1958059.8923329285,POINT (951765.5375724311 1958059.8923329285)
덕수궁,중구,서울 중구 세종대로 99,126.973725785222,37.5660868250943,953523.4416448387,1951988.3465593231,POINT (953523.4416448387 1951988.3465593231)
창덕궁,종로구,"서울 종로구 율곡로 99 (와룡동, 창덕궁)",126.989710338876,37.5788697347103,954942.7883991661,1953398.7629596156,POINT (954942.7883991661 1953398.7629596156)
남도한식정든님고운님,중구,서울 중구 세종대로14길 22-5 (북창동),126.978071823726,37.5625556267229,953905.0778940691,1951594.4370547507,POINT (953905.0778940691 1951594.4370547507)
남산골 한옥마을,중구,서울 중구 퇴계로34길 28 (남산골한옥마을),126.994738735334,37.5595422700067,955375.2556578716,1951252.076418453,POINT (955375.2556578716 1951252.076418453)
동대문 관광안내소,중구,서울 중구 장충단로 247 (굿모닝시티쇼핑몰),127.007358177138,37.5668021171335,956494.0357727307,1952051.602634335,POINT (956494.0357727307 1952051.602634335)
동대입구역,중구,"서울 중구 동호로 지하 256 (장충동2가, 동대입구역 3호선)",127.005460196954,37.559030224347,956321.8838811751,1951190.2311635097,POINT (956321.8838811751 1951190.2311635097)
봉은사 ,강남구,서울 강남구 봉은사로 531 (봉은사),127.057734484281,37.5158257049833,960916.268858916,1946373.9314814766,POINT (960916.268858916 1946373.9314814766)
부민옥,중구,서울 중구 다동길 24-12 (다동),126.980177653984,37.5675310295731,954094.1122887068,1952145.402619511,POINT (954094.1122887068 1952145.402619511)
백양세탁,종로구,서울 종로구 계동길 54 (계동),126.986880757145,37.5797484638907,954693.4746569255,1953497.6146577694,POINT (954693.4746569255 1953497.6146577694)
북촌한옥마을,종로구,서울 종로구 계동길 37 북촌문화센터 일대 (계동),126.986276109794,37.5790883269606,954639.6856786682,1953424.667346061,POINT (954639.6856786682 1953424.667346061)
