year_month,년,월,분기,역사명,환승역구분,승차총승객수,하차총승객수,총승하차승객수,Y좌표 (WGS84),X좌표 (WGS84),X좌표 (GRS80TM),Y좌표 (GRS80TM),geometry
2025-01,2025,1,Q1,광명사거리,일반역,567094,561995,1129089,37.47927,126.854854,942959.4205747001,1942421.8927783035,POINT (942959.4205747001 1942421.8927783035)
2025-01,2025,1,Q1,광명역,일반역,108488,91547,200035,37.415995,126.884523,945536.7790030907,1935384.3928071363,POINT (945536.7790030907 1935384.3928071363)
2025-01,2025,1,Q1,광운대역,환승역,205694,197111,402805,37.623635,127.061975,961346.7670109139,1958333.0585097682,POINT (961346.7670109139 1958333.0585097682)
2025-01,2025,1,Q1,광화문(세종문화회관),일반역,887334,934271,1821605,37.571645,126.976568,953777.8812948661,1952603.5971727937,POINT (953777.8812948661 1952603.5971727937)
2025-01,2025,1,Q1,광흥창(서강),일반역,242263,232914,475177,37.547464,126.931971,949823.458643276,1949943.7047382293,POINT (949823.458643276 1949943.7047382293)
2025-01,2025,1,Q1,교대(법원·검찰청),환승역,1188522,1155444,2343966,37.493957,127.014431,957076.927150371,1943966.604679916,POINT (957076.927150371 1943966.604679916)
2025-01,2025,1,Q1,구로디지털단지,일반역,1486185,1469770,2955955,37.4852931,126.901456,947084.0249317433,1943062.9073694916,POINT (947084.0249317433 1943062.9073694916)
2025-01,2025,1,Q1,구로역,일반역,458817,467887,926704,37.503178,126.882037,945380.2429665604,1945058.225486776,POINT (945380.2429665604 1945058.225486776)
2025-01,2025,1,Q1,구룡역,일반역,84045,83097,167142,37.486985,127.059496,961056.9613971099,1943173.5116779513,POINT (961056.9613971099 1943173.5116779513)
2025-01,2025,1,Q1,구리역,환승역,215783,229529,445312,37.60326,127.143373,968521.1199435267,1956042.1385439895,POINT (968521.1199435267 1956042.1385439895)
2025-01,2025,1,Q1,구반포,일반역,40694,39155,79849,37.501389,126.987222,954676.1960516898,1944803.8937742102,POINT (954676.1960516898 1944803.8937742102)
2025-01,2025,1,Q1,구산,일반역,215352,167010,382362,37.611196,126.9172519,948567.1034308287,1957022.4487035037,POINT (948567.1034308287 1957022.4487035037)
2025-01,2025,1,Q1,구성역,환승역,174473,178889,353362,37.299013,127.105664,965051.3293246276,1922301.5521748532,POINT (965051.3293246276 1922301.5521748532)
2025-01,2025,1,Q1,구의(광진구청),일반역,658237,644982,1303219,37.537157,127.0862124,963443.3319101707,1948729.0590267894,POINT (963443.3319101707 1948729.0590267894)
2025-01,2025,1,Q1,구일역,일반역,223677,244733,468410,37.495973,126.869201,944240.3408803697,1944266.3985323645,POINT (944240.3408803697 1944266.3985323645)
2025-01,2025,1,Q1,구파발,일반역,579277,559976,1139253,37.636612,126.918827,948723.5834779643,1959841.4017480116,POINT (948723.5834779643 1959841.4017480116)
2025-01,2025,1,Q1,국수역,일반역,17572,17553,35125,37.516171,127.399402,991110.0520636609,1946325.1304893375,POINT (991110.0520636609 1946325.1304893375)
2025-01,2025,1,Q1,국회의사당,일반역,421800,426547,848347,37.528611,126.9175,948532.2023824959,1947859.8833020036,POINT (948532.2023824959 1947859.8833020036)
2025-01,2025,1,Q1,군자(능동),환승역,714620,662016,1376636,37.557102,127.079559,962865.4204631733,1950944.450492397,POINT (962865.4204631733 1950944.450492397)
2025-01,2025,1,Q1,군포역,일반역,176095,172551,348646,37.353732,126.948517,951159.2520198046,1928441.780675334,POINT (951159.2520198046 1928441.780675334)
2025-01,2025,1,Q1,굴봉산역,일반역,3029,3961,6990,37.832086,127.557732,1005080.2510513392,1981371.4291437056,POINT (1005080.2510513392 1981371.4291437056)
2025-01,2025,1,Q1,굽은다리(강동구민회관앞),일반역,268208,255818,524026,37.545442,127.142844,968450.0426197192,1949627.7211102396,POINT (968450.0426197192 1949627.7211102396)
2025-01,2025,1,Q1,금곡역,일반역,37422,35453,72875,37.637414,127.207931,974231.3537937494,1959811.679571575,POINT (974231.3537937494 1959811.679571575)
2025-01,2025,1,Q1,금릉역,일반역,133500,127688,261188,37.751295,126.765401,935286.5165696298,1972660.2424555323,POINT (935286.5165696298 1972660.2424555323)
2025-01,2025,1,Q1,금정역,환승역,730948,742569,1473517,37.371957,126.943411,950718.9677948282,1930466.3418314767,POINT (950718.9677948282 1930466.3418314767)
2025-01,2025,1,Q1,금천구청역,일반역,276813,283276,560089,37.45576,126.894344,946434.1912570671,1939790.4167241277,POINT (946434.1912570671 1939790.4167241277)
2025-01,2025,1,Q1,금촌역,일반역,175517,172382,347899,37.766106,126.774515,936102.1545200474,1974297.2558054193,POINT (936102.1545200474 1974297.2558054193)
2025-01,2025,1,Q1,금호,일반역,215954,203842,419796,37.548269,127.015785,957227.633771583,1949991.5825828626,POINT (957227.633771583 1949991.5825828626)
2025-01,2025,1,Q1,기흥역,환승역,264053,244255,508308,37.275657,127.115944,965951.8927307096,1919706.7033108969,POINT (965951.8927307096 1919706.7033108969)
2025-01,2025,1,Q1,길동,일반역,236365,243800,480165,37.538022,127.140085,968203.1700173328,1948805.4460567012,POINT (968203.1700173328 1948805.4460567012)
2025-01,2025,1,Q1,길음,일반역,549901,538506,1088407,37.603387,127.025053,958077.2249550975,1956102.4759837424,POINT (958077.2249550975 1956102.4759837424)
2025-01,2025,1,Q1,김유정역,일반역,11359,11255,22614,37.818475,127.714302,1018861.437773294,1979881.3639227664,POINT (1018861.437773294 1979881.3639227664)
2025-01,2025,1,Q1,김포공항,환승역,875877,805621,1681498,37.56217,126.801273,938290.3134163136,1951653.0557510094,POINT (938290.3134163136 1951653.0557510094)
2025-01,2025,1,Q1,까치산,환승역,735659,710219,1445878,37.53221,126.846466,942258.577690231,1948300.4162491073,POINT (942258.577690231 1948300.4162491073)
2025-01,2025,1,Q1,낙성대(강감찬),일반역,720828,697298,1418126,37.47713,126.963583,952571.4229974636,1942124.1570280914,POINT (952571.4229974636 1942124.1570280914)
2025-01,2025,1,Q1,남구로,일반역,384927,400260,785187,37.486181,126.887372,945839.517803649,1943169.4238367942,POINT (945839.517803649 1943169.4238367942)
2025-01,2025,1,Q1,남부터미널(예술의전당),일반역,848684,856725,1705409,37.48494,127.016289,957236.0304741138,1942965.38169992,POINT (957236.0304741138 1942965.38169992)
2025-01,2025,1,Q1,남성,일반역,292896,280603,573499,37.484688,126.971108,953241.4786854064,1942958.9045585645,POINT (953241.4786854064 1942958.9045585645)
2025-01,2025,1,Q1,남영역,일반역,237526,248816,486342,37.540597,126.971171,953281.9113197704,1949161.6477183658,POINT (953281.9113197704 1949161.6477183658)
2025-01,2025,1,Q1,남위례,일반역,188782,188902,377684,37.462839,127.139047,968079.4778264095,1940464.7530091791,POINT (968079.4778264095 1940464.7530091791)
2025-01,2025,1,Q1,남춘천역,일반역,78806,80975,159781,37.864071,127.723761,1019681.8368403252,1984942.159156186,POINT (1019681.8368403252 1984942.159156186)
2025-01,2025,1,Q1,남태령,일반역,36578,30716,67294,37.464339,126.989081,954818.2065321176,1940692.5443602798,POINT (954818.2065321176 1940692.5443602798)
2025-01,2025,1,Q1,남한산성입구(성남법원·검찰청),일반역,334894,301170,636064,37.451568,127.159845,969914.2194238548,1939207.4769923133,POINT (969914.2194238548 1939207.4769923133)
2025-01,2025,1,Q1,내방,일반역,372313,376119,748432,37.48764,126.993541,955226.5210712313,1943275.5047895527,POINT (955226.5210712313 1943275.5047895527)
2025-01,2025,1,Q1,노들,일반역,126768,106100,232868,37.512726,126.953096,951667.1285939266,1946078.6487120697,POINT (951667.1285939266 1946078.6487120697)
2025-01,2025,1,Q1,노량진역,환승역,990386,990844,1981230,37.514072,126.941671,950658.3173056355,1946233.9100283163,POINT (950658.3173056355 1946233.9100283163)
2025-01,2025,1,Q1,노원,환승역,1114339,1208854,2323193,37.656274,127.063183,961470.2268333565,1961953.7316516235,POINT (961470.2268333565 1961953.7316516235)
2025-01,2025,1,Q1,녹번,일반역,394989,362079,757068,37.600882,126.935758,950193.5745007633,1955868.173378589,POINT (950193.5745007633 1955868.173378589)
2025-01,2025,1,Q1,녹사평(용산구청),일반역,133600,137987,271587,37.53469,126.98665,954645.7972914198,1948498.7203124887,POINT (954645.7972914198 1948498.7203124887)
2025-01,2025,1,Q1,녹양역,일반역,113075,106352,219427,37.759416,127.042272,959681.6629254128,1973405.8712509251,POINT (959681.6629254128 1973405.8712509251)
2025-01,2025,1,Q1,녹천역,일반역,112463,95473,207936,37.644599,127.051406,960425.2273289397,1960663.3367076905,POINT (960425.2273289397 1960663.3367076905)
2025-01,2025,1,Q1,논현,일반역,474747,497454,972201,37.511108,127.021385,957701.3238914124,1945866.2517580418,POINT (957701.3238914124 1945866.2517580418)
2025-01,2025,1,Q1,능곡역,환승역,117049,111098,228147,37.618741,126.820845,940064.2660936386,1957916.730786914,POINT (940064.2660936386 1957916.730786914)
2025-01,2025,1,Q1,단대오거리,일반역,314290,303619,617909,37.445057,127.156735,969636.516122212,1938486.1299689463,POINT (969636.516122212 1938486.1299689463)
2025-01,2025,1,Q1,답십리,일반역,418069,379011,797080,37.566833,127.05266,960494.7485314491,1952035.0202443486,POINT (960494.7485314491 1952035.0202443486)
2025-01,2025,1,Q1,당곡,일반역,130668,127912,258580,37.490039105,126.927568759,949395.8194577743,1943575.0906217264,POINT (949395.8194577743 1943575.0906217264)
2025-01,2025,1,Q1,당산,환승역,969938,1014132,1984070,37.534807,126.902611,947221.0131604323,1948555.5490292504,POINT (947221.0131604323 1948555.5490292504)
2025-01,2025,1,Q1,당정역,일반역,150787,142403,293190,37.34338,126.948388,951141.1194239769,1927293.3844815767,POINT (951141.1194239769 1927293.3844815767)
2025-01,2025,1,Q1,대곡역,환승역,221347,201179,422526,37.631629,126.810225,939137.5444059108,1959353.4512147575,POINT (939137.5444059108 1959353.4512147575)
2025-01,2025,1,Q1,대림(구로구청),환승역,931377,946454,1877831,37.4932826,126.8949793,946517.1251778401,1943952.9549548288,POINT (946517.1251778401 1943952.9549548288)
2025-01,2025,1,Q1,대모산입구역,일반역,146936,141219,288155,37.491347,127.072702,962226.6486118283,1943652.0652977782,POINT (962226.6486118283 1943652.0652977782)
2025-01,2025,1,Q1,대방역,환승역,336451,349231,685682,37.513392,126.926407,949308.9073398081,1946166.5823377578,POINT (949308.9073398081 1946166.5823377578)
2025-01,2025,1,Q1,대성리역,일반역,15836,15188,31024,37.683909,127.379165,989345.6335694088,1964936.858691461,POINT (989345.6335694088 1964936.858691461)
2025-01,2025,1,Q1,대청,일반역,272858,257581,530439,37.493607,127.079526,962831.0163650457,1943900.0807275993,POINT (962831.0163650457 1943900.0807275993)
2025-01,2025,1,Q1,대치,일반역,355540,338586,694126,37.494601,127.063449,961410.3490427616,1944016.8281046797,POINT (961410.3490427616 1944016.8281046797)
2025-01,2025,1,Q1,대흥(서강대앞),일반역,227545,238229,465774,37.547732,126.942214,950728.4525359821,1949968.0203960047,POINT (950728.4525359821 1949968.0203960047)
2025-01,2025,1,Q1,덕계역,일반역,157485,145189,302674,37.818761,127.056676,960981.6436402386,1979984.0261935673,POINT (960981.6436402386 1979984.0261935673)
2025-01,2025,1,Q1,덕소역,일반역,141271,141451,282722,37.586892,127.208835,974293.7275439099,1954206.262128782,POINT (974293.7275439099 1954206.262128782)
2025-01,2025,1,Q1,덕정역,일반역,153372,145245,298617,37.843216,127.061511,961419.9255509949,1982695.2930569318,POINT (961419.9255509949 1982695.2930569318)
2025-01,2025,1,Q1,도곡,환승역,337080,337996,675076,37.491129,127.055694,960723.0112343251,1943634.840249602,POINT (960723.0112343251 1943634.840249602)
2025-01,2025,1,Q1,도농역,일반역,245407,229966,475373,37.608756,127.161105,970088.500189731,1956646.0961673178,POINT (970088.500189731 1956646.0961673178)
2025-01,2025,1,Q1,도림천,일반역,33976,36223,70199,37.5145589,126.882586,945437.0527086192,1946320.5551487806,POINT (945437.0527086192 1946320.5551487806)
2025-01,2025,1,Q1,도봉산,환승역,428697,396050,824747,37.689131,127.046548,960020.5486710252,1965606.074583105,POINT (960020.5486710252 1965606.074583105)
2025-01,2025,1,Q1,도봉역,일반역,154788,147224,302012,37.679441,127.045521,959924.7876317932,1964531.4367278249,POINT (959924.7876317932 1964531.4367278249)
2025-01,2025,1,Q1,도심역,일반역,62849,50264,113113,37.579628,127.222798,975524.112410242,1953396.6313356303,POINT (975524.112410242 1953396.6313356303)
2025-01,2025,1,Q1,도원역,일반역,76239,76420,152659,37.468604,126.642824,924201.69658456,1941388.1068519992,POINT (924201.69658456 1941388.1068519992)
2025-01,2025,1,Q1,도화역,일반역,106045,97875,203920,37.466154,126.66846,926466.2776615762,1941095.9668441599,POINT (926466.2776615762 1941095.9668441599)
2025-01,2025,1,Q1,독립문,일반역,201069,204741,405810,37.574534,126.957902,952131.4006222052,1952933.4641144508,POINT (952131.4006222052 1952933.4641144508)
2025-01,2025,1,Q1,독바위,일반역,73213,76246,149459,37.618413,126.933035,949964.9556161418,1957814.617417037,POINT (949964.9556161418 1957814.617417037)
2025-01,2025,1,Q1,독산역,일반역,420379,426865,847244,37.465994,126.889508,946013.836838307,1940928.5737775383,POINT (946013.836838307 1940928.5737775383)
2025-01,2025,1,Q1,돌곶이,일반역,263073,243045,506118,37.610522,127.056419,960849.6038759524,1956880.5302515782,POINT (960849.6038759524 1956880.5302515782)
2025-01,2025,1,Q1,동대문,환승역,804397,812796,1617193,37.571646,127.01069,956791.074442657,1952587.4698972395,POINT (956791.074442657 1952587.4698972395)
2025-01,2025,1,Q1,동대문역사문화공원(DDP),환승역,978264,978381,1956645,37.565609,127.009083,956645.6670335364,1951918.4351895845,POINT (956645.6670335364 1951918.4351895845)
2025-01,2025,1,Q1,동대입구,일반역,253558,279342,532900,37.55906,127.005273,956305.3677911554,1951193.6216274558,POINT (956305.3677911554 1951193.6216274558)
2025-01,2025,1,Q1,동두천역,일반역,44375,43780,88155,37.927569,127.054825,960876.3162527499,1992057.1042269093,POINT (960876.3162527499 1992057.1042269093)
2025-01,2025,1,Q1,동두천중앙역,일반역,77120,74672,151792,37.901818,127.056528,961012.3940180554,1989199.284200915,POINT (961012.3940180554 1989199.284200915)
2025-01,2025,1,Q1,동묘앞,환승역,523658,529879,1053537,37.573265,127.016459,957301.438278906,1952764.4526539417,POINT (957301.438278906 1952764.4526539417)
2025-01,2025,1,Q1,동암역,일반역,408795,411413,820208,37.470835,126.703016,929526.5389952271,1941588.8806655817,POINT (929526.5389952271 1941588.8806655817)
2025-01,2025,1,Q1,동인천역,일반역,363992,347144,711136,37.475414,126.632598,923304.3736803391,1942151.9248710466,POINT (923304.3736803391 1942151.9248710466)
2025-01,2025,1,Q1,동작(현충원),환승역,90732,85284,176016,37.503567,126.980171,954054.297266833,1945048.9486030915,POINT (954054.297266833 1945048.9486030915)
2025-01,2025,1,Q1,두정역,일반역,186351,187357,373708,36.833791,127.148905,968693.0283443759,1870677.0089494218,POINT (968693.0283443759 1870677.0089494218)
2025-01,2025,1,Q1,둔촌동,일반역,285223,284286,569509,37.527787,127.136219,967857.2333208589,1947671.250068896,POINT (967857.2333208589 1947671.250068896)
2025-01,2025,1,Q1,둔촌오륜,일반역,72063,70603,142666,37.519339,127.138619,968065.6912887411,1946733.1805631795,POINT (968065.6912887411 1946733.1805631795)
2025-01,2025,1,Q1,등촌,일반역,326494,316389,642883,37.551111,126.864722,943885.7281241005,1950386.3392370106,POINT (943885.7281241005 1950386.3392370106)
2025-01,2025,1,Q1,디지털미디어시티,환승역,783789,787596,1571385,37.5760805,126.901343,947138.1489081306,1953135.3605515235,POINT (947138.1489081306 1953135.3605515235)
2025-01,2025,1,Q1,뚝섬,일반역,620630,646987,1267617,37.54718,127.047413,960020.8771363966,1949856.8444581926,POINT (960020.8771363966 1949856.8444581926)
2025-01,2025,1,Q1,마곡,일반역,296109,298992,595101,37.55865,126.837693,941504.1158683002,1951239.2358621731,POINT (941504.1158683002 1951239.2358621731)
2025-01,2025,1,Q1,마곡나루(서울식물원),환승역,634727,616616,1251343,37.566717,126.8276071,940619.7078664169,1952140.5606888023,POINT (940619.7078664169 1952140.5606888023)
2025-01,2025,1,Q1,마들,일반역,353014,336223,689237,37.664985,127.057701,960991.2388462069,1962922.4530923043,POINT (960991.2388462069 1962922.4530923043)
2025-01,2025,1,Q1,마석역,일반역,99737,96962,196699,37.652328,127.311713,983391.1577279215,1961442.881912637,POINT (983391.1577279215 1961442.881912637)
2025-01,2025,1,Q1,마장,일반역,156307,147500,303807,37.566066,127.042921,959634.2645910978,1951954.0643004298,POINT (959634.2645910978 1951954.0643004298)
2025-01,2025,1,Q1,마천,일반역,189016,174864,363880,37.494972,127.152784,969307.4451711769,1944025.1108372584,POINT (969307.4451711769 1944025.1108372584)
2025-01,2025,1,Q1,마포,일반역,376944,383665,760609,37.539718,126.946043,951061.4482701531,1949076.9087930727,POINT (951061.4482701531 1949076.9087930727)
2025-01,2025,1,Q1,마포구청,일반역,375228,343255,718483,37.563529,126.903356,947307.0579643623,1951741.6972092704,POINT (947307.0579643623 1951741.6972092704)
2025-01,2025,1,Q1,망우역,환승역,200429,196191,396620,37.599288,127.092318,964012.6472415393,1955619.8053461404,POINT (964012.6472415393 1955619.8053461404)
2025-01,2025,1,Q1,망원,일반역,443061,473763,916824,37.556031,126.910129,947900.003835035,1950906.05339673,POINT (947900.003835035 1950906.05339673)
2025-01,2025,1,Q1,망월사역,일반역,191975,194655,386630,37.710499,127.047361,960103.6820897688,1967976.4497377141,POINT (960103.6820897688 1967976.4497377141)
2025-01,2025,1,Q1,망포역,일반역,383982,368699,752681,37.245793,127.057367,960743.2838350924,1916416.3106295734,POINT (960743.2838350924 1916416.3106295734)
2025-01,2025,1,Q1,매교역,일반역,127656,127293,254949,37.265502,127.015657,957055.2288425666,1918620.9215200997,POINT (957055.2288425666 1918620.9215200997)
2025-01,2025,1,Q1,매봉,일반역,316580,303802,620382,37.487114,127.046907,959944.085665741,1943193.105262789,POINT (959944.085665741 1943193.105262789)
2025-01,2025,1,Q1,매탄권선역,일반역,137227,133030,270257,37.252458,127.040824,959279.6787594595,1917162.7067784318,POINT (959279.6787594595 1917162.7067784318)
2025-01,2025,1,Q1,먹골,일반역,269814,268835,538649,37.610638,127.077719,962729.6057365555,1956884.7305901984,POINT (962729.6057365555 1956884.7305901984)
2025-01,2025,1,Q1,면목,일반역,382560,362180,744740,37.588671,127.087503,963582.4368311838,1954443.7568009677,POINT (963582.4368311838 1954443.7568009677)
2025-01,2025,1,Q1,명동,일반역,923633,982273,1905906,37.560955,126.986271,954628.2356576204,1951412.865745951,POINT (954628.2356576204 1951412.865745951)
2025-01,2025,1,Q1,명일,일반역,218608,218784,437392,37.551317,127.144002,968554.80490567,1950279.1297971369,POINT (968554.80490567 1950279.1297971369)
2025-01,2025,1,Q1,명학역,일반역,205393,201087,406480,37.384435,126.935579,950033.7865233222,1931854.7912196524,POINT (950033.7865233222 1931854.7912196524)
2025-01,2025,1,Q1,모란,환승역,688638,675807,1364445,37.433988,127.129921,967259.855024894,1937267.0889192403,POINT (967259.855024894 1937267.0889192403)
2025-01,2025,1,Q1,목동,일반역,428655,457674,886329,37.526088,126.864296,943829.3306810637,1947610.4132428924,POINT (943829.3306810637 1947610.4132428924)
2025-01,2025,1,Q1,몽촌토성(평화의문),일반역,194493,198987,393480,37.517692,127.11274,965778.0697321417,1946559.555641593,POINT (965778.0697321417 1946559.555641593)
2025-01,2025,1,Q1,무악재,일반역,112335,112477,224812,37.582658,126.950131,951450.4719679067,1953838.772453035,POINT (951450.4719679067 1953838.772453035)
2025-01,2025,1,Q1,문래,일반역,598825,617084,1215909,37.517993,126.894766,946515.901742083,1946694.5558159684,POINT (946515.901742083 1946694.5558159684)
2025-01,2025,1,Q1,문산역,일반역,148552,145561,294113,37.854565,126.787531,937323.3899918305,1984103.0281194095,POINT (937323.3899918305 1984103.0281194095)
2025-01,2025,1,Q1,문정,일반역,551108,572463,1123571,37.485931,127.122473,966624.037425488,1943032.3893512674,POINT (966624.037425488 1943032.3893512674)
2025-01,2025,1,Q1,미금역,환승역,399551,412288,811839,37.350078,127.108952,965366.1790406115,1927965.4946370195,POINT (965366.1790406115 1927965.4946370195)
2025-01,2025,1,Q1,미사,일반역,482586,488117,970703,37.56309,127.192954,972882.9984501988,1951570.0265913473,POINT (972882.9984501988 1951570.0265913473)
2025-01,2025,1,Q1,미아(서울사이버대학),일반역,404623,389163,793786,37.626435,127.026151,958187.0519153128,1958659.0647389938,POINT (958187.0519153128 1958659.0647389938)
2025-01,2025,1,Q1,미아사거리,일반역,703911,696424,1400335,37.613276,127.030083,958526.7086386887,1957197.3835389363,POINT (958526.7086386887 1957197.3835389363)
2025-01,2025,1,Q1,반포,일반역,166257,157976,324233,37.508171,127.011717,956845.1964534312,1945544.7997024255,POINT (956845.1964534312 1945544.7997024255)
2025-01,2025,1,Q1,발산,일반역,606254,623782,1230036,37.562182,126.82693,940556.3076308784,1951637.8493787388,POINT (940556.3076308784 1951637.8493787388)
