분류,자치구,공연/행사명,날짜,장소,기관명,시작일,종료일,X좌표(WGS84),Y좌표(WGS84),X좌표(GRS80TM),Y좌표(GRS80TM)
국악,중구,[서울남산국악당] 2025 젊은국악 단장 SHOWCASE ,2025-06-28~2025-06-28,서울남산국악당 크라운해태홀,서울남산국악당,2025.6.28 0:00,2025.6.28 0:00,126.9940216,37.55834995,955311.2056256016,1951120.1353555543
교육/체험,마포구,[마포구립서강도서관] 제3회 더북데이 꽃에 미친 김 군 [김동성 작가와의 만남],2025-06-28~2025-06-28,홍대 레드로드 R1,마포구청,2025.6.28 0:00,2025.6.28 0:00,126.9320618,37.54773473,949831.6609301452,1949973.6924081007
클래식,종로구,[서울시립교향악단] 2025 서울시향 실내악 시리즈 II: 제임스 에네스,2025-06-28~2025-06-28,세종문화회관 체임버홀,서울시립교향악단,2025.6.28 0:00,2025.6.28 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
축제-문화/예술,동대문구,톡톡튀는 문화예술페스티벌,2025-06-28~2025-06-28,서울시립대학교 대강당 앞 야외무대,기타,2025.6.28 0:00,2025.6.28 0:00,127.0555217,37.58434868,960756.6639162104,1953977.09696109
무용,영등포구,[영등포문화재단] 가족극장 해설이 있는 발레 [백조의 호수],2025-06-28~2025-06-28,영등포아트홀,영등포문화재단,2025.6.28 0:00,2025.6.28 0:00,126.9001093,37.52600873,946993.7611411518,1947580.8337351324
클래식,양천구,"[양천문화재단] 반도네온, 탱고의 밤 - 아스토르 피아졸라의 세계",2025-06-28~2025-06-28,양천문화회관 별관,양천문화재단,2025.6.28 0:00,2025.6.28 0:00,126.86334,37.51652093,943737.6741489952,1946549.5676430904
전시/미술,양천구,"[서울문화예술교육센터 양천] 우리가 꿈꾸는 숲, 실내 미술놀이터로 초대합니다! 6월 [예술힐링놀이터]",2025-06-28~2025-06-28,서울문화예술교육센터 양천 실내공간,서울문화재단,2025.6.28 0:00,2025.6.28 0:00,126.8321453,37.52821978,940990.1483592076,1947866.609560598
클래식,광진구,"나눔의 선율, 함께하는 가곡 [2025 하나인 동행 음악제]",2025-06-28~2025-06-28,나루아트센터 대공연장,기타,2025.6.28 0:00,2025.6.28 0:00,127.070576,37.53757063,962062.114331774,1948781.14232423
교육/체험,구로구,[서울아트책보고] 내가 만드는 오토마타 작품: 스카이 콩콩 만들기 2차,2025-06-28~2025-06-28,서울아트책보고 워크숍룸,서울아트책보고,2025.6.28 0:00,2025.6.28 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
교육/체험,구로구,[서울아트책보고] 내가 만드는 오토마타 작품: 스카이 콩콩 만들기 1차,2025-06-28~2025-06-28,서울아트책보고 워크숍룸,서울아트책보고,2025.6.28 0:00,2025.6.28 0:00,126.8670887,37.49821257,944055.292337661,1944516.1196441173
무용,중구,[남산골한옥마을] 호국보훈의 달 기념 공연 [영웅에게],2025-06-28~2025-06-28,남산골한옥마을 천우각광장 (우천 시 민씨가옥 실내 진행),남산골한옥마을,2025.6.28 0:00,2025.6.28 0:00,126.9944401,37.55930493,955348.7383307692,1951225.886590629
뮤지컬/오페라,구로구,[구로문화재단] 키즈오페라 [소리마녀의 비밀상자],2025-06-28~2025-06-28,오류아트홀,구로문화재단,2025.6.28 0:00,2025.6.28 0:00,126.8460358,37.49535812,942192.1495411412,1944212.1564703216
전시/미술,종로구,[서울공예박물관] 한국공예상자 테마전시 [漆-옻나무에서 칠기로],2025-06-27~2025-12-31,전시2동  3층 공예아카이브실,서울공예박물관,2025.6.27 0:00,2025.12.31 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
전시/미술,강남구,이영희 개인전 [Life Journey: 삶의 길],2025-06-27~2025-07-31,"청담 보자르 갤러리  |  서울시 강남구 도산대로 99길 50-2, 1층 ",기타,2025.6.27 0:00,2025.7.31 0:00,127.0493616,37.52706293,960182.3115821627,1947624.1446981125
교육/체험,송파구,"[한성백제박물관] 야간 갤러리 톡talk톡talk_6,7월",2025-06-27~2025-07-18,한성백제박물관 전시실 등,한성백제박물관,2025.6.27 0:00,2025.7.18 0:00,127.1208894,37.51543881,966497.222712819,1946306.6454456863
교육/체험,종로구,[서울공예박물관] 2025년 재료?기술 워크숍: 한국 근현대 옻칠공예,2025-06-27~2025-06-27,"서울공예박물관 교육동, 기타장소",서울공예박물관,2025.6.27 0:00,2025.6.27 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,종로구,[서울공예박물관] [개인] 선과 선 사이(6월 27일),2025-06-27~2025-06-27,서울공예박물관 전시3동 1층 교육실,서울공예박물관,2025.6.27 0:00,2025.6.27 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
교육/체험,마포구,"[청년예술청 STEP-UP 실무강의] 국경을 넘어, 꿈을 향해 - 청년예술가 해외 진출 입문 가이드 (정혜리 아트컴퍼니 스럽 대표)",2025-06-27~2025-06-27,서울문화재단 청년예술청 그레이홀,서울문화재단,2025.6.27 0:00,2025.6.27 0:00,126.9621924,37.56102262,952501.6773985906,1951432.2643371092
연극,마포구,[서울생활문화센터 서교] 소셜드라마클럽 입체낭독극 [콘센트],2025-06-27~2025-06-27,서교스퀘어 (서울 마포구 서교동 494),서울생활문화센터-서교,2025.6.27 0:00,2025.6.27 0:00,126.916494,37.55081382,948458.6006566162,1950323.7236219144
클래식,광진구,제1회 세계평화통일 문화대잔치,2025-06-27~2025-06-27,건국대학교 새천년관대공연장(서울 광진구 능동로 120),기타,2025.6.27 0:00,2025.6.27 0:00,127.0747119,37.53918267,962428.3151028,1948958.32819636
클래식,동대문구,[동대문문화재단] 2025 기획공연 와인et멜로디 vol.3 김유진,2025-06-27~2025-06-27,선농단역사문화관 문화중정,동대문문화재단,2025.6.27 0:00,2025.6.27 0:00,127.0318885,37.58118377,958668.3088111576,1953636.101169942
클래식,송파구,[서울시립교향악단] 2025 서울시향 에드워드 가드너와 제임스 에네스 ②,2025-06-27~2025-06-27,롯데콘서트홀,서울시립교향악단,2025.6.27 0:00,2025.6.27 0:00,127.1044469,37.51375196,965043.3727478888,1946125.4822905725
콘서트,강북구,[강북문화재단] 2025 우이천 야외음악회 [우이천 사계콘서트] 2nd Summer,2025-06-27~2025-06-27,벌리교 야외무대,강북문화재단,2025.6.27 0:00,2025.6.27 0:00,127.0439247,37.62900698,959756.8178873248,1958936.6450097729
클래식,종로구,[종로문화재단] 2025년 종로구립합창단 정기연주회 [환란을 넘어 거룩한 잔치로],2025-06-27~2025-06-27,JCC아트센터 콘서트홀,종로문화재단,2025.6.27 0:00,2025.6.27 0:00,127.0018857,37.58718318,956022.7380281908,1954315.3308952665
연극,종로구,2025년 야간 공연 관람권_[세기의 사나이],2025-06-27~2025-06-27,대학로예술극장 대극장,기타,2025.6.27 0:00,2025.6.27 0:00,127.0031785,37.58209615,956133.8918403283,1953750.3442541044
클래식,종로구,카이로스 앙상블 제3회 정기연주회,2025-06-27~2025-06-27,세종문화회관 체임버홀 ,기타,2025.6.27 0:00,2025.6.27 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
교육/체험,중랑구,[중랑구립정보도서관] 중랑 이음:인문학 6월 이낙준의사 [대한민국 의학의 역사],2025-06-27~2025-06-27,중랑구립정보도서관 4층 강당,중랑문화재단,2025.6.27 0:00,2025.6.27 0:00,127.0869064,37.61517057,963542.6993922225,1957383.9911813384
연극,중구,2025년 야간 공연 관람권_[파리의 두 여인],2025-06-27~2025-06-27,동국대학교 이해랑 예술극장,기타,2025.6.27 0:00,2025.6.27 0:00,126.9987376,37.55893664,955728.0799381896,1951182.9937733456
교육/체험,중구,"[서울 문화의 밤] 6월 방구석 북토크 - 지구는 괜찮아, 우리가 문제지(곽재식)",2025-06-27~2025-06-27,서울도서관 1층 생각마루(일반자료실),서울도서관,2025.6.27 0:00,2025.6.27 0:00,126.9778292,37.56631742,953885.9689686766,1952011.9084252336
클래식,종로구,[서울역사박물관] 서울-퀘벡 우호 결연 기념 [스티브 바라캇 피아노 연주회],2025-06-27~2025-06-27,서울역사박물관 1층 로비,서울역사박물관,2025.6.27 0:00,2025.6.27 0:00,126.9705237,37.57050753,953243.4191009022,1952480.39082138
기타,강동구,[강동문화재단] 한밤의 공연 산책 Ⅱ: 요상한 도시의 고양이들,2025-06-27~2025-06-27,강동아트센터 대극장 한강,강동문화재단,2025.6.27 0:00,2025.6.27 0:00,127.1573425,37.55122046,969733.1318945776,1950264.040506302
전시/미술,강남구,[국가유산진흥원] 2025 국가무형유산 기능 보유자 합동 공개행사 [손으로 빚은 시간],2025-06-26~2025-07-12,국가무형유산전수교육관 별관 3층 전시장 ‘올’,기타,2025.6.26 0:00,2025.7.12 0:00,127.0446248,37.51009307,959754.660079965,1945743.4579187168
연극,종로구,연극 [타인 他人],2025-06-26~2025-07-06,나온씨어터 지하1층 소극장,기타,2025.6.26 0:00,2025.7.6 0:00,126.9994061,37.58770803,955804.1292611436,1954374.7244050023
기타,중랑구,[중랑상봉도서관] 6월 작가상봉 [화성의 아이] 김성중,2025-06-26~2025-06-26,중랑상봉도서관 3층 유아어린이자료실 ,중랑문화재단,2025.6.26 0:00,2025.6.26 0:00,127.0808518,37.59289195,962997.3185145298,1954914.650203118
국악,종로구,[세종문화회관] 최수열×서울시국악관현악단 [Re-프로젝트 장단의 재발견],2025-06-26~2025-06-26,세종문화회관 세종M씨어터,세종문화회관,2025.6.26 0:00,2025.6.26 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
클래식,서초구,[서초문화재단] 서리풀 아트 프론티어 시리즈 [타임리스 기타],2025-06-26~2025-06-26,심산기념문화센터 반포심산아트홀,서초문화재단,2025.6.26 0:00,2025.6.26 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
교육/체험,중랑구,[중랑문화재단] 2025 중랑 예술인 라운드 테이블,2025-06-26~2025-06-26,중랑청소년문화예술창작센터 (면목동 354),중랑문화재단,2025.6.26 0:00,2025.6.26 0:00,127.0860637,37.57775582,963450.0306226172,1953233.3316327631
교육/체험,마포구,[서울생활문화센터 서교] 리듬 앤 블루스 오픈 강좌,2025-06-26~2025-06-26,서울생활문화센터 서교 로비,서울생활문화센터-서교,2025.6.26 0:00,2025.6.26 0:00,126.916494,37.55081382,948458.6006566162,1950323.7236219144
클래식,서초구,[서울시립교향악단] 2025 서울시향 에드워드 가드너와 제임스 에네스 ①,2025-06-26~2025-06-26,예술의전당 콘서트홀,서울시립교향악단,2025.6.26 0:00,2025.6.26 0:00,127.0142152,37.4802402,957049.9983933078,1942444.914082444
교육/체험,종로구,[서울생활문화센터 낙원] 2025 6월 마스터'스 클래스 [고전 낭독 알리미 박후란],2025-06-26~2025-06-26,서울생활문화센터 낙원 N스페이스,서울생활문화센터-낙원,2025.6.26 0:00,2025.6.26 0:00,126.9879025,37.57276352,954779.4674924712,1952722.176222053
전시/미술,중구,[DDP] 빌보트코리아 X RTS 패션 전시,2025-06-25~2025-07-20,DDP쇼룸 1F 스테이지,동대문디자인플라자(DDP),2025.6.25 0:00,2025.7.20 0:00,127.0097797,37.56735732,956708.2068994156,1952112.0812737872
교육/체험,마포구,[마포구립서강도서관] 6월/길 위의 인문학 [AI시대의 인간의 길 / AI시대의 읽기와 쓰기 / (탐방)리움미술관] (전병근) ,2025-06-25~2025-07-04,마포구립서강도서관 3층 세미나실 등,마포구청,2025.6.25 0:00,2025.7.4 0:00,126.9320618,37.54773473,949831.6609301452,1949973.6924081007
무용,중구,국립무용단 [파이브 바이브],2025-06-25~2025-06-29,국립극장 달오름,국립극장,2025.6.25 0:00,2025.6.29 0:00,126.9992673,37.55199491,955770.761158916,1950412.595648736
독주/독창회,서대문구,김예담 귀국 피아노 독주회,2025-06-25~2025-06-25,금호아트홀 연세,기타,2025.6.25 0:00,2025.6.25 0:00,126.9439162,37.56605084,950890.8400546394,1951999.51462261
영화,성동구,[성동문화재단] 2025 성동 필름 페스타 [세계 영화 상영회 5회차],2025-06-25~2025-06-25,성수아트홀,성동문화재단,2025.6.25 0:00,2025.6.25 0:00,127.0469481,37.54542883,959978.8739184224,1949662.75972225
독주/독창회,종로구,김정현 플루트 독주회 ,2025-06-25~2025-06-25,세종문화회관 체임버홀,기타,2025.6.25 0:00,2025.6.25 0:00,126.9760053,37.5726241,953728.7969967966,1952712.5005738556
콘서트,용산구,[노들섬] 노들인디션 VOL.3 can’t be blue 단독공연,2025-06-25~2025-06-25,라이브하우스,돈의문박물관마을,2025.6.25 0:00,2025.6.25 0:00,126.9580365,37.51766383,952106.9064976412,1946623.9459556364
클래식,서초구,[서초문화재단] 서리풀 고음악 오디세이 [중세와 르네상스 시대 댄스음악],2025-06-25~2025-06-25,심산기념문화센터 반포심산아트홀,서초문화재단,2025.6.25 0:00,2025.6.25 0:00,126.9912425,37.49883446,955030.0334355916,1944518.5547814665
교육/체험,중구,[한국문화예술교육진흥원] 2025 아르떼 아카데미,2025-06-24~2025-11-27,연수별 공간 상이,기타,2025.6.24 0:00,2025.11.27 0:00,126.9985982,37.56132626,955717.1822613102,1951448.1755399136
교육/체험,종로구,[서울공예박물관] 공예가 워크숍: 오늘의 옻칠,2025-06-24~2025-08-26,서울공예박물관 전시3동 교육실 및 서울무형유산교육전시장,서울공예박물관,2025.6.24 0:00,2025.8.26 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
영화,종로구,[서울생활문화센터 체부] 체부씨네마 2회차 - 한옥 야외 마당 영화 상영회,2025-06-24~2025-07-16,서울생활문화센터 체부 금오재 마당,서울생활문화센터-체부,2025.6.24 0:00,2025.7.16 0:00,126.9714894,37.5767085,953332.5677815544,1953167.87890043
교육/체험,도봉구,"[서울로봇인공지능과학관] 2025년 제 4회 라임 콜로키엄 [스스로 깨끗해지는 유리, 로봇과 AI의 눈이 되다!]",2025-06-24~2025-06-24,서울로봇인공지능과학관 (도봉구 마들로 13길 56),서울시청,2025.6.24 0:00,2025.6.24 0:00,127.0495062,37.6555838,960263.4802655048,1961882.8633296164
무용,구로구,[구로문화재단] 이원국 발레단 [6월의 발레] ,2025-06-24~2025-06-24,구로아트밸리 예술극장,구로문화재단,2025.6.24 0:00,2025.6.24 0:00,126.890315,37.49662515,946107.2063977588,1944326.4518821645
교육/체험,중구,[서울시립미술관 서소문본관] 예술가의 런치박스 임창곤 [횡단하는 플레이트],2025-06-24~2025-06-24,서울시립미술관 서소문본관 1층 로비 & 전시실,서울시립미술관,2025.6.24 0:00,2025.6.24 0:00,126.9736993,37.56410607,953519.8719542116,1951768.6046231077
교육/체험,송파구,[2025 한성백제박물관] 성인 문화힐링 프로그램 [읽고 쓰는 백제사-삼국사기편] ,2025-06-23~2025-08-05,박물관 교육실,한성백제박물관,2025.6.23 0:00,2025.8.5 0:00,127.1208894,37.51543881,966497.222712819,1946306.6454456863
클래식,서초구,"[서울문화예술교육센터 서초] 주워 담는 클래식 [재즈로 더 풍부해진, 스윙잉]",2025-06-23~2025-06-23,서울문화예술교육센터 서초 5층 서울체임버홀,서울문화재단,2025.6.23 0:00,2025.6.23 0:00,126.9983081,37.50471771,955658.0578492052,1945167.912287829
전시/미술,용산구,[서울시립미술관] 2025 신진미술인 지원 프로그램 김보라 개인전 《터치투어 마음씨》,2025-06-22~2025-07-13,"B1 LDK. DT (서울시 용산구 한남동 653-4, 지하)",서울시립미술관,2025.6.22 0:00,2025.7.13 0:00,127.0035086,37.53312802,956134.3407332426,1948317.4303832809
교육/체험,성동구,[성동문화재단] 성동구립도서관 영어스토리텔링_6월,2025-06-22~2025-06-22,성동구립도서관,성동문화재단,2025.6.22 0:00,2025.6.22 0:00,127.0349607,37.55917988,958927.4872939902,1951193.5343285764
축제-문화/예술,은평구,2025 백초월길예술축제 [진관아리랑],2025-06-22~2025-06-22,"은평구 한옥마을 백초월길, 진관사 대웅전",기타,2025.6.22 0:00,2025.6.22 0:00,126.9465133,37.63785684,951167.1577454827,1959964.7417514096
교육/체험,노원구,[서울시립과학관] 독성시대X과학관: 서울시립대 화학물질 빅데이터 AI연구센터와 함께하는 [독성 실험 교실],2025-06-21~2025-07-19,서울시립과학관 3층 2교육실,서울시립과학관,2025.6.21 0:00,2025.7.19 0:00,127.0774371,37.64199411,962720.3891783686,1960363.6711775344
교육/체험,종로구,[서울공예박물관] 공예전문클래스: 여름밤 공예 한 잔,2025-06-21~2025-07-17,"서울공예박물관 양유완 작가 작업실, 전시3동 1층 교육실",서울공예박물관,2025.6.21 0:00,2025.7.17 0:00,126.9835334,37.57664817,954396.0225058284,1953155.2712620024
