기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,총_직장_인구_수,총_상주인구_수,총_유동인구_수,순수_유동인구_수,상권배후지_유형
20202,A,골목상권,3110779,대림갑을명가아파트,385,8412,2967699,2958902,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110778,구로디지털단지역 4번,9060,19107,5972620,5944453,오피스/직장형
20202,A,골목상권,3110777,구로세무서,23218,4017,1492347,1465112,오피스/직장형
20202,A,골목상권,3110776,도신초등학교,3366,16341,5127219,5107512,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110775,대동초등학교,2288,8527,2987260,2976445,오피스/직장형
20202,A,골목상권,3110774,당산반도유보라팰리스아파트,5479,13218,3382104,3363407,오피스/직장형
20202,A,골목상권,3110773,당산역 13번,3796,4361,1159904,1151747,오피스/직장형
20202,A,골목상권,3110772,신우어린이공원,1391,9695,2058918,2047832,오피스/직장형
20202,A,골목상권,3110771,대림역 11번,2931,5005,2179899,2171963,오피스/직장형
20202,A,골목상권,3110770,영등포구청역 6번,3832,13551,3738201,3720818,오피스/직장형
20202,A,골목상권,3110769,대림차이나타운(대림역 12번),1824,7830,3764699,3755045,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110768,도림2동유수지내체육시설,373,16339,3436108,3419396,주거지/동네형
20202,A,골목상권,3110767,도림동주민센터,4095,10517,2212130,2197518,오피스/직장형
20202,A,골목상권,3110766,대림역 5번,4301,12385,4530441,4513755,오피스/직장형
20202,A,골목상권,3110765,문래동사거리,13093,5090,2052654,2034471,오피스/직장형
20202,A,골목상권,3110764,문래역 3번,1962,5955,1273532,1265615,오피스/직장형
20202,A,골목상권,3110763,영등포구청역 2번,6437,6565,2589099,2576097,오피스/직장형
20202,A,골목상권,3110762,선유도역 1번,11000,14826,3474264,3448438,오피스/직장형
20202,A,골목상권,3110761,문래동남성맨션,5802,1822,1927754,1920130,오피스/직장형
20202,A,골목상권,3110760,선유도역 6번,8380,15477,3454256,3430399,오피스/직장형
20202,A,골목상권,3110759,문래예술촌(문래창작촌),41421,18113,7493459,7433925,오피스/직장형
20202,A,골목상권,3110758,문래소공원,3674,11190,2267821,2252957,오피스/직장형
20202,A,골목상권,3110757,양평역 2번,3104,11530,2812235,2797601,오피스/직장형
20202,A,골목상권,3110756,문래중학교,4751,12619,2302982,2285612,오피스/직장형
20202,A,골목상권,3110755,동일여자고등학교,1584,14795,2004625,1988246,주거지/동네형
20202,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),1456,19582,3727747,3706709,주거지/동네형
20202,A,골목상권,3110753,시흥동 은행나무사거리,1814,19933,3819938,3798191,주거지/동네형
20202,A,골목상권,3110752,한울중학교,1581,25567,3654045,3626897,주거지/동네형
20202,A,골목상권,3110751,난곡중학교,2705,19888,3448443,3425850,주거지/동네형
20202,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),1345,20261,3811575,3789969,주거지/동네형
20202,A,골목상권,3110749,금산초등학교(금천고등학교),1292,9334,1033942,1023316,오피스/직장형
20202,A,골목상권,3110748,백산초등학교,964,13574,2562824,2548286,주거지/동네형
20202,A,골목상권,3110747,석수역 1번 출입구,637,3188,350952,347127,오피스/직장형
20202,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),1613,10862,3046131,3033656,오피스/직장형
20202,A,골목상권,3110745,독산동정훈단지,923,17219,3503253,3485111,주거지/동네형
20202,A,골목상권,3110744,독산동성당,1676,28025,6589178,6559477,주거지/동네형
20202,A,골목상권,3110743,시흥초등학교(시흥1동우체국),2284,20961,5124915,5101670,주거지/동네형
20202,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),770,8480,1224026,1214776,주거지/동네형
20202,A,골목상권,3110741,독산2동주민센터,1642,19338,2985975,2964995,주거지/동네형
20202,A,골목상권,3110740,금천해태공원,2807,26464,5037322,5008051,주거지/동네형
20202,A,골목상권,3110739,시흥3동 우편취급국,988,5229,517792,511575,오피스/직장형
20202,A,골목상권,3110738,문성초등학교,3105,20612,4670106,4646389,주거지/동네형
20202,A,골목상권,3110737,금천세무서,2359,14170,4040755,4024226,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110736,독산119안전센터,3282,16258,4435823,4416283,주거지/동네형
20202,A,골목상권,3110735,말미고개,2403,21955,3234536,3210178,주거지/동네형
20202,A,골목상권,3110734,금천파출소,1870,3537,932415,927008,오피스/직장형
20202,A,골목상권,3110733,금천어울림복지센터,1054,11588,1782001,1769359,주거지/동네형
20202,A,골목상권,3110732,가산초등학교(세일중학교),3175,16081,2642508,2623252,주거지/동네형
20202,A,골목상권,3110731,금천구청역 1번 출입구,2486,14068,2693257,2676703,오피스/직장형
20202,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),2988,10543,2294886,2281355,오피스/직장형
20202,A,골목상권,3110729,가산동우체국,3743,16088,3087853,3068022,오피스/직장형
20202,A,골목상권,3110728,두산초등학교,3611,8269,1621279,1609399,오피스/직장형
20202,A,골목상권,3110727,독산역 1번 출입구,1582,10794,1405436,1393060,오피스/직장형
20202,A,골목상권,3110726,금천철쭉어린이공원(금하마을),115,4177,690825,686533,주거지/동네형
20202,A,골목상권,3110725,가산동주민센터,2452,7862,1598856,1588542,오피스/직장형
20202,A,골목상권,3110724,금천구립가산도서관,8347,11742,1654705,1634616,오피스/직장형
20202,A,골목상권,3110723,가산디지털단지역 1번 출입구,8175,4039,1540757,1528543,오피스/직장형
20202,A,골목상권,3110722,G타워,20633,12414,2893412,2860365,오피스/직장형
20202,A,골목상권,3110721,가리봉파출소,11814,10417,2732340,2710109,오피스/직장형
20202,A,골목상권,3110720,대림역 2번,1931,14705,5052687,5036051,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110719,영서중학교,9444,11044,2581950,2561462,오피스/직장형
20202,A,골목상권,3110718,한국SGI본부,6504,17379,4116387,4092504,오피스/직장형
20202,A,골목상권,3110717,남구로역 2번,15237,27281,9223491,9180973,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110716,구로나눔길,2018,10700,2838094,2825376,오피스/직장형
20202,A,골목상권,3110715,구로구민회관,2781,9392,2254592,2242419,오피스/직장형
20202,A,골목상권,3110714,구로4동주민센터,2157,24088,7335940,7309695,주거지/동네형
20202,A,골목상권,3110713,구로보건소,6116,26327,6322906,6290463,주거지/동네형
20202,A,골목상권,3110712,남구로역 5번,1892,21560,9229509,9206057,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110711,구로초등학교,2908,17706,5729143,5708529,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110710,남구로역 3번,13397,18815,8648622,8616410,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110709,구로119안전센터,421,9915,3889048,3878712,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110708,화원어린이공원,1254,8044,1714006,1704708,오피스/직장형
20202,A,골목상권,3110707,구로창업지원센터,2370,18343,3437324,3416611,주거지/동네형
20202,A,골목상권,3110706,그라운드 고척,1709,10446,2506648,2494493,오피스/직장형
20202,A,골목상권,3110705,고산초등학교,1195,6200,1272091,1264696,오피스/직장형
20202,A,골목상권,3110704,고척중학교,369,6256,1203939,1197314,주거지/동네형
20202,A,골목상권,3110703,개봉역,2857,27555,2612919,2582507,주거지/동네형
20202,A,골목상권,3110702,개봉초등학교,3706,15596,2588428,2569126,오피스/직장형
20202,A,골목상권,3110701,고척동성당,1075,12318,2536268,2522875,주거지/동네형
20202,A,골목상권,3110700,고척초등학교,1740,21555,4360649,4337354,주거지/동네형
20202,A,골목상권,3110699,덕의초등학교,828,15224,3337941,3321889,주거지/동네형
20202,A,골목상권,3110698,개웅초등학교(개웅중학교),3462,23708,3947868,3920698,주거지/동네형
20202,A,골목상권,3110697,개봉3동주민센터,638,13048,2113367,2099681,주거지/동네형
20202,A,골목상권,3110696,오류동역 1번,2611,19960,3049270,3026699,주거지/동네형
20202,A,골목상권,3110695,개봉1동주민센터,1910,21024,5596982,5574048,주거지/동네형
20202,A,골목상권,3110694,세곡초등학교,2039,21585,5877916,5854292,주거지/동네형
20202,A,골목상권,3110693,오류동역 4번,1979,8501,1440889,1430409,오피스/직장형
20202,A,골목상권,3110692,큰굴다리,1873,16090,3644466,3626503,주거지/동네형
20202,A,골목상권,3110691,개봉중학교,1020,14564,3898579,3882995,주거지/동네형
20202,A,골목상권,3110690,오류2동버들시장,2442,25417,5808781,5780922,주거지/동네형
20202,A,골목상권,3110689,오류동역 3번,3431,24210,4321762,4294121,주거지/동네형
20202,A,골목상권,3110688,오류지구대,1388,13544,3048058,3033126,주거지/동네형
20202,A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",158,7596,1140851,1133097,주거지/동네형
20202,A,골목상권,3110686,수궁동주민센터,889,17533,3295879,3277457,주거지/동네형
20202,A,골목상권,3110685,금강수목원아파트,55,5291,380911,375565,주거지/동네형
20202,A,골목상권,3110684,서울공연예술고등학교,369,9265,1021853,1012219,주거지/동네형
20202,A,골목상권,3110683,오류고등학교,366,7644,923966,915956,주거지/동네형
20202,A,골목상권,3110682,온수역 8번,217,4788,249664,244659,주거지/동네형
20202,A,골목상권,3110681,온수역 1번,329,4825,269741,264587,오피스/직장형
20202,A,골목상권,3110680,온수역 5번(온수산업단지),885,6743,470254,462626,오피스/직장형
20202,A,골목상권,3110679,염창역 2번,2594,10978,2769596,2756024,오피스/직장형
20202,A,골목상권,3110678,염창무학아파트,1215,10336,2520053,2508502,주거지/동네형
20202,A,골목상권,3110677,등촌역 1번,2079,16104,3706941,3688758,주거지/동네형
20202,A,골목상권,3110676,등촌역 7번,3108,12462,2773153,2757583,오피스/직장형
20202,A,골목상권,3110675,화곡4동주민센터,2955,25495,6782085,6753635,주거지/동네형
20202,A,골목상권,3110674,강서구청가양동별관,584,10373,978070,967113,주거지/동네형
20202,A,골목상권,3110673,뜸부기어린이공원,3042,18806,4436853,4415005,주거지/동네형
20202,A,골목상권,3110672,백석중학교,628,11767,1771033,1758638,주거지/동네형
20202,A,골목상권,3110671,등촌1동주민센터,4995,27776,5586086,5553315,주거지/동네형
20202,A,골목상권,3110670,신곡초등학교,1061,25460,5503275,5476754,주거지/동네형
20202,A,골목상권,3110669,화곡보람2차아파트,4260,7089,1767237,1755888,오피스/직장형
20202,A,골목상권,3110668,화곡2동주민센터,2637,37840,8196078,8155601,주거지/동네형
20202,A,골목상권,3110667,가양역 10번,448,13525,2567371,2553398,주거지/동네형
20202,A,골목상권,3110666,KC대학교,858,8770,1849226,1839598,주거지/동네형
20202,A,골목상권,3110665,곰달래도서관,3383,23028,6193026,6166615,주거지/동네형
20202,A,골목상권,3110664,강서구청옆,4644,7910,2188637,2176083,오피스/직장형
20202,A,골목상권,3110663,우장산롯데캐슬아파트앞,5620,9974,2216034,2200440,오피스/직장형
20202,A,골목상권,3110662,까치산역 1번,2612,40494,11243690,11200584,주거지/동네형
20202,A,골목상권,3110661,강서새말어린이공원,4009,8831,2496383,2483543,오피스/직장형
20202,A,골목상권,3110660,등촌3동주민센터,8713,22101,3629865,3599051,주거지/동네형
20202,A,골목상권,3110659,화곡역 4번,2775,44775,12350337,12302787,주거지/동네형
20202,A,골목상권,3110658,화곡초등학교,1672,17266,4501210,4482272,주거지/동네형
20202,A,골목상권,3110657,양천향교역 5번,5871,17118,2256649,2233660,오피스/직장형
20202,A,골목상권,3110656,까치산역 3번,3118,30677,11191978,11158183,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110655,발산역 5번,5760,11799,2279840,2262281,오피스/직장형
20202,A,골목상권,3110654,까치산역 4번,3271,42750,13410622,13364601,주거지/동네형
20202,A,골목상권,3110653,화곡역 2번,3010,19687,5099955,5077258,주거지/동네형
20202,A,골목상권,3110652,양천향교역 2번,3956,6825,972641,961860,오피스/직장형
20202,A,골목상권,3110651,화원중학교,1859,28128,6258882,6228895,주거지/동네형
20202,A,골목상권,3110650,우장산힐스테이트,1035,12880,2392855,2378940,주거지/동네형
20202,A,골목상권,3110649,우장산역 1번,1461,16988,3265308,3246859,주거지/동네형
20202,A,골목상권,3110648,양천향교역 7번,5867,10999,1661505,1644639,오피스/직장형
20202,A,골목상권,3110647,화곡역 5번,5170,29113,8362051,8327768,주거지/동네형
20202,A,골목상권,3110646,푸른들청소년도서관,4438,31322,6553216,6517456,주거지/동네형
20202,A,골목상권,3110645,우장산역 4번,1638,26341,4976227,4948248,주거지/동네형
20202,A,골목상권,3110644,신광명마을,228,3638,446288,442422,오피스/직장형
20202,A,골목상권,3110643,강서구다솔마을,1953,11794,2015020,2001273,오피스/직장형
20202,A,골목상권,3110642,정곡초등학교,470,5614,844667,838583,오피스/직장형
20202,A,골목상권,3110641,공항고등학교,1053,13544,2619197,2604600,주거지/동네형
20202,A,골목상권,3110640,방화역 1번,2591,16129,2685382,2666662,주거지/동네형
20202,A,골목상권,3110639,신방화역 8번,1471,15019,3722119,3705629,주거지/동네형
20202,A,골목상권,3110638,신방화역 2번,3944,24839,7150776,7121993,주거지/동네형
20202,A,골목상권,3110637,송정역 2번,2669,7659,1621015,1610687,오피스/직장형
20202,A,골목상권,3110636,방화역 2번,2566,12184,3008518,2993768,오피스/직장형
20202,A,골목상권,3110635,공항시장역 3번,2325,13723,3279752,3263704,주거지/동네형
20202,A,골목상권,3110634,송정역 3번,3924,20005,4196002,4172073,주거지/동네형
20202,A,골목상권,3110633,개화산역 1번,1971,8798,2455290,2444521,오피스/직장형
20202,A,골목상권,3110632,방화역 3번,2662,14524,3028201,3011015,오피스/직장형
20202,A,골목상권,3110631,방화초등학교,1150,16818,4553670,4535702,주거지/동네형
20202,A,골목상권,3110630,공항시장역 1번,2366,15689,4995072,4977017,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110629,송정역 4번,1600,6695,1844224,1835929,오피스/직장형
20202,A,골목상권,3110628,신목동역,1780,7154,1315281,1306347,오피스/직장형
20202,A,골목상권,3110627,신정롯데캐슬아파트,10306,22864,4833804,4800634,오피스/직장형
20202,A,골목상권,3110626,양화초등학교,2499,20773,4916600,4893328,주거지/동네형
20202,A,골목상권,3110625,신정2동주민센터,10132,19599,3747091,3717360,오피스/직장형
20202,A,골목상권,3110624,목동문화체육센터,368,15626,4473594,4457600,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110623,갈산공원,452,11041,1654254,1642761,주거지/동네형
20202,A,골목상권,3110622,달마을공원,1861,22603,4284590,4260126,주거지/동네형
20202,A,골목상권,3110621,목동역 5번,983,11317,1846621,1834321,주거지/동네형
20202,A,골목상권,3110620,목동보건지소,1726,33575,8800528,8765227,주거지/동네형
20202,A,골목상권,3110619,목4동주민센터,1311,14272,2555118,2539535,주거지/동네형
20202,A,골목상권,3110618,강서고등학교,3278,26018,6392998,6363702,주거지/동네형
20202,A,골목상권,3110617,등촌역 4번,1673,20096,4181323,4159554,주거지/동네형
20202,A,골목상권,3110616,양목초등학교,4126,7338,2640329,2628865,오피스/직장형
20202,A,골목상권,3110615,신서초등학교,6206,8725,1802796,1787865,오피스/직장형
20202,A,골목상권,3110614,목동로데오거리,2875,11968,3344487,3329644,오피스/직장형
20202,A,골목상권,3110613,신정네거리역 4번,6906,11016,2242639,2224717,오피스/직장형
20202,A,골목상권,3110612,신정역 5번,6873,26140,7828304,7795291,주거지/동네형
20202,A,골목상권,3110611,신정역 1번,2625,23393,7305779,7279761,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110610,계남근린공원,1375,10371,2265996,2254250,주거지/동네형
20202,A,골목상권,3110609,신정네거리역 2번,1176,13140,3481247,3466931,주거지/동네형
20202,A,골목상권,3110608,신월2동주민센터,2718,25435,5675012,5646859,주거지/동네형
20202,A,골목상권,3110607,금빛새마을금고본점,1085,13390,3165278,3150803,주거지/동네형
20202,A,골목상권,3110606,신한은행 신월동지점,3013,20047,4623775,4600715,주거지/동네형
20202,A,골목상권,3110605,목동센트럴아이파크앞,1098,9722,1542525,1531705,주거지/동네형
20202,A,골목상권,3110604,신월4동주민센터,2453,22955,4857349,4831941,주거지/동네형
20202,A,골목상권,3110603,지향초등학교,939,13909,1765494,1750646,주거지/동네형
20202,A,골목상권,3110602,신월시영아파트중문,2091,13368,2239577,2224118,주거지/동네형
20202,A,골목상권,3110601,신월1동우편취급국,1786,21914,5381641,5357941,주거지/동네형
20202,A,골목상권,3110600,신월7동주민센터,2956,19288,3306094,3283850,주거지/동네형
20202,A,골목상권,3110599,신월1파출소,1590,16835,3513804,3495379,주거지/동네형
20202,A,골목상권,3110598,신월문화체육센터,2697,18519,2488423,2467207,주거지/동네형
20202,A,골목상권,3110597,신월1동주민센터,2700,23378,4646903,4620825,주거지/동네형
20202,A,골목상권,3110596,서서울호수공원,1260,16634,2757617,2739723,주거지/동네형
20202,A,골목상권,3110595,메디힐병원,2286,18807,4120169,4099076,주거지/동네형
20202,A,골목상권,3110594,신월중학교,593,11315,1240332,1228424,주거지/동네형
20202,A,골목상권,3110593,신월3동주민센터,1923,15937,3022252,3004392,주거지/동네형
20202,A,골목상권,3110592,서울금융고등학교,1653,8384,1708708,1698671,오피스/직장형
20202,A,골목상권,3110591,충정로역 6번,2784,10566,12176181,12162831,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110590,만리재,1043,11343,6722167,6709781,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110589,애오개역 3번,674,13437,3624171,3610060,주거지/동네형
20202,A,골목상권,3110588,한겨레신문사,1798,12239,5853865,5839828,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110587,공덕동주민센터,4366,16428,7324160,7303366,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110586,서울서부지방법원,8088,24611,7906307,7873608,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110585,마포경찰서,1357,16868,3438825,3420600,주거지/동네형
20202,A,골목상권,3110584,아현역 4번,1193,6689,3237347,3229465,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110583,공덕래미안3차아파트,4365,8878,3223216,3209973,오피스/직장형
20202,A,골목상권,3110582,이대역 5번,1200,4104,3445533,3440229,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110581,염리초등학교,6947,9442,2222105,2205716,오피스/직장형
20202,A,골목상권,3110580,양원초등학교,927,3294,2020867,2016646,오피스/직장형
20202,A,골목상권,3110579,마포역 4번,6701,6426,2194709,2181582,오피스/직장형
20202,A,골목상권,3110578,대흥역 2번,2490,14395,5486593,5469708,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110577,용강동주민센터,6269,18113,4053449,4029067,오피스/직장형
20202,A,골목상권,3110576,대흥역 3번,2679,16593,5258797,5239525,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110575,대흥동주민센터,1489,6328,4608133,4600316,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110574,서강대학교,1012,3120,1986725,1982593,오피스/직장형
20202,A,골목상권,3110573,신촌역 6번,1340,2777,2648561,2644444,오피스/직장형
20202,A,골목상권,3110572,서강대역 1번,3200,13524,7909944,7893220,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110571,신수동주민센터,1765,11462,4975830,4962603,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110570,KB국민은행 서강지점,1439,6349,2173592,2165804,오피스/직장형
20202,A,골목상권,3110569,홍대땡땡거리,3278,8156,5142387,5130953,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110568,광흥창역 1번,772,7965,2698947,2690210,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110567,광흥창역 6번,830,7050,2099308,2091428,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110566,경의선책거리,5320,9401,5939408,5924687,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110565,홍익대,1811,4954,2086939,2080174,오피스/직장형
20202,A,골목상권,3110564,홍대입구역 3번,3548,6212,4361008,4351248,오피스/직장형
20202,A,골목상권,3110563,상수역 3번,1437,5984,2274596,2267175,오피스/직장형
20202,A,골목상권,3110562,연트럴파크(연남동주민센터),2703,10362,5634392,5621327,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110561,상수역 4번,2768,5258,3137369,3129343,오피스/직장형
20202,A,골목상권,3110560,마포FM,3881,6716,3459772,3449175,오피스/직장형
20202,A,골목상권,3110559,성산중학교,3453,6578,3358406,3348375,오피스/직장형
20202,A,골목상권,3110558,경성고등학교,4445,16322,6844146,6823379,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110557,홍대부속여중고앞,4646,8897,4324467,4310924,오피스/직장형
20202,A,골목상권,3110556,절두산순교성지,536,2592,912811,909683,오피스/직장형
20202,A,골목상권,3110555,홍익지구대,3889,7478,2809992,2798625,오피스/직장형
20202,A,골목상권,3110554,망원역 1번,5490,10988,6188530,6172052,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110553,가좌역 2번,1370,12616,4399353,4385367,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110552,성미산체육관,2816,10212,3993482,3980454,오피스/직장형
20202,A,골목상권,3110551,성서초등학교,2778,10813,5590295,5576704,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110550,합정역 8번,6591,19553,6138169,6112025,오피스/직장형
20202,A,골목상권,3110549,새터산,2110,13985,5236155,5220060,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110548,마포구청역 4번,4042,13377,5364212,5346793,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110547,KB국민은행 망원동지점,5513,11601,6351914,6334800,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110546,양화대교북단,1335,7310,2780384,2771739,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110545,마포구청역 1번,1565,14662,3299507,3283280,주거지/동네형
20202,A,골목상권,3110544,망리단길,6503,28126,12444804,12410175,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110543,중암중학교,4,5088,877520,872428,주거지/동네형
20202,A,골목상권,3110542,마포구청역 7번,3824,15015,6140800,6121961,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110541,동교초등학교,2819,16619,5810882,5791444,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110540,망원나들목체육관,612,8985,2789297,2779700,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110539,미근동,12622,4717,2077235,2059896,오피스/직장형
20202,A,골목상권,3110538,충정로역 3번,6721,5373,2623606,2611512,오피스/직장형
20202,A,골목상권,3110537,충정로현대아파트,6609,5230,5848964,5837125,오피스/직장형
20202,A,골목상권,3110536,돈의문센트레빌아파트입구,3058,6750,3116175,3106367,오피스/직장형
20202,A,골목상권,3110535,영천시장입구,908,15542,4352626,4336176,주거지/동네형
20202,A,골목상권,3110534,경기대학교,2731,12299,5146015,5130985,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110533,충정로역 7번,4356,10831,16566291,16551104,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110532,아현역 2번,1657,11522,15544450,15531271,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110531,홍지문,1003,2639,187200,183558,오피스/직장형
20202,A,골목상권,3110530,아현역 1번,1223,6822,3236393,3228348,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110529,홍제3동주민센터,1860,16289,4592457,4574308,주거지/동네형
20202,A,골목상권,3110528,서울여자간호대학교,1860,13911,5009389,4993618,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110527,홍제역 2번,1765,14506,4094899,4078628,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110526,봉원사,101,1871,287187,285215,오피스/직장형
20202,A,골목상권,3110525,홍은종합사회복지관,1782,12928,3966217,3951507,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110524,연희세브란스병원,193,551,283700,282956,오피스/직장형
20202,A,골목상권,3110523,홍제성원아파트,166,8002,1559171,1551003,주거지/동네형
20202,A,골목상권,3110522,홍제역 3번,1458,10940,3871419,3859021,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110521,홍제역 4번,1518,9130,3227462,3216814,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110520,경의중앙 신촌역,1329,6258,5000496,4992909,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110519,서대문구보건소별관,761,11578,1823839,1811500,주거지/동네형
20202,A,골목상권,3110518,서대문구청,1381,6939,1105368,1097048,오피스/직장형
20202,A,골목상권,3110517,서대문소방서,2792,7089,1044979,1035098,오피스/직장형
20202,A,골목상권,3110516,정원여중,733,9568,1622476,1612175,주거지/동네형
20202,A,골목상권,3110515,홍은중학교,168,6364,657687,651155,주거지/동네형
20202,A,골목상권,3110514,서대문우체국,1594,11253,5009227,4996380,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110513,연희파출소,3657,6492,1674513,1664364,오피스/직장형
20202,A,골목상권,3110512,연희지하차도,1812,13217,3308556,3293527,주거지/동네형
20202,A,골목상권,3110511,연희초등학교,3876,10908,2640912,2626128,오피스/직장형
20202,A,골목상권,3110510,홍연시장,783,9922,3565588,3554883,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110509,연희대우아파트앞,2462,12019,5051117,5036636,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110508,서연중학교,3564,11009,3323530,3308957,오피스/직장형
20202,A,골목상권,3110507,명지대학교,1729,19678,6497516,6476109,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110506,연희임광아파트,1690,5336,2292495,2285469,오피스/직장형
20202,A,골목상권,3110505,홍남교남측,266,7763,2756280,2748251,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110504,명지전문대,349,6187,1000465,993929,주거지/동네형
20202,A,골목상권,3110503,명지대학교교회,1457,16036,5390628,5373135,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110502,남가좌파출소,843,17049,4813175,4795283,주거지/동네형
20202,A,골목상권,3110501,연희어린이공원,673,7302,2823315,2815340,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110500,남가좌동현대아파트,321,7707,2206314,2198286,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110499,연가초등학교,517,23272,8832054,8808265,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110498,증산역 1번,2183,17512,7261866,7242171,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110497,가좌역 3번,1131,4971,1581738,1575636,오피스/직장형
20202,A,골목상권,3110496,모래내우체국,731,26754,7197240,7169755,주거지/동네형
20202,A,골목상권,3110495,북가좌2동주민센터,1898,22173,7016515,6992444,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110494,증산3교남측,405,8432,1900402,1891565,주거지/동네형
20202,A,골목상권,3110493,북가좌초등학교,252,9600,1490583,1480731,주거지/동네형
20202,A,골목상권,3110492,하나고등학교,186,4260,203508,199062,주거지/동네형
20202,A,골목상권,3110491,불광중학교,157,8364,1453681,1445160,주거지/동네형
20202,A,골목상권,3110490,녹번동근린공원,1653,18736,3681044,3660655,주거지/동네형
20202,A,골목상권,3110489,불광역 3번,868,9128,2368085,2358089,주거지/동네형
20202,A,골목상권,3110488,우리은행응암동지점,2027,11595,2205023,2191401,오피스/직장형
20202,A,골목상권,3110487,불광역 8번,1916,6893,3698781,3689972,발달/번화가형 (순수 유동인구 중심)
20202,A,골목상권,3110486,은평구청,2193,15194,2702796,2685409,주거지/동네형
20202,A,골목상권,3110485,연신내우체국,741,15364,3601535,3585430,주거지/동네형
