,순번,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
5158,76325,202509,6호선,디지털미디어시티,240,26,7205,2523,19224,12551,55845,32793,57565,70802,32035,32019,19227,12976,16595,12477,17029,14015,15734,15539,14332,16070,16361,18844,22276,25870,38399,35032,50025,54155,22052,37580,11492,23622,12808,22232,10999,20820,3225,11193,783,4706,0,14,0,0,0,0,20251003
5159,76326,202509,6호선,월드컵경기장(성산),31,0,965,1482,3194,4312,8521,7259,10118,10702,6276,10275,6995,11122,8216,11508,9340,12919,9796,14302,11094,14822,13320,16631,16116,19226,15255,32497,12783,41786,9083,13639,10424,5918,40838,4783,18569,3367,1648,1582,203,493,0,0,0,0,0,0,20251003
5160,76327,202509,6호선,마포구청,24,4,6634,1865,16210,7957,46199,16599,60444,38888,37076,19940,24114,14908,22527,13881,22908,17258,21663,19689,19740,17430,21437,22604,24920,24721,28971,31690,38229,47743,19406,34441,14163,23087,15394,21332,12500,20200,4504,12136,657,3418,0,0,0,0,0,0,20251003
5161,76328,202509,6호선,망원,26,3,6285,850,11178,5988,29559,11495,39792,35265,27234,33877,19543,27438,20896,29964,26838,31720,27225,35936,27193,32061,29108,37300,32528,39644,37974,44982,43971,53814,30973,37305,26457,20489,23552,18041,19268,15529,8942,10327,1293,2523,0,0,0,0,0,0,20251003
5162,76329,202509,6호선,합정,26,0,3546,1370,5968,6711,14368,17430,21275,43396,15506,31393,13440,19546,14881,19412,17599,20067,19378,22362,20579,19581,23475,21848,26808,26725,35663,32891,49754,46443,32992,28284,29346,16007,32075,15003,27237,13415,14694,8395,2430,2501,0,0,0,0,0,0,20251003
5163,76330,202509,6호선,상수,53,2,5197,1553,7306,4970,11306,6699,14998,26030,11015,39410,8818,23622,9916,19103,13637,21569,15566,24021,16033,20218,19174,19377,25637,22366,30001,27716,32927,38108,23680,24523,22667,16220,24671,13643,23831,13461,15596,10261,3060,3466,0,1,0,0,0,0,20251003
5164,76331,202509,6호선,광흥창(서강),11,0,3328,1677,8828,6970,23757,17244,30425,37091,19232,20956,14436,12574,15979,11023,15522,12309,14579,12043,13935,12285,15887,13308,18822,15168,25077,19689,32830,28045,14586,20181,11349,12274,10924,11045,6545,10826,2666,6245,403,2053,0,0,0,0,0,0,20251003
5165,76332,202509,6호선,대흥(서강대앞),6,0,2594,1488,6171,6847,17139,21075,24113,38367,15834,23783,11544,23981,11819,15826,14087,15632,19184,20340,16288,14301,17923,15620,25421,18185,30927,22709,32768,30922,16063,18721,14033,11291,15858,9850,13880,9085,4569,6161,800,1953,0,1,0,0,0,0,20251003
5166,76333,202509,6호선,공덕,98,2,5171,2368,9625,12521,24519,46013,35697,101698,25833,52659,21092,24307,23127,21815,25037,21801,25362,22895,25682,21618,31268,23016,37858,28402,64683,35139,87729,46600,39435,28566,30371,18455,30391,17500,21020,15062,9334,10050,1243,4338,1,195,0,0,0,0,20251003
5167,76334,202509,6호선,효창공원앞,11,0,2554,772,6343,4345,19418,8260,29937,28195,17036,15750,10959,11744,10076,10240,11710,9638,12538,10668,10868,10029,12853,10468,16290,12982,19194,15629,26338,22646,11249,15209,7684,10235,7322,9115,5680,8238,2581,5073,500,2135,0,0,0,0,0,0,20251003
5168,76335,202509,6호선,삼각지(전쟁기념관),9,1,1905,825,3387,6254,9801,16411,15034,30050,11088,14095,7914,11214,9272,11006,11028,11918,13310,12434,15393,11500,17386,11766,21916,13121,28160,15827,32689,19496,16080,11360,12907,7540,13367,7434,10728,7633,5775,5041,979,1455,1,10,0,0,0,0,20251003
5169,76336,202509,6호선,녹사평(용산구청),63,1,1513,530,2310,4510,5240,9253,7990,19605,6793,9633,4831,7869,5558,7840,6143,9118,6550,9817,7612,9680,9501,10587,13125,11171,16547,13775,20859,16250,12952,10979,11893,6834,12864,5574,11055,5270,5630,2920,749,910,0,0,0,0,0,0,20251003
5170,76337,202509,6호선,이태원,187,0,13788,3114,11639,19341,9852,13629,11524,33731,10325,28631,9884,19898,10867,16122,12320,17402,13733,18584,15964,17510,21986,19442,33571,23188,34679,27997,40372,34163,28738,29880,24337,23755,25055,23766,24850,23967,18111,19694,3529,7503,0,0,0,0,0,0,20251003
5171,76338,202509,6호선,한강진,26,1,860,920,1594,10801,4349,25899,6875,46521,6447,31712,4718,24429,6101,22035,8539,21514,10744,26815,13997,23113,21549,25220,31275,25969,42425,26778,48505,27891,31736,14202,27542,5762,22586,4598,23394,4111,4510,2539,548,1767,0,196,0,0,0,0,20251003
5172,76339,202509,6호선,버티고개,0,0,950,248,2000,1578,5853,2887,7933,6243,5465,3789,3741,2808,3235,2378,3100,2867,3008,3317,3121,3496,3714,3939,4448,4149,5425,5079,7387,7180,3743,5328,2326,3560,1632,3360,1498,3031,709,2022,139,464,0,42,0,0,0,0,20251003
5173,76340,202509,6호선,약수,8,0,1281,307,2054,2776,5145,7025,8307,17045,6389,9299,4910,5756,5071,5271,5808,5103,5821,5743,6134,5234,6771,6341,8170,6357,10227,7826,14182,10080,7483,6048,5753,3783,5450,3315,4458,2975,2286,1689,442,531,0,1,0,0,0,0,20251003
5174,76341,202509,6호선,청구,19,0,1421,513,2909,3134,7546,7312,10452,22411,6433,11597,5237,4954,4783,3957,4754,4214,4963,4852,5092,4527,5463,5097,7065,5560,8881,6426,14633,8095,8664,5262,5108,3952,4481,3641,3498,3350,1757,2170,380,730,0,0,0,0,0,0,20251003
5175,76342,202509,6호선,신당,121,0,5516,1329,4933,8601,7992,16082,12620,37749,9791,22314,8652,14072,10565,11398,11265,11237,11784,12728,12704,10170,15560,10117,19847,13142,23257,15610,27747,21380,17036,20459,16395,11452,14677,8625,17219,9478,6996,7540,1558,2530,2,19,0,0,0,0,20251003
5176,76343,202509,6호선,동묘앞,177,6,5115,1076,5250,4088,11437,8548,17807,23362,15170,19229,13835,15969,15892,16606,16963,16032,17061,18452,19014,17930,21404,16861,23439,17888,25160,19496,23554,22061,14070,15928,10757,11414,8351,11261,6413,11934,3108,8289,531,2692,2,115,0,0,0,0,20251003
5177,76344,202509,6호선,창신,8,0,2928,348,5710,2291,16669,5553,18468,6848,9827,4454,5512,3390,5083,3484,5114,3815,4889,4165,4109,4098,4834,4715,6993,5845,5983,7825,5296,10328,3728,8266,3483,5546,2526,5223,1338,5132,640,3097,129,966,0,0,0,0,0,0,20251003
5178,76345,202509,6호선,보문,32,0,4840,815,8768,5043,25612,11112,36515,22157,20249,12328,12091,8716,10954,8513,12180,8836,11979,9459,10709,8682,12294,11016,14896,13010,17564,18832,19409,27125,9710,20814,8115,13541,7580,13036,6259,13475,3242,8714,720,2696,0,0,1,1,0,0,20251003
5179,76346,202509,6호선,안암(고대병원앞),21,0,2076,1615,3591,7336,10626,22063,15219,62341,14072,41047,15296,49752,19173,30166,20781,22632,22648,29947,28798,23867,30822,18296,50906,19951,60955,22357,44968,31195,26146,20224,24015,13776,30160,14261,23752,15071,14016,10270,2539,3853,0,122,0,0,0,0,20251003
5180,76347,202509,6호선,고려대(종암),53,0,3709,963,8355,4750,23236,14023,29575,31448,16663,15709,11788,16848,12030,11578,13293,10548,15285,14097,15240,12503,15755,11323,24758,14778,27718,18033,24501,29683,13222,20776,10655,13193,13373,13201,8376,12901,3477,8779,605,2817,0,41,0,0,0,0,20251003
5181,76348,202509,6호선,월곡(동덕여대),28,1,7480,1039,15511,4165,44554,9037,50540,29940,26255,19335,18348,17778,16940,15246,17954,13553,19061,15590,19523,15381,19505,18578,24541,24195,24437,29174,28380,45293,13989,33569,10040,19633,9194,18613,5667,16821,2657,10791,494,3578,0,0,0,0,0,0,20251003
5182,76349,202509,6호선,상월곡(한국과학기술연구원),56,2,5705,436,9977,2061,27289,4161,30126,16778,16652,10788,10988,12750,10745,9257,10400,7209,10969,8777,11499,8248,10266,9749,12184,11430,11913,15049,11526,21306,6899,18006,3861,10826,4525,10535,2602,9760,1265,6439,178,2279,0,1,0,0,0,0,20251003
5183,76350,202509,6호선,돌곶이,24,3,8609,1065,21551,3609,58947,7260,58832,19414,28387,13354,18620,10218,16122,10425,17290,12832,16152,13982,14530,13470,15279,17911,16910,22399,17470,29177,17914,47380,11559,37517,7868,21379,6974,18319,5102,18616,2401,11054,491,3722,0,0,0,0,0,0,20251003
5184,76351,202509,6호선,석계,1474,12,9155,2193,21392,7283,52850,9539,57056,17459,31581,12477,22187,11880,19197,14511,19738,14785,18771,16012,17130,16550,17653,21340,18684,27444,20658,34522,17824,56077,11848,42815,8845,25676,7881,22921,6836,21111,3721,12906,773,4476,0,8,0,0,0,0,20251003
5185,76352,202509,6호선,태릉입구,14,0,4811,1234,7943,3733,20393,4374,23734,11708,12715,8309,9599,6137,8879,9552,9246,7613,9017,8656,9016,9545,9577,10144,10851,12712,10792,16950,10901,25630,7150,19524,5498,12140,4816,11865,4119,10838,2202,8077,496,3896,0,2,0,0,0,0,20251003
5186,76353,202509,6호선,화랑대(서울여대입구),10,0,6886,1346,23151,4731,58837,9678,55563,23385,28220,14737,18355,10199,16585,11350,16998,9027,17658,10993,15976,10679,18701,13550,23620,17161,22366,25022,18229,38994,8779,32723,6015,19748,4846,17262,3703,16701,1302,10688,173,3737,0,23,0,0,0,0,20251003
5187,76354,202509,6호선,봉화산(서울의료원),12,0,6565,966,18556,2875,48050,6265,41399,12603,20270,7777,14321,6826,12976,6582,13146,8346,11631,10295,10152,10497,10243,13554,12079,16372,12654,23063,11254,31974,5552,28735,3998,16978,3407,14387,2690,14440,1016,8025,158,2894,0,193,0,0,0,0,20251003
5188,76355,202509,6호선,신내,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20251003
5189,76356,202509,7호선,장암,6,1,2244,238,8831,1360,19484,1503,13425,1993,5577,2467,2999,2717,2684,3302,3221,2738,3591,2026,3815,1487,3974,1744,3968,2142,4077,2729,3708,3873,2073,2997,1190,1951,786,881,568,935,191,639,28,248,0,0,0,0,0,0,20251003
5190,76357,202509,7호선,도봉산,116,0,6298,1173,19678,5301,53717,9853,41353,16302,22293,16570,14104,14064,12779,11525,12876,12661,11761,13368,11442,13006,13070,15782,16183,19613,13931,24960,12659,38086,6304,39494,4028,23355,3370,18970,2464,16908,947,10342,173,4527,3,67,0,0,0,0,20251003
5191,76358,202509,7호선,수락산,65,1,10791,972,22527,5676,49767,9007,49279,17400,31064,15360,21976,14960,20381,16146,21429,17961,20735,16417,19992,16954,21105,20733,20668,25977,19764,31708,19192,46466,11746,42810,8106,25939,6385,20752,4105,18782,2157,11327,320,4128,0,0,0,0,0,0,20251003
5192,76359,202509,7호선,마들,8,0,12274,1256,29040,3256,70401,8477,67373,13155,34983,10693,23764,10623,21555,12192,22358,14318,18870,15550,16260,16858,17304,21460,16599,26648,14860,33335,13206,52851,8438,49723,5766,27086,4268,23611,3216,21170,1241,12751,193,3957,0,0,0,0,0,0,20251003
5193,76360,202509,7호선,노원,59,2,7810,2533,16338,8709,41441,17464,45374,50614,30067,46715,29413,33587,32126,33405,35436,34267,35658,39286,37796,38200,41992,40205,45436,44474,45132,48876,47023,66814,31742,51086,27670,26483,23613,21895,21244,18303,8164,12075,1595,3807,0,0,0,0,0,0,20251003
5194,76361,202509,7호선,중계,63,1,10240,2202,26736,6085,66122,19491,66724,33321,35462,16863,25107,12871,22701,14764,26784,15137,22584,15821,20778,15921,19712,20043,26102,24161,22686,32402,19351,50639,10848,47935,7852,28410,9185,23863,7159,20977,2727,12227,423,3721,0,0,0,0,0,0,20251003
5195,76362,202509,7호선,하계,87,1,9321,2046,28780,7195,72511,18597,75431,30157,41456,24008,29621,18812,29257,17971,29586,22468,26959,27051,26355,23738,31534,26873,35102,32491,33695,40174,27415,61948,14982,54588,13337,32070,11440,27507,8506,25917,2748,16516,585,5067,0,0,0,0,0,0,20251003
5196,76363,202509,7호선,공릉(서울과학기술대),45,0,6435,1038,15424,4803,39485,13099,44360,27875,24040,22197,18870,16062,19009,13954,20393,16521,20670,17829,19217,16395,22937,19479,26186,24178,26764,28947,26588,44123,15026,35911,12063,21421,11060,18439,9049,18563,4934,11799,850,3902,0,0,0,0,0,0,20251003
5197,76364,202509,7호선,태릉입구,187,0,8134,1290,8400,5603,20013,9395,26360,23054,16958,13879,12800,10706,11994,13824,14092,10944,14074,12135,14325,12419,17343,12495,19681,14921,22277,18622,22647,24756,13142,21170,9766,13875,8260,12405,6304,12003,3013,7225,569,3240,0,1364,0,0,0,0,20251003
5198,76365,202509,7호선,먹골,66,1,8116,657,14435,3574,36160,6279,45991,16499,25782,11086,18456,9771,16330,11040,16573,12309,16323,13307,14486,13950,13980,17970,15184,22206,15969,27417,17599,40915,11072,32160,8118,20467,6418,17753,4606,15484,2148,9771,408,2851,0,75,0,0,0,0,20251003
5199,76366,202509,7호선,중화,161,0,8486,990,16722,4551,38997,10335,49427,24338,28236,12540,17917,10335,16144,10751,17083,12421,15874,12852,13903,13767,15225,18038,17580,22599,18650,26069,19830,40657,12024,34355,8042,21285,6745,18709,5056,17375,2229,10268,370,3001,1,16,0,0,0,0,20251003
5200,76367,202509,7호선,상봉,460,17,10756,1675,21756,7376,56748,13224,79023,28963,39970,21507,24774,17337,23075,17744,25269,19521,24265,21632,23518,21844,24730,25492,28456,31682,31345,43931,32896,69435,22948,58198,18377,34266,17449,27056,13356,26432,7049,16228,1478,7271,0,12,0,0,0,0,20251003
5201,76368,202509,7호선,면목,77,0,13745,861,25445,5359,58858,9914,72390,31900,41238,18235,26504,15019,22874,14823,23753,18681,22662,18744,20315,18953,22297,25636,25847,32576,22188,38068,23507,54986,15752,47397,9495,28612,7602,25011,5143,23725,2441,12461,381,4374,1,1,0,0,0,0,20251003
5202,76369,202509,7호선,사가정,45,1,12618,1384,25009,7940,58946,12916,72475,29384,43554,18879,27714,16288,23764,16698,25409,18902,23219,20198,21668,21479,22230,28547,24274,33679,25281,44470,25066,66865,17928,52759,12227,31012,9678,28079,7677,24255,3912,12883,719,4411,0,0,0,0,0,0,20251003
5203,76370,202509,7호선,용마산(용마폭포공원),18,1,5491,710,11283,2297,24483,4551,29744,12062,16204,6033,10092,5406,8802,5114,10154,6452,8281,8674,6701,7266,7559,9709,8172,11874,9043,15397,8225,22866,5284,18439,3167,11412,2822,10776,1677,9445,994,5769,189,1981,0,0,0,0,0,0,20251003
5204,76371,202509,7호선,중곡,18,7,6933,761,14181,4607,32848,18756,47507,32250,29010,15839,18470,10180,16521,9814,16080,11097,15362,12188,14174,12771,14987,16057,21859,19935,23658,24077,25071,35481,13356,28684,8527,17741,6902,16332,5535,13945,1921,7644,434,2766,0,0,0,0,0,0,20251003
5205,76372,202509,7호선,군자(능동),30,3,9324,780,15725,6084,39220,10017,60844,28676,39549,19838,22992,12981,20142,13121,20883,13619,20847,15295,19763,16519,20566,20162,22651,23107,30546,30889,35389,46134,22535,35114,18376,21581,17129,19141,13483,16688,7273,9761,1379,3470,0,58,0,0,0,0,20251003
5206,76373,202509,7호선,어린이대공원(세종대),21,0,3341,1176,8223,7691,21944,19297,36378,85188,25732,51831,18601,53802,21561,42094,23067,28789,30189,37532,34608,29903,37321,24008,51532,24944,66175,29647,58240,40732,33082,27074,27167,18143,25279,16279,19978,16282,11027,11417,2321,3442,0,16,0,0,0,0,20251003
5207,76374,202509,7호선,건대입구,78,1,4453,1233,5890,9741,15189,22015,21564,47742,17113,34932,15849,30946,17901,25054,19838,25439,22340,26978,27315,25562,32273,24235,37168,25446,45709,32661,39440,41088,29189,27046,29271,16068,25936,14127,21324,12091,10821,6810,1878,3743,1,190,0,0,0,0,20251003
5208,76375,202509,7호선,자양(뚝섬한강공원),13,0,5332,732,10706,4396,25081,7495,33463,14266,21258,11134,12855,9255,11104,9954,11768,11969,11985,14967,11961,16512,13793,21432,16383,27301,18921,39587,21679,61667,22670,55235,40374,25228,40670,17354,24782,13487,11109,6297,1525,1949,0,1,0,0,0,0,20251003
5209,76376,202509,7호선,청담,18,1,2735,3699,6917,33050,12644,62130,16549,139893,14178,89271,13259,36753,16433,22570,20325,22081,20276,23894,24987,21097,33099,18831,46447,19890,73061,21242,107442,21845,53186,17513,30640,11190,28278,9320,21755,6864,5550,3542,788,2334,0,0,0,0,0,0,20251003
5210,76377,202509,7호선,강남구청,22,0,1845,1917,4285,18369,8110,40352,11198,112190,10617,103241,10337,44915,12583,25470,15759,21875,18398,23716,22799,20887,28225,19127,35192,19103,57051,21311,92545,22629,57045,13969,35724,9758,31558,7102,21703,5769,9375,3794,1641,1742,0,0,0,0,0,0,20251003
5211,76378,202509,7호선,학동,5,0,1930,1488,4827,25546,9114,59462,12712,182533,12230,133509,12574,55265,15651,29099,20278,24647,22322,28239,28582,22988,37105,18913,48786,19517,93292,21438,161463,21700,75409,13573,40051,8492,32531,7851,24333,5536,9075,3507,1356,1345,0,0,0,0,0,0,20251003
5212,76379,202509,7호선,논현,55,1,2864,1430,4742,17737,9670,44983,15136,110326,12780,95819,12196,38188,14548,24600,16785,24135,18694,25610,23835,23812,28343,22230,36527,25164,68171,30568,106025,36867,59216,20458,38829,12361,37741,10433,34027,7890,16702,5319,3065,2539,0,0,0,0,0,0,20251003
5213,76380,202509,7호선,반포,19,0,1063,1009,3753,13755,11270,14143,15684,21333,11286,17893,8342,11566,8588,11565,9696,11182,10336,11017,11668,10362,14810,10787,20400,11725,21014,12657,20026,14752,13542,9399,10992,6557,10357,5576,7689,5285,2505,2893,286,965,0,0,0,0,0,0,20251003
5214,76381,202509,7호선,고속터미널,13,1,1420,3265,3027,24127,12247,44876,20940,54348,26683,38844,25597,31040,27658,28452,28472,25516,28457,28818,30272,25442,41312,21383,45966,22376,64243,24953,52321,28161,34314,17483,36314,10779,32313,9733,23960,5660,7506,3129,799,793,0,6,0,0,0,0,20251003
5215,76382,202509,7호선,내방,9,0,2882,2207,8679,16651,20493,28975,30358,79730,22685,46974,17112,22320,16917,17732,18109,17777,20374,19298,21386,18035,23158,18115,31745,20557,50787,27123,69252,35115,28102,21935,19880,14416,18799,12561,12492,10019,4028,6267,749,2814,1,187,0,0,0,0,20251003
5216,76383,202509,7호선,이수,31,0,4778,1347,10596,18036,32190,19625,45153,45000,31880,31860,21962,21412,21014,20810,24117,20815,24960,23894,24773,23568,27173,25985,36097,31412,38851,44210,47757,61085,28437,39592,25259,22593,27567,18303,24333,16169,12145,9862,1995,3118,1,9,1,0,0,0,20251003
5217,76384,202509,7호선,남성,45,1,6530,911,15605,3703,41741,7254,57269,18858,35972,13431,20804,12011,17533,12703,18405,12677,17552,13879,15247,15130,15207,19089,16857,22631,15952,30666,16585,46109,10025,33387,9107,21582,7715,18809,5199,17039,2256,9878,420,3084,0,0,0,0,0,0,20251003
5218,76385,202509,7호선,숭실대입구(살피재),30,0,6468,902,15104,4084,41049,8785,51276,40454,34140,25072,21994,34585,20731,25154,21119,18724,23559,24931,26362,22180,25267,22834,35880,27430,38546,36459,28339,52662,18142,37021,15961,24011,16586,21898,13705,21060,8346,13426,1949,4343,0,0,0,0,0,0,20251003
5219,76386,202509,7호선,상도,13,1,5661,1862,14317,6448,38495,9589,47689,28677,30039,20906,19294,21988,17947,18183,19316,18220,19634,17077,18875,19316,20941,19043,25018,22746,28940,31436,27444,46928,15110,30782,12916,20808,14350,19113,9777,18005,5240,10913,1254,3431,0,0,0,0,0,0,20251003
5220,76387,202509,7호선,장승배기,14,0,5520,2218,12056,9569,28633,10986,38958,23713,24928,13934,16668,10815,15137,10677,15595,13035,15454,13901,14187,13765,15549,16759,18605,18003,19395,22630,19364,32476,9825,23304,8513,15276,8090,13396,5442,11750,2028,7724,466,2550,0,0,0,0,0,0,20251003
5221,76388,202509,7호선,신대방삼거리,83,1,9880,793,20674,4683,56024,9640,79031,20027,44686,18057,26342,14385,23240,14646,25611,16768,22353,18108,20542,19431,19975,23685,22187,29065,20960,40144,21734,64199,13196,46944,11137,29057,9600,26203,6935,22625,3216,14062,702,5291,0,40,0,0,0,0,20251003
5222,76389,202509,7호선,보라매,16,0,3939,969,6621,3263,18496,9649,26177,22191,15079,10514,9531,8349,9166,8671,9807,9449,10446,9419,10331,8859,10918,10242,12452,12422,14470,17282,16919,25482,7962,18438,7324,11336,6324,10026,5499,8715,2127,5398,317,2135,0,32,0,0,0,0,20251003
5223,76390,202509,7호선,신풍,202,4,13636,1163,17130,5895,44207,12650,55062,22108,31231,14579,18608,12479,16926,12284,18122,13707,16950,14461,15911,14455,17058,18534,19734,22484,19182,32038,19905,45267,12017,31883,8874,19749,7332,18552,5645,15665,2317,8440,463,2864,0,419,0,0,0,0,20251003
5224,76391,202509,7호선,대림(구로구청),81,1,10817,974,8820,4005,18286,8440,23408,19752,17998,15305,13392,18532,13950,17960,15341,15952,16474,16159,17478,15485,18344,17118,18990,18338,20345,23354,20145,23445,12387,16039,9474,11752,7819,13880,6430,10802,3241,5544,473,1374,1,0,0,0,0,0,20251003
5225,76392,202509,7호선,남구로,147,4,17530,1337,16414,7935,33371,35729,36456,98299,24042,46284,17109,19799,15483,15478,17129,15922,16228,16192,15480,15171,17673,18726,21994,23512,48535,33307,74413,32471,31167,23503,15995,16554,10891,18409,7131,15035,3021,8050,520,1966,0,0,0,0,0,0,20251003
5226,76393,202509,7호선,가산디지털단지,587,5,6704,5500,10878,28769,26172,144939,31511,400785,21694,232660,20388,60644,24951,36432,33126,34106,37055,34690,41615,29723,55066,27330,81541,27279,227111,31460,316235,37563,123546,27578,68801,17293,50545,14619,28504,13307,11856,8646,1742,3114,2,2,0,0,0,0,20251003
5227,76394,202509,7호선,철산,15,0,11658,3619,38249,10444,99631,19240,97493,37817,54108,27688,34924,20632,32092,21142,33369,24299,28865,27860,27143,27966,28629,34808,33175,45436,35530,68170,36658,103137,21513,76630,19380,42598,18216,37202,15333,32788,6422,19096,1232,5759,0,0,0,0,0,0,20251003
5228,76395,202509,7호선,광명사거리,203,2,20125,6285,34889,12974,86254,17245,89018,28560,48868,24894,32972,25833,30441,28531,32991,32619,32550,33168,30652,32316,33671,38929,39929,44459,38445,56774,33769,85030,22235,62619,15107,35042,11643,31164,8542,25335,3521,14645,765,4394,0,5,0,0,0,0,20251003
5229,76396,202509,7호선,천왕,29,0,8989,814,21909,5567,59471,10956,62397,20608,34520,9460,19906,8393,16354,9320,16001,12438,14606,12972,13209,14249,14838,18994,17042,23374,16522,33473,15912,49802,7738,39480,5551,23016,4048,19131,2823,16848,1199,10720,293,2772,1,92,0,0,0,0,20251003
5230,76397,202509,7호선,온수(성공회대입구),315,2,9783,808,21143,3667,47796,12302,53672,22414,24134,15836,13960,7816,12096,9151,13719,9200,12410,10844,11197,10214,13610,12871,18491,15929,19394,23226,16127,40721,7223,28912,5239,18875,4778,14821,3137,13425,1646,8279,317,4555,1,1092,0,0,0,0,20251003
5231,76398,202509,8호선,암사역사공원,3,1,3509,513,11038,3124,32747,7559,36494,8874,18882,4528,11027,4187,9425,4687,9109,6319,8337,6918,7713,7542,8215,8932,10814,11936,10874,17869,11718,25733,5684,19463,3701,13216,3101,10241,2347,11095,738,5179,155,1339,0,0,0,0,0,0,20251003
5232,76399,202509,8호선,암사,177,0,15647,733,26018,5051,72804,9384,83332,20477,44277,14622,27623,12040,24002,15224,24324,16849,22595,18901,19176,20764,19318,28460,20602,32470,21408,43234,21926,66609,13591,49077,10866,29087,7854,24433,5346,24058,2419,12427,529,3944,1,146,0,0,0,0,20251003
5233,76400,202509,8호선,천호(풍납토성),120,0,11808,2551,18571,13189,47589,21114,59015,37423,34885,31350,23698,23595,22901,26340,24981,27136,25078,30751,25479,29693,28842,35441,32432,38228,40052,52999,40780,74655,27038,50117,23846,29881,16921,26883,12640,21322,5957,12778,1486,4202,0,0,0,0,0,0,20251003
5234,76401,202509,8호선,강동구청,30,0,6054,812,12820,6064,32628,16751,41081,36952,25067,16985,17731,11705,14843,10717,15122,12031,14838,14088,13982,13921,15594,17253,17755,20042,22637,26786,29189,37296,11441,25961,8705,17183,7050,14829,5060,12587,1763,6895,394,2069,0,0,0,0,0,0,20251003
5235,76402,202509,8호선,몽촌토성(평화의문),14,1,1951,2013,5040,8822,14095,12670,21585,32068,13302,17323,8668,10014,8456,9626,9204,10050,9564,10063,10422,9543,11542,9785,17050,12835,20368,16078,26772,20168,12187,15509,9172,9809,9914,8038,7633,7108,3217,4537,824,1404,0,0,0,0,0,0,20251003
5236,76403,202509,8호선,잠실(송파구청),47,2,1705,3217,3768,14018,8256,42213,11994,96916,9907,61469,10661,41408,15098,40518,19428,39530,23794,40017,31051,35831,39934,37232,47628,37606,63915,42573,82041,48469,51357,24941,48010,13975,44755,9217,31370,6572,10730,4151,2103,1688,1,205,0,0,0,0,20251003
5237,76404,202509,8호선,석촌,3,0,2635,972,6351,4929,17687,10428,25498,24825,15347,19870,11292,13949,11334,14545,12861,14923,12744,16454,13100,15191,14333,17107,15704,18315,19994,25272,23240,32816,12771,22122,12129,13090,12542,10802,10026,9181,4201,5543,731,1953,0,2,0,0,0,0,20251003
5238,76405,202509,8호선,송파,25,1,3415,874,11650,5337,33722,11746,39173,22600,24842,12752,18056,9414,16238,9531,15788,11347,15100,13599,13380,14501,15887,17621,17274,20213,17335,25616,19562,36009,10638,26629,7870,15997,6074,14526,5189,12101,1982,5722,283,1885,0,53,0,0,0,0,20251003
5239,76406,202509,8호선,가락시장,177,0,3811,3022,6975,8117,14041,16880,15397,44949,11929,19411,11966,13108,11938,13195,12470,12626,13038,12729,14455,12975,16741,13516,17619,16208,23389,20285,31575,25398,14333,16531,12500,11403,11626,9109,9330,7424,4257,4923,1139,2000,1,591,0,0,0,0,20251003
5240,76407,202509,8호선,문정,8,0,2631,3685,8872,11962,30014,66027,37693,191442,23646,84023,18434,31971,19446,20193,23729,21396,25952,23495,29258,21313,31932,21507,39526,24957,98440,30219,137582,42409,45383,30942,30941,18656,24688,15504,18052,13516,6820,7100,1350,1974,0,0,0,0,0,0,20251003
5241,76408,202509,8호선,장지,20,0,5816,3256,20331,12592,49823,29908,54615,51269,34947,35490,22360,20029,19654,21074,20787,21296,21890,19858,22535,20300,28526,23090,33022,28078,46047,36028,50835,52459,28331,33018,21868,20071,15886,17747,8060,14375,2783,9224,575,2300,0,0,0,0,0,0,20251003
5242,76409,202509,8호선,복정,98,0,3837,2492,12404,10279,31820,11530,39859,21525,23964,15789,14363,9316,11802,7268,13689,9061,12727,9559,11754,9144,12970,12081,18565,15647,24493,22656,26699,32611,15815,22629,9430,14210,7057,12874,5643,11817,2606,5103,567,1019,1,1,0,1,0,0,20251003
