,노드링크 유형,노드 WKT,노드 ID,노드 유형 코드,링크 WKT,링크 ID,링크 유형 코드,시작노드 ID,종료노드 ID,링크 길이,시군구코드,시군구명,읍면동코드,읍면동명,지하철역코드,지하철역명,리프트,엘리베이터
728,LINK,,0,,"LINESTRING(126.99857613249667 37.566438049397284,126.99848679744743 37.566258666249595)",67181,1000.0,213576.0,122734.0,21.417,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
729,LINK,,0,,"LINESTRING(126.99857613249667 37.566438049397284,126.99874447454768 37.566501986275036)",23765,1000.0,213576.0,7433.0,16.479,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
730,LINK,,0,,"LINESTRING(126.99767325927083 37.56645236109582,126.99768525167184 37.566643375194715)",26733,1000.0,213626.0,213629.0,21.227,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
731,LINK,,0,,"LINESTRING(127.00738870965667 37.548193242270244,127.00732402557209 37.54809915392005)",231807,1000.0,212444.0,212595.0,11.905,1114000000,중구,1114016200,신당동,286,버티고개,0,0
732,NODE,POINT(127.00633394023404 37.55931583533161),72072,1.0,,0,,,,,1114000000,중구,1114014400,장충동2가,279,동대입구,0,0
733,NODE,POINT(127.00667888758488 37.55905950067536),72069,1.0,,0,,,,,1114000000,중구,1114014300,장충동1가,279,동대입구,0,0
734,NODE,POINT(127.00641439032337 37.55881464234633),72047,1.0,,0,,,,,1114000000,중구,1114014400,장충동2가,279,동대입구,0,0
735,NODE,POINT(126.97314143781823 37.55700380016961),73906,1.0,,0,,,,,1114000000,중구,1114011800,남대문로5가,284,서울역,0,0
736,LINK,,0,,"LINESTRING(127.00721713484893 37.54820791834238,127.00732402557209 37.54809915392005,127.00744560289856 37.548306450735076)",216261,1000.0,211860.0,74179.0,40.72,1114000000,중구,1114016200,신당동,286,버티고개,0,0
737,NODE,POINT(127.00744560289856 37.548306450735076),74179,1.0,,0,,,,,1114000000,중구,1114016200,신당동,286,버티고개,0,0
738,LINK,,0,,"LINESTRING(127.00720105301686 37.54845892780914,127.00709836407493 37.54829776897413,127.00721713484893 37.54820791834238)",160508,1000.0,10293.0,211860.0,34.535,1114000000,중구,1114016200,신당동,286,버티고개,0,0
739,LINK,,0,,"LINESTRING(127.00721713484893 37.54820791834238,127.00707458673635 37.54807079751725,127.0071903874784 37.54797858278591,127.00708171474892 37.54789481069504)",48627,1000.0,211860.0,8019.0,47.595,1114000000,중구,1114016200,신당동,286,버티고개,0,0
740,LINK,,0,,"LINESTRING(126.97714778453567 37.56475667021117,126.97748849582891 37.56471987289861)",274745,1000.0,211649.0,211655.0,30.377,1114000000,중구,1114016700,정동,287,시청,0,0
741,LINK,,0,,"LINESTRING(126.97711806132622 37.56460394726628,126.97677734302314 37.564664441004,126.97669938986274 37.56442165874653)",276490,1000.0,211577.0,5920.0,58.654,1114000000,중구,1114011400,태평로2가,287,시청,0,0
742,LINK,,0,,"LINESTRING(126.97691894270312 37.56525654858083,126.97719607137019 37.565273953237586)",250456,1000.0,211621.0,212658.0,24.56,1114000000,중구,1114016700,정동,287,시청,0,0
743,LINK,,0,,"LINESTRING(126.97409673305458 37.56295826303254,126.97417282661517 37.562926722486175)",246741,1000.0,213952.0,5803.0,7.58,1114000000,중구,1114016600,서소문동,287,시청,0,0
744,NODE,POINT(127.00745170371972 37.56627715808637),74155,1.0,,0,,,,,1114000000,중구,1114014800,을지로6가,282,동대문역사문화공원,0,0
745,NODE,POINT(127.00749765769685 37.56581487213757),74153,1.0,,0,,,,,1114000000,중구,1114014800,을지로6가,282,동대문역사문화공원,0,0
746,LINK,,0,,"LINESTRING(126.97739871517692 37.56627862406826,126.97740035863328 37.566138192623036)",225789,1000.0,211752.0,5948.0,15.587,1114000000,중구,1114010300,태평로1가,287,시청,0,0
747,LINK,,0,,"LINESTRING(126.97717058456391 37.565917851731825,126.97716055418385 37.566268046018045)",219598,1000.0,211665.0,211731.0,38.878,1114000000,중구,1114016700,정동,287,시청,0,0
748,LINK,,0,,"LINESTRING(126.97717058456391 37.565917851731825,126.97719607137019 37.565273953237586)",195999,1000.0,211665.0,212658.0,71.501,1114000000,중구,1114016700,정동,287,시청,0,0
749,LINK,,0,,"LINESTRING(126.97748849582891 37.56471987289861,126.9775473902831 37.564785699396985)",213189,1000.0,211655.0,5931.0,8.969,1114000000,중구,1114011400,태평로2가,287,시청,0,0
750,LINK,,0,,"LINESTRING(126.97711806132622 37.56460394726628,126.97714778453567 37.56475667021117)",222632,1000.0,211577.0,211649.0,17.153,1114000000,중구,1114016700,정동,287,시청,0,0
751,LINK,,0,,"LINESTRING(126.97695350997378 37.56591418910688,126.97693749551296 37.56609233251626)",160632,1000.0,211758.0,5944.0,19.822,1114000000,중구,1114016700,정동,287,시청,0,0
752,LINK,,0,,"LINESTRING(126.97717058456391 37.565917851731825,126.97695350997378 37.56591418910688)",158517,1000.0,211665.0,211758.0,19.182,1114000000,중구,1114016700,정동,287,시청,0,0
753,LINK,,0,,"LINESTRING(126.97638062842158 37.56397647665412,126.97653860450184 37.56374651037324)",134857,1000.0,211664.0,6055.0,29.09,1114000000,중구,1114011400,태평로2가,287,시청,0,0
754,LINK,,0,,"LINESTRING(126.97618049414179 37.56402778102387,126.97578102556848 37.563885986916716)",122068,1000.0,211650.0,9664.0,38.643,1114000000,중구,1114016600,서소문동,287,시청,0,0
755,LINK,,0,,"LINESTRING(126.97618049414179 37.56402778102387,126.97624172113588 37.56392115462202)",121744,1000.0,211650.0,211570.0,13.012,1114000000,중구,1114016600,서소문동,287,시청,0,0
756,LINK,,0,,"LINESTRING(126.97716055418385 37.566268046018045,126.97739871517692 37.56627862406826)",109460,1000.0,211731.0,211752.0,21.074,1114000000,중구,1114016700,정동,287,시청,0,0
757,LINK,,0,,"LINESTRING(126.97695350997378 37.56591418910688,126.97694622634005 37.56574905473593)",78641,1000.0,211758.0,5945.0,18.339,1114000000,중구,1114016700,정동,287,시청,0,0
758,LINK,,0,,"LINESTRING(126.97950157331188 37.559443082405416,126.97927673271445 37.559405678291185)",269821,1000.0,213617.0,6113.0,20.295,1114000000,중구,1114012100,회현동1가,275,회현(남대문시장),0,0
759,LINK,,0,,"LINESTRING(126.97764537725868 37.558002326017174,126.97738849159818 37.55783997537399)",281515,1000.0,213618.0,6154.0,28.98,1114000000,중구,1114011200,남창동,275,회현(남대문시장),0,0
760,LINK,,0,,"LINESTRING(126.97982583193703 37.55932796328821,126.98011563509996 37.559327491083465)",266111,1000.0,6108.0,213620.0,25.606,1114000000,중구,1114012100,회현동1가,275,회현(남대문시장),0,0
761,LINK,,0,,"LINESTRING(126.9795815466006 37.55929558343483,126.97938028444459 37.5591859973023)",262615,1000.0,213002.0,6109.0,21.544,1114000000,중구,1114012100,회현동1가,275,회현(남대문시장),0,0
762,LINK,,0,,"LINESTRING(126.97748849582891 37.56471987289861,126.97745873623693 37.56468563750604,126.97731177180873 37.56436227622369)",51756,1000.0,211655.0,5929.0,42.787,1114000000,중구,1114011400,태평로2가,287,시청,0,0
763,NODE,POINT(127.00371530533157 37.56463449394044),71682,1.0,,0,,,,,1114000000,중구,1114014700,쌍림동,282,동대문역사문화공원,0,0
764,LINK,,0,,"LINESTRING(126.97638062842158 37.56397647665412,126.97673120302329 37.564122022570714,126.9770718059167 37.56443015665995,126.97711806132622 37.56460394726628)",51921,1000.0,211664.0,211577.0,100.203,1114000000,중구,1114011400,태평로2가,287,시청,0,0
765,NODE,POINT(126.98949217372063 37.5663423158609),212640,1.0,,0,,,,,1114000000,중구,1114010500,을지로2가,281,을지로3가,0,0
766,LINK,,0,,"LINESTRING(126.97618049414179 37.56402778102387,126.97643268003294 37.56411998856667,126.97648381697 37.564268284460326)",44618,1000.0,211650.0,5919.0,41.586,1114000000,중구,1114016600,서소문동,287,시청,0,0
767,LINK,,0,,"LINESTRING(126.97739871517692 37.56627862406826,126.97739118222253 37.56657747427578,126.97752018558175 37.56658671459912,126.97750940343259 37.56682248382323)",23339,1000.0,211752.0,5941.0,70.804,1114000000,중구,1114010300,태평로1가,287,시청,0,0
768,LINK,,0,,"LINESTRING(126.97412096222028 37.56326312518459,126.97423079254173 37.56330526608244,126.97430611653641 37.563205874692734,126.97624172113588 37.56392115462202)",24126,1000.0,5817.0,211570.0,212.195,1114000000,중구,1114016600,서소문동,287,시청,0,0
769,LINK,,0,,"LINESTRING(126.97714778453567 37.56475667021117,126.97720060211135 37.565106876718055,126.97719607137019 37.565273953237586)",2663,1000.0,211649.0,212658.0,57.696,1114000000,중구,1114016700,정동,287,시청,0,0
770,LINK,,0,,"LINESTRING(126.97624172113588 37.56392115462202,126.97638062842158 37.56397647665412)",5171,1000.0,211570.0,211664.0,13.723,1114000000,중구,1114011400,태평로2가,287,시청,0,0
771,LINK,,0,,"LINESTRING(126.98293050328769 37.56589653753459,126.98301904149079 37.56589977941918)",268921,1000.0,6276.0,211847.0,7.83,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
772,LINK,,0,,"LINESTRING(126.98280934729749 37.566045795157784,126.98304680627572 37.56638520447619)",246783,1000.0,213578.0,212591.0,43.118,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
773,LINK,,0,,"LINESTRING(126.98304086396595 37.56573069471284,126.98292194828282 37.56558987327816)",262018,1000.0,213795.0,6274.0,18.832,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
774,LINK,,0,,"LINESTRING(126.98252613256183 37.56604090536556,126.98228256343786 37.56579845835157)",260895,1000.0,212874.0,213660.0,34.455,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
775,LINK,,0,,"LINESTRING(126.98304086396595 37.56573069471284,126.98321515339805 37.56578672890871)",235013,1000.0,213795.0,6277.0,16.607,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
776,LINK,,0,,"LINESTRING(126.98252613256183 37.56604090536556,126.98280934729749 37.566045795157784)",206169,1000.0,212874.0,213578.0,25.027,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
777,LINK,,0,,"LINESTRING(126.98228256343786 37.56579845835157,126.98239293612662 37.565647008820356)",190150,1000.0,213660.0,6261.0,19.433,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
778,LINK,,0,,"LINESTRING(126.98280934729749 37.566045795157784,126.98304086396595 37.56573069471284)",182261,1000.0,213578.0,213795.0,40.515,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
779,LINK,,0,,"LINESTRING(126.98301904149079 37.56589977941918,126.98291264546981 37.5658571477246)",156902,1000.0,211847.0,213953.0,10.524,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
780,LINK,,0,,"LINESTRING(126.98304680627572 37.56638520447619,126.98292173929713 37.566505285198275)",146402,1000.0,212591.0,6305.0,17.312,1114000000,중구,1114010600,남대문로1가,288,을지로입구,0,0
781,LINK,,0,,"LINESTRING(126.98228256343786 37.56579845835157,126.98212550963702 37.565864378983676)",135266,1000.0,213660.0,6287.0,15.686,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
782,LINK,,0,,"LINESTRING(126.98116803959297 37.56623726050871,126.98102473422843 37.56623702627104,126.98100955799174 37.56603824705408,126.98252613256183 37.56604090536556)",110282,1000.0,6296.0,212874.0,168.749,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
783,LINK,,0,,"LINESTRING(126.98304680627572 37.56638520447619,126.9831949080934 37.56632224201922)",93997,1000.0,212591.0,6306.0,14.834,1114000000,중구,1114010500,을지로2가,288,을지로입구,0,0
784,LINK,,0,,"LINESTRING(126.98291264546981 37.5658571477246,126.98304086396595 37.56573069471284,126.98304086396595 37.56573069471284)",72829,1000.0,213953.0,213795.0,18.036,1114000000,중구,1114011500,남대문로2가,288,을지로입구,0,0
785,LINK,,0,,"LINESTRING(126.98252613256183 37.56604090536556,126.98227939982411 37.566297823934256)",64784,1000.0,212874.0,213679.0,35.892,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
786,LINK,,0,,"LINESTRING(126.98227939982411 37.566297823934256,126.98238699916467 37.56644112780164)",29499,1000.0,213679.0,6298.0,18.529,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
787,LINK,,0,,"LINESTRING(126.98227939982411 37.566297823934256,126.98212254548636 37.566237408904016)",20801,1000.0,213679.0,6297.0,15.395,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
788,LINK,,0,,"LINESTRING(126.98227939982411 37.566297823934256,126.98219381052644 37.56633905557097)",3593,1000.0,213679.0,212685.0,8.839,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
789,NODE,POINT(126.97691894270312 37.56525654858083),211621,0.0,,0,,,,,1114000000,중구,1114016700,정동,287,시청,0,1
790,NODE,POINT(126.97719607137019 37.565273953237586),212658,0.0,,0,,,,,1114000000,중구,1114016700,정동,287,시청,0,0
791,NODE,POINT(126.97711806132622 37.56460394726628),211577,0.0,,0,,,,,1114000000,중구,1114011400,태평로2가,287,시청,0,0
792,NODE,POINT(126.98219381052644 37.56633905557097),212685,1.0,,0,,,,,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,1
793,NODE,POINT(127.01392137942608 37.56004268453945),211461,0.0,,0,,,,,1114000000,중구,1114016200,신당동,277,청구,0,1
794,NODE,POINT(126.97624172113588 37.56392115462202),211570,0.0,,0,,,,,1114000000,중구,1114011400,태평로2가,287,시청,0,0
795,NODE,POINT(126.97330797509424 37.55604471009512),213636,0.0,,0,,,,,1114000000,중구,1114012000,봉래동2가,284,서울역,0,0
796,NODE,POINT(126.99310909913424 37.56128104911627),213635,0.0,,0,,,,,1114000000,중구,1114013700,필동1가,283,충무로,0,0
797,NODE,POINT(126.98571503864999 37.56097918207856),213634,0.0,,0,,,,,1114000000,중구,1114012500,충무로2가,276,명동,0,0
798,NODE,POINT(126.97312061611817 37.557295350602715),212754,1.0,,0,,,,,1114000000,중구,1114011800,남대문로5가,284,서울역,0,1
799,NODE,POINT(126.99768525167184 37.566643375194715),213629,0.0,,0,,,,,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
800,NODE,POINT(127.00736943720672 37.564665973963436),213627,0.0,,0,,,,,1114000000,중구,1114014600,광희동2가,282,동대문역사문화공원,0,0
801,NODE,POINT(126.99767325927083 37.56645236109582),213626,0.0,,0,,,,,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
802,NODE,POINT(126.98011563509996 37.559327491083465),213620,1.0,,0,,,,,1114000000,중구,1114012100,회현동1가,275,회현(남대문시장),0,1
803,NODE,POINT(126.97764537725868 37.558002326017174),213618,0.0,,0,,,,,1114000000,중구,1114011200,남창동,275,회현(남대문시장),0,0
804,NODE,POINT(126.97950157331188 37.559443082405416),213617,0.0,,0,,,,,1114000000,중구,1114012100,회현동1가,275,회현(남대문시장),0,0
805,NODE,POINT(126.97330425320294 37.55629345650779),213615,0.0,,0,,,,,1114000000,중구,1114012000,봉래동2가,284,서울역,0,0
806,NODE,POINT(126.99848613580221 37.56690125688623),213608,0.0,,0,,,,,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
807,NODE,POINT(126.9932430838966 37.56129560151459),213593,0.0,,0,,,,,1114000000,중구,1114013700,필동1가,283,충무로,0,0
808,NODE,POINT(126.9857287573891 37.560894645714576),213591,0.0,,0,,,,,1114000000,중구,1114012500,충무로2가,276,명동,0,0
809,NODE,POINT(126.98280934729749 37.566045795157784),213578,0.0,,0,,,,,1114000000,중구,1114010400,을지로1가,288,을지로입구,0,0
810,NODE,POINT(126.99857613249667 37.566438049397284),213576,0.0,,0,,,,,1114000000,중구,1114015000,을지로4가,285,을지로4가,0,0
811,NODE,POINT(126.99271047672613 37.56560381344073),213574,0.0,,0,,,,,1114000000,중구,1114015500,을지로3가,281,을지로3가,0,0
812,LINK,,0,,"LINESTRING(126.96722469753654 37.56592439793203,126.96726740487019 37.56606258513819)",247659,1000.0,213702.0,5651.0,15.794,1114000000,중구,1114017000,충정로1가,151,서대문,0,0
813,LINK,,0,,"LINESTRING(126.96727331307947 37.56570099905666,126.96738096168892 37.565741763891026)",140964,1011.0,5646.0,15427.0,10.532,1114000000,중구,1114016900,의주로1가,151,서대문,0,0
814,LINK,,0,,"LINESTRING(126.96722469753654 37.56592439793203,126.96727022454114 37.565890019971285)",66438,1000.0,213702.0,5647.0,5.544,1114000000,중구,1114017000,충정로1가,151,서대문,0,0
815,LINK,,0,,"LINESTRING(126.96722469753654 37.56592439793203,126.96727331307947 37.56570099905666)",59337,1000.0,213702.0,5646.0,25.164,1114000000,중구,1114016900,의주로1가,151,서대문,0,0
816,NODE,POINT(126.97716055418385 37.566268046018045),211731,0.0,,0,,,,,1114000000,중구,1114016700,정동,287,시청,0,0
817,LINK,,0,,"LINESTRING(126.96366650301631 37.5592966285912,126.96371694709242 37.55901629887722)",232735,1000.0,213864.0,213755.0,31.431,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
818,LINK,,0,,"LINESTRING(126.96366650301631 37.5592966285912,126.96360535612617 37.559416757708554)",211146,1000.0,213864.0,213782.0,14.386,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
819,NODE,POINT(126.99001590863729 37.56635739341214),23052,1.0,,0,,,,,1114000000,중구,1114015500,을지로3가,281,을지로3가,0,0
820,NODE,POINT(126.99285365180629 37.56535293463045),22109,1.0,,0,,,,,1114000000,중구,1114015900,초동,281,을지로3가,0,0
821,NODE,POINT(126.99263227917399 37.56534147837226),22108,1.0,,0,,,,,1114000000,중구,1114015500,을지로3가,281,을지로3가,0,0
822,LINK,,0,,"LINESTRING(126.965132225929 37.56015527013757,126.96518256659067 37.56008662903061,126.96554219871503 37.560253802747624)",128017,1000.0,213880.0,119568.0,45.617,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
823,NODE,POINT(126.98304680627572 37.56638520447619),212591,0.0,,0,,,,,1114000000,중구,1114010600,남대문로1가,288,을지로입구,0,0
824,NODE,POINT(127.00732402557209 37.54809915392005),212595,0.0,,0,,,,,1114000000,중구,1114016200,신당동,286,버티고개,0,0
825,LINK,,0,,"LINESTRING(126.965132225929 37.56015527013757,126.96366650301631 37.5592966285912)",33184,1000.0,213880.0,213864.0,160.789,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
826,LINK,,0,,"LINESTRING(126.96371694709242 37.55901629887722,126.9633751993575 37.55904709392031)",27426,1000.0,213755.0,115674.0,30.388,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
827,LINK,,0,,"LINESTRING(126.96371694709242 37.55901629887722,126.96387828677103 37.559031229178295)",250,1000.0,213755.0,10400.0,14.351,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
828,NODE,POINT(126.98957259416945 37.56605043884511),212615,0.0,,0,,,,,1114000000,중구,1114010500,을지로2가,281,을지로3가,0,1
829,NODE,POINT(126.96371694709242 37.55901629887722),213755,0.0,,0,,,,,1114000000,중구,1114017100,중림동,153,충정로(경기대입구),0,0
830,NODE,POINT(127.00760862642899 37.56633138903889),211255,0.0,,0,,,,,1114000000,중구,1114014800,을지로6가,282,동대문역사문화공원,0,0
831,NODE,POINT(127.01387161494753 37.560413307791435),212633,0.0,,0,,,,,1114000000,중구,1114016200,신당동,277,청구,0,0
832,NODE,POINT(126.99332549876411 37.56143442516457),20561,1.0,,0,,,,,1114000000,중구,1114013700,필동1가,283,충무로,0,0
833,NODE,POINT(126.99311276194175 37.56142525881972),20560,1.0,,0,,,,,1114000000,중구,1114013700,필동1가,283,충무로,0,0
834,NODE,POINT(126.99291729453147 37.561200971145276),20545,1.0,,0,,,,,1114000000,중구,1114013700,필동1가,283,충무로,0,0
835,NODE,POINT(126.98636464567392 37.53465247760835),213558,0.0,,0,,,,,1117000000,용산구,1117010300,용산동4가,247,녹사평(용산구청),0,0
836,NODE,POINT(126.96092687045712 37.53935324788939),152825,1.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,0
837,NODE,POINT(126.96112746746836 37.539173696385845),152823,0.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,0
838,NODE,POINT(126.96140320474866 37.539085973727495),152822,0.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,0
839,NODE,POINT(126.96165382538594 37.539102021393575),152821,1.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,0
840,NODE,POINT(126.96121753269479 37.539485063352394),152818,1.0,,0,,,,,1117000000,용산구,1117011900,효창동,252,효창공원앞,0,0
841,NODE,POINT(126.96159854579119 37.53937741724752),152812,1.0,,0,,,,,1117000000,용산구,1117011900,효창동,252,효창공원앞,0,0
842,NODE,POINT(127.00179998210847 37.54037198140603),213547,0.0,,0,,,,,1117000000,용산구,1117013100,한남동,243,한강진,0,0
843,NODE,POINT(126.97253175185197 37.55257942388109),213549,0.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
844,NODE,POINT(126.99418138097417 37.534512142860564),213551,0.0,,0,,,,,1117000000,용산구,1117013000,이태원동,244,이태원,0,0
845,NODE,POINT(127.00179123787592 37.54026988763062),213553,0.0,,0,,,,,1117000000,용산구,1117013100,한남동,243,한강진,0,0
846,NODE,POINT(126.98936174043484 37.51987899372346),145652,1.0,,0,,,,,1117000000,용산구,1117013300,서빙고동,249,서빙고,0,1
847,NODE,POINT(126.98635034880398 37.53531673698721),145422,1.0,,0,,,,,1117000000,용산구,1117010200,용산동2가,247,녹사평(용산구청),0,0
848,NODE,POINT(126.98664574454246 37.53489214268974),145364,1.0,,0,,,,,1117000000,용산구,1117010200,용산동2가,247,녹사평(용산구청),0,1
849,NODE,POINT(126.98681048047607 37.53450967126518),145348,1.0,,0,,,,,1117000000,용산구,1117010300,용산동4가,247,녹사평(용산구청),0,0
850,NODE,POINT(126.9866227033061 37.53564068045587),143922,1.0,,0,,,,,1117000000,용산구,1117010200,용산동2가,247,녹사평(용산구청),0,0
851,NODE,POINT(126.98606979386922 37.5346896356299),145469,1.0,,0,,,,,1117000000,용산구,1117010300,용산동4가,247,녹사평(용산구청),0,0
852,NODE,POINT(126.96287530604673 37.53867222482999),156068,1.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,1
853,NODE,POINT(127.0020636273451 37.54023144238348),212872,1.0,,0,,,,,1117000000,용산구,1117013100,한남동,243,한강진,0,0
854,NODE,POINT(126.97270763909178 37.55236170454677),137608,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
855,NODE,POINT(126.98966879276198 37.51989940224923),137542,0.0,,0,,,,,1117000000,용산구,1117013300,서빙고동,249,서빙고,0,0
856,NODE,POINT(126.98971079842092 37.51911262124247),137541,1.0,,0,,,,,1117000000,용산구,1117013300,서빙고동,249,서빙고,0,1
857,NODE,POINT(126.96936834741496 37.55365832404055),150812,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
858,NODE,POINT(126.9720494663268 37.54484785054771),213901,0.0,,0,,,,,1117000000,용산구,1117010400,갈월동,248,숙대입구(갈월),0,0
859,NODE,POINT(126.99367277187257 37.53437034930187),150186,1.0,,0,,,,,1117000000,용산구,1117013000,이태원동,244,이태원,0,0
860,NODE,POINT(126.97549021831182 37.522265563657335),127918,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,1
861,NODE,POINT(126.97573007614785 37.522196149978285),127917,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,0
862,NODE,POINT(126.96323886904165 37.53846210303045),213571,1.0,,0,,,,,1117000000,용산구,1117012100,용문동,252,효창공원앞,0,0
863,NODE,POINT(126.9734697750297 37.522299858699974),64834,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,0
864,NODE,POINT(126.97333885064857 37.522595047851105),64830,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,0
865,NODE,POINT(126.97230794437577 37.545347617413974),64658,1.0,,0,,,,,1117000000,용산구,1117010400,갈월동,248,숙대입구(갈월),0,0
866,NODE,POINT(126.97214623237822 37.54562385900434),64655,1.0,,0,,,,,1117000000,용산구,1117010400,갈월동,248,숙대입구(갈월),0,0
867,NODE,POINT(126.97340416810727 37.52285554959407),64827,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,1
868,NODE,POINT(126.97342555049333 37.535503546420955),64818,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,1
869,NODE,POINT(126.96353664755738 37.53157856390181),63801,1.0,,0,,,,,1117000000,용산구,1117012800,한강로3가,245,용산,0,1
870,NODE,POINT(126.96476404096384 37.52988341730879),63800,0.0,,0,,,,,1117000000,용산구,1117012800,한강로3가,245,용산,0,0
871,NODE,POINT(126.96504759441984 37.528946146579784),63788,1.0,,0,,,,,1117000000,용산구,1117012800,한강로3가,245,용산,0,1
872,NODE,POINT(126.9729965842045 37.553374119768264),64498,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
873,NODE,POINT(126.97249797720173 37.55334942166787),64497,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
874,NODE,POINT(126.97276551031285 37.55270122392351),64640,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,1
875,NODE,POINT(126.9723016526379 37.5524240791161),64639,1.0,,0,,,,,1117000000,용산구,1117010700,동자동,284,서울역,0,0
876,NODE,POINT(126.99367358654808 37.534597112226635),65791,1.0,,0,,,,,1117000000,용산구,1117013000,이태원동,244,이태원,0,0
877,NODE,POINT(126.97123972542755 37.54166217325319),64251,1.0,,0,,,,,1117000000,용산구,1117010400,갈월동,242,남영,0,0
878,NODE,POINT(126.97173306647002 37.545475213218225),64721,1.0,,0,,,,,1117000000,용산구,1117010400,갈월동,248,숙대입구(갈월),0,0
879,NODE,POINT(126.97554246791735 37.521850985113986),60131,1.0,,0,,,,,1117000000,용산구,1117012700,용산동5가,250,이촌(국립중앙박물관),0,0
880,NODE,POINT(127.00197865237232 37.54028507253922),74414,1.0,,0,,,,,1117000000,용산구,1117013100,한남동,243,한강진,0,1
881,NODE,POINT(126.99430779298615 37.53463875829775),66018,1.0,,0,,,,,1117000000,용산구,1117013000,이태원동,244,이태원,0,0
882,NODE,POINT(126.99434439616293 37.53441816254113),66016,1.0,,0,,,,,1117000000,용산구,1117013000,이태원동,244,이태원,0,0
883,NODE,POINT(126.97301295694139 37.5342159802716),47345,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
884,NODE,POINT(126.97318218772446 37.53437479773196),47344,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,1
885,NODE,POINT(126.97174544058257 37.53352664322137),47429,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
886,NODE,POINT(126.9726291485146 37.534461549873406),47427,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
887,NODE,POINT(126.97339252515509 37.53530954370745),47421,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
888,NODE,POINT(126.97210290292847 37.53331027956421),47352,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
889,NODE,POINT(126.9733062874091 37.53450065064105),47351,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
890,NODE,POINT(126.97340029708569 37.5346115175019),47350,1.0,,0,,,,,1117000000,용산구,1117012400,한강로1가,246,삼각지,0,0
