,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
23190,20221,A,골목상권,3110491,불광중학교,8,,,,,,,,,,,,,,,,,,,3.0
23191,20221,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1.0,,,,,,,5.0
23192,20221,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
23193,20221,A,골목상권,3110488,우리은행응암동지점,18,,3.0,,,2.0,,,,,,,,,,,,,,3.0
23194,20221,A,골목상권,3110487,불광역 8번,16,,1.0,,,2.0,,,,,,,,,,,,,,5.0
23195,20221,A,골목상권,3110486,은평구청,10,,,,,2.0,,,,,,,,,,,,,,3.0
23196,20221,A,골목상권,3110485,연신내우체국,10,2.0,,,,,,,,,,,,,,,,,,5.0
23197,20221,A,골목상권,3110484,역촌역 3번,16,,,,,,1.0,,,,,,,,,,,,,
23198,20221,A,골목상권,3110483,연천초등학교,5,,,,,,,,,,,,,,,,,,,1.0
23199,20221,A,골목상권,3110482,연신초등학교,4,1.0,,,,1.0,,,,,,,,,,,,,,
23200,20221,A,골목상권,3110481,불광역 7번,21,1.0,,,,3.0,,,,,,,,,,,,,,2.0
23201,20221,A,골목상권,3110480,연신내역 3번,10,,,,,,,,,,,,,,,,,,,4.0
23202,20221,A,골목상권,3110479,연신내역 2번,15,,,,,2.0,,,,,,,1.0,,,,,,,3.0
23203,20221,A,골목상권,3110478,응암1동주민센터,13,1.0,,,,2.0,,,,,,,,,,,,,,3.0
23204,20221,A,골목상권,3110477,은평세무서,21,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,5.0
23205,20221,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
23206,20221,A,골목상권,3110475,백련산해모로아파트,10,,,,,1.0,,,,,,,,,,,,,,3.0
23207,20221,A,골목상권,3110474,세명컴퓨터고등학교,12,1.0,,,,,,,,,,,1.0,,,,,,,3.0
23208,20221,A,골목상권,3110473,구산역 1번,19,1.0,,,,2.0,,,,,,,,,,,,,,3.0
23209,20221,A,골목상권,3110472,연신내역 4번,15,,,,,1.0,,,,,,,,,,,,,,2.0
23210,20221,A,골목상권,3110471,응암동우체국,23,2.0,,,,3.0,1.0,,,,,,,,,,,,,5.0
23211,20221,A,골목상권,3110470,신진과학기술고등학교,1,,,,,,,,,,,,,,,,,,,
23212,20221,A,골목상권,3110469,응암정보도서관,51,2.0,1.0,,,5.0,1.0,,,,,,,,,,,,,12.0
23213,20221,A,골목상권,3110468,응암역 3번,31,2.0,,,1.0,3.0,1.0,,,,,,,,,,,,,9.0
23214,20221,A,골목상권,3110467,은평요양병원,23,,,,,3.0,,,,,,,,,,,,,,9.0
23215,20221,A,골목상권,3110466,구산역 2번,8,,,,,,1.0,,,,,,,,,,,,,2.0
23216,20221,A,골목상권,3110465,연신내역 7번,11,,,,,3.0,,,,,,,,,,,,,,3.0
23217,20221,A,골목상권,3110464,연신내역 5번,13,1.0,,,,,1.0,,,,,,,,,,,,,3.0
23218,20221,A,골목상권,3110463,응암3동주민센터,18,1.0,,,,3.0,,,,,,,,,,,,,,3.0
23219,20221,A,골목상권,3110462,갈현건영아파트,23,1.0,,,,1.0,,,,,,,,,,,,,,13.0
23220,20221,A,골목상권,3110461,새절역 2번,7,,,,,2.0,,,,,,,,,,,,,,3.0
23221,20221,A,골목상권,3110460,구산역 4번,46,1.0,1.0,,1.0,7.0,2.0,,,,,,,,,,,,,14.0
23222,20221,A,골목상권,3110459,응암역 2번,17,,1.0,,,2.0,,,,,,,,,,,,,,5.0
23223,20221,A,골목상권,3110458,선일여고,17,,,,,3.0,,,,,,,,,,,,,,5.0
23224,20221,A,골목상권,3110457,예일여고,11,,,,,1.0,1.0,,,,,,,,,,,,,3.0
23225,20221,A,골목상권,3110456,구산보건지소,24,2.0,,,,1.0,,,,,,,,,,,,,,8.0
23226,20221,A,골목상권,3110455,역촌노인복지관,26,2.0,2.0,,,4.0,,,,,,,,,,,,,,6.0
23227,20221,A,골목상권,3110454,선정중학교,8,1.0,,,,,,,,,,,,,,,,,,2.0
23228,20221,A,골목상권,3110453,신사1동주민센터,30,2.0,,,,1.0,2.0,,,,,,,,,,,,,7.0
23229,20221,A,골목상권,3110452,새절역 3번,26,,,,,1.0,,,,,,,,,,,,,1.0,11.0
23230,20221,A,골목상권,3110451,증산역 4번,18,,,,,1.0,,,,,,,1.0,,,,,,,2.0
23231,20221,A,골목상권,3110450,시립서북병원,23,,,,,2.0,,,,,,,,,,,,,,12.0
23232,20221,A,골목상권,3110449,증산역 3번,32,3.0,,,,4.0,1.0,,,,,,,,,,,,1.0,4.0
23233,20221,A,골목상권,3110448,상신초등학교입구,12,,,,,2.0,,,,,,,,,,,,,,6.0
23234,20221,A,골목상권,3110447,구산초등학교,4,,,,,,,,,,,,,,,,,,,4.0
23235,20221,A,골목상권,3110446,내를건너서숲으로도서관,10,1.0,,,,,,,,,,,,,,,,,,5.0
23236,20221,A,골목상권,3110445,덕산중학교,2,,,,,,,,,,,,,,,,,,,2.0
23237,20221,A,골목상권,3110444,수색성당,8,,,,,,,,,,,,,,,,,,,5.0
23238,20221,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
23239,20221,A,골목상권,3110442,화랑대철도공원,2,,,,,,,,,,,,,,,,,,,1.0
23240,20221,A,골목상권,3110441,영신여고,9,,,,,1.0,,,,,,,,,,,,,,1.0
23241,20221,A,골목상권,3110440,상계3동4동주민센터,7,,1.0,,,,,,,,,,,,,,,,,
23242,20221,A,골목상권,3110439,당고개역 5번,14,1.0,,,,2.0,,,,,,,,,,,,,1.0,
23243,20221,A,골목상권,3110438,경춘선숲길 우측,37,1.0,1.0,,,6.0,1.0,,,,,,,,,,,,,11.0
23244,20221,A,골목상권,3110437,당고개역 2번,20,1.0,,,,2.0,,,,,,,,,1.0,,,,,1.0
23245,20221,A,골목상권,3110436,상계제일중학교,10,,1.0,,,1.0,,,,,,,,,,,,,,
23246,20221,A,골목상권,3110435,서울과학기술대,2,,,,,,,,,,,,,,,,,,,2.0
23247,20221,A,골목상권,3110434,태릉입구역 4번,4,,1.0,,,,,,,,,,,,,,,,,
23248,20221,A,골목상권,3110433,공릉역 2번,7,,,,,2.0,,,,,,,,,,,,,,
23249,20221,A,골목상권,3110432,대진고등학교,13,1.0,,,,2.0,,,,,,,,,,,,,,1.0
23250,20221,A,골목상권,3110431,상계역,27,,1.0,,,4.0,,,,,,,,,,,,,1.0,3.0
23251,20221,A,골목상권,3110430,중계초등학교,7,,,,,2.0,,,,,,,,,,,,,,
23252,20221,A,골목상권,3110429,공릉동 국수거리,42,1.0,,,2.0,6.0,,,,,,,1.0,,,,,,2.0,10.0
23253,20221,A,골목상권,3110428,상계5동주민센터,29,1.0,,,,3.0,,,,,,,,,,,,,,8.0
23254,20221,A,골목상권,3110427,노원 을지대학교병원,5,,,,,1.0,,,,,,,,,,,,,,1.0
23255,20221,A,골목상권,3110426,상계2동주민센터,30,1.0,,,,2.0,1.0,,,,,,,,,,,,,4.0
23256,20221,A,골목상권,3110425,계상초등학교,18,1.0,,,,,,,,,,,,,2.0,,,,,4.0
23257,20221,A,골목상권,3110424,상계초등학교,16,,,,,1.0,,,,,,,,,,,,,,4.0
23258,20221,A,골목상권,3110423,석계역 2번,25,,,,,3.0,,,,,,,,,,,,,,11.0
23259,20221,A,골목상권,3110422,노원역 9번,9,,,,,1.0,,,,,,,,,,,,,,4.0
23260,20221,A,골목상권,3110421,석계역 1번,21,,,,,3.0,,,,,,,,,,,,,,7.0
23261,20221,A,골목상권,3110420,광운대역 1번,16,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,2.0
23262,20221,A,골목상권,3110419,수락산디자인거리,25,1.0,,,,1.0,,,,,,,,1.0,,,,,,9.0
23263,20221,A,골목상권,3110418,광운대학교 남단,13,,,,,,,,,,1.0,,,,,,,,,6.0
23264,20221,A,골목상권,3110417,월계역 3번,2,,,,,,,,,,,,,,,,,,1.0,
23265,20221,A,골목상권,3110416,노원초등학교,19,,,,,3.0,,,,,,,,,,,,,,4.0
23266,20221,A,골목상권,3110415,수락산역 4번,47,1.0,1.0,,,6.0,,,,,,,,,,,,,1.0,3.0
23267,20221,A,골목상권,3110414,장석교회,5,,,,,,,,,,,,,,,,,,,3.0
23268,20221,A,골목상권,3110413,누원고등학교,8,1.0,,,,2.0,1.0,,,,,,,,,,,,,2.0
23269,20221,A,골목상권,3110412,창동중학교,3,,,,,,,,,,,,,,,,,,,2.0
23270,20221,A,골목상권,3110411,도봉역 3번,9,,,,,,,,,,,,,,,,,,1.0,4.0
23271,20221,A,골목상권,3110410,방학역 2번,23,,,,1.0,3.0,,,,,,,,,,,,,1.0,7.0
23272,20221,A,골목상권,3110409,창동역 2번,13,1.0,,,,,,,,,,,,,,,,,,2.0
23273,20221,A,골목상권,3110408,가인초등학교,15,,1.0,,2.0,2.0,,,,,,,,,,,,,,4.0
23274,20221,A,골목상권,3110407,도봉역 2번,42,2.0,,,,3.0,1.0,,,,,,,,,,,,,23.0
23275,20221,A,골목상권,3110406,도봉산역 1번,11,,,,,1.0,,,,,,,,,,,,,,5.0
23276,20221,A,골목상권,3110405,방학역 1번,27,,1.0,,,4.0,,,,,,,,,,,,,,4.0
23277,20221,A,골목상권,3110404,신창초등학교,41,,,,,5.0,,,,,,,1.0,,,,,,,19.0
23278,20221,A,골목상권,3110403,방학1동주민센터,12,2.0,,,,1.0,,,,,,,,,,,,,,4.0
23279,20221,A,골목상권,3110402,도봉구 정병원,14,,,,1.0,1.0,,,,,,,,,,,,,,7.0
23280,20221,A,골목상권,3110401,도봉구민회관,10,2.0,1.0,,1.0,,,,,,,,,2.0,,,,,,3.0
23281,20221,A,골목상권,3110400,도봉구보건소,21,2.0,,,,3.0,,,,,,,,,2.0,,,,,4.0
23282,20221,A,골목상권,3110399,창2동주민센터,23,1.0,,,,1.0,1.0,,,,,,,,,,,,,10.0
23283,20221,A,골목상권,3110398,쌍문2동우체국,21,1.0,1.0,,,3.0,,,,,,,,,,,,,,3.0
23284,20221,A,골목상권,3110397,도봉산입구,30,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,3.0
23285,20221,A,골목상권,3110396,쌍문역1번(쌍리단길),21,,,,,4.0,,,,,,,,,,,,,,1.0
23286,20221,A,골목상권,3110395,신한은행 방학동지점,19,,1.0,,,1.0,,,,,,,,,,,,,,5.0
23287,20221,A,골목상권,3110394,방학중학교,15,2.0,,,,2.0,,,,,,,,,,,,,,4.0
23288,20221,A,골목상권,3110393,국민은행방학지점,14,,1.0,,,4.0,,,,,,,,,,,,,,2.0
23289,20221,A,골목상권,3110392,발바닥공원,6,,,,,2.0,1.0,,,,,,,,,,,,,1.0
23290,20221,A,골목상권,3110391,샘말어린이공원,10,,,,,1.0,,,,,,,,,,,,,,6.0
23291,20221,A,골목상권,3110390,방학초등학교,17,1.0,1.0,,,1.0,,,,,,,,,,,,,,6.0
23292,20221,A,골목상권,3110389,한일병원,6,,,,,2.0,,,,,,,,,,,,,,3.0
23293,20221,A,골목상권,3110388,도봉우체국,5,,,,,1.0,,,,,,,,,,,,,,2.0
23294,20221,A,골목상권,3110387,쌍문초등학교,24,,,,,1.0,,,,,,,,,,,,,,14.0
23295,20221,A,골목상권,3110385,효문고등학교,1,,,,,,,,,,,,,,,,,,,1.0
23296,20221,A,골목상권,3110384,문이교,4,,,,,,,,,,,,,,,,,,,3.0
23297,20221,A,골목상권,3110383,덕성여대시반거리,3,,1.0,,,,,,,,,,,,,,,,,2.0
23298,20221,A,골목상권,3110382,솔밭공원역 1번,13,,,,1.0,2.0,,,,,,,,,,,,,,4.0
23299,20221,A,골목상권,3110381,번동주공2단지,5,,,,,,,,,,,,,,,,,,,4.0
23300,20221,A,골목상권,3110380,강북문화정보도서관,7,,,,,,,,,,,,,,,,,,,5.0
23301,20221,A,골목상권,3110379,KT&G 북부지사,6,,,,,1.0,,,,,,,,,,,,,,4.0
23302,20221,A,골목상권,3110378,송중동주민센터,10,,,,,2.0,2.0,,,,,,,,,,,,,3.0
23303,20221,A,골목상권,3110377,미아사거리역 3번,8,,,,,,,,,,,,,,,,,,,3.0
23304,20221,A,골목상권,3110376,수송초등학교,20,,,,,3.0,,,,,,,,,,,,,,2.0
23305,20221,A,골목상권,3110375,서울북부고용노동지청,11,,,,,1.0,,,,,,,,,,,,,,2.0
23306,20221,A,골목상권,3110374,송중초등학교,25,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0
23307,20221,A,골목상권,3110373,수유역 2번,7,2.0,,,,,,,,,,,,,,,,,,2.0
23308,20221,A,골목상권,3110372,강북중학교,9,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,
23309,20221,A,골목상권,3110371,삼양입구사거리,13,,1.0,,,,,,,,,,,,,,,,,4.0
23310,20221,A,골목상권,3110370,도봉세무서,14,3.0,,,,1.0,,,,,,,,,,,,,,3.0
23311,20221,A,골목상권,3110369,성신여대운정그린캠퍼스,23,,,,,1.0,,,,,,,,,1.0,,,,,4.0
23312,20221,A,골목상권,3110368,송천초등학교,2,,,,,,,,,,,,,,,,,,,2.0
23313,20221,A,골목상권,3110367,강북구청,15,1.0,1.0,,,1.0,,,,,,,,,,,,,,3.0
23314,20221,A,골목상권,3110366,광산사거리,9,,,,,1.0,,,,,,,,,,,,,,1.0
23315,20221,A,골목상권,3110365,미아역 5번,9,2.0,,,,,,,,,,,,,,,,,,1.0
23316,20221,A,골목상권,3110364,미아역 8번,22,,,,,2.0,,,,,1.0,,,,,,,,,1.0
23317,20221,A,골목상권,3110363,송천동주민센터,5,2.0,,,,1.0,,,,,,,,,,,,,,1.0
23318,20221,A,골목상권,3110362,우이천 계성교,15,,,,,2.0,1.0,,,,,,,,,,,,,4.0
23319,20221,A,골목상권,3110361,삼양사거리역 1번,17,,1.0,,,1.0,,,,,,,,,,,,,,3.0
23320,20221,A,골목상권,3110360,수유초등학교,24,1.0,,,,,,,,,,,,,,,,,,4.0
23321,20221,A,골목상권,3110359,수유시장옆,4,,,,,1.0,,,,,,,,,,,,,,
23322,20221,A,골목상권,3110358,인수동 우편취급국,20,,,,1.0,1.0,,,,,,,,,,,,,,2.0
23323,20221,A,골목상권,3110357,가오리역 1번,11,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0
23324,20221,A,골목상권,3110356,덕수교,9,,,,,2.0,,,,,,,,,,,,,,1.0
23325,20221,A,골목상권,3110355,삼양사거리역 2번,26,,,,,3.0,,,,,,,,,,,,,1.0,2.0
23326,20221,A,골목상권,3110354,삼각산119안전센터,11,,,,,,,,,,,,,,,,,,,6.0
23327,20221,A,골목상권,3110353,수유동우체국,14,1.0,,,,2.0,,,,,,,,,,,,,,2.0
23328,20221,A,골목상권,3110352,수유1동주민센터,37,3.0,,,,4.0,,,,,,,,,,,,,,7.0
23329,20221,A,골목상권,3110351,수유북부시장옆,5,1.0,,,,1.0,,,,,,,,,,,,,,1.0
23330,20221,A,골목상권,3110350,가오리역 2번,10,2.0,,,,,,,,,,,,,,,,,,2.0
23331,20221,A,골목상권,3110349,화계역 2번,7,,,,,,,,,,,,,,,,,,,4.0
23332,20221,A,골목상권,3110348,강북문화예술회관,11,,,,,3.0,,,,,,,,,,,,,,3.0
23333,20221,A,골목상권,3110347,구세군강북종합사회복지관,6,,,,,,,,,,,,,,,,,,,3.0
23334,20221,A,골목상권,3110346,4.19민주묘지역 2번,12,,,,,1.0,,,,,1.0,,,,,,,,,4.0
23335,20221,A,골목상권,3110345,솔밭공원역 2번,20,,,,,4.0,,,,,,,,,,,,,1.0,4.0
23336,20221,A,골목상권,3110344,화계중학교,4,,,,,,,,,,,,,,,,,,,3.0
23337,20221,A,골목상권,3110343,무너미어린이공원,13,,,,,,1.0,,,,,,,,,,,,,5.0
23338,20221,A,골목상권,3110342,국립재활원,8,,,,,1.0,,,,,,,,,,,,,,7.0
23339,20221,A,골목상권,3110341,북한산우이역 2번,14,,,,,1.0,,,,,1.0,,,,,,,,,10.0
23340,20221,A,골목상권,3110340,인수중학교,6,,,,,,,,,,,,,,,,,,,2.0
23341,20221,A,골목상권,3110339,국립4.19민주묘지,2,,,,,,,,,,,,,,,,,,,
23342,20221,A,골목상권,3110338,인수초등학교,3,1.0,,,,,,,,,,,,,,,,,,
23343,20221,A,골목상권,3110337,아카데미하우스,16,,,,,,,,,,,,,,,,,,,11.0
23344,20221,A,골목상권,3110336,석관고등학교,7,,,,,,,,,,,,,,,,,,,4.0
23345,20221,A,골목상권,3110335,석계역 7번,33,4.0,1.0,,,2.0,,,,,,,,,,,,,2.0,10.0
23346,20221,A,골목상권,3110334,석관중앙교회,14,,,,,3.0,,,,,,,,,,,,,,2.0
23347,20221,A,골목상권,3110333,돌곶이역 5번,19,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0
23348,20221,A,골목상권,3110332,돌곶이역 3번,2,,,,,,,,,,,,,,,,,,,2.0
23349,20221,A,골목상권,3110331,돌곶이역 8번,23,1.0,,,,4.0,,,,,,,,,,,,,,2.0
23350,20221,A,골목상권,3110330,돌곶이역 1번,4,,,,,,,,,,,,,,,,,,,1.0
23351,20221,A,골목상권,3110329,우리은행체육관,8,,,,,2.0,,,,,,,,,,,,,,4.0
23352,20221,A,골목상권,3110328,상월곡역 3번,4,1.0,,,,,,,,,,,,,,,,,,1.0
23353,20221,A,골목상권,3110327,상월곡역 2번,13,1.0,1.0,,,2.0,,,,,,,,,,,,,,2.0
23354,20221,A,골목상권,3110326,장위동성당,14,,,,,2.0,,,,,,,,,,,,,,4.0
23355,20221,A,골목상권,3110325,장곡초등학교,10,1.0,,,,1.0,,,,,,,,,,,,,,2.0
23356,20221,A,골목상권,3110324,월곡역 4번,7,2.0,,,,,,,,,,,,,,,,,,1.0
23357,20221,A,골목상권,3110323,상월곡역 1번,15,,,,,1.0,1.0,,,,1.0,,,,,,,,,5.0
23358,20221,A,골목상권,3110322,장위1동주민센터,17,,1.0,,,2.0,6.0,,,,,,,,,,,,,5.0
23359,20221,A,골목상권,3110321,동덕여대,6,,,,,,,,,,,,,,,,,,,3.0
23360,20221,A,골목상권,3110320,KB국민은행 종암동지점,6,,1.0,,,,,,,,,,,,,,,,,1.0
23361,20221,A,골목상권,3110319,종암동주민센터,29,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0
23362,20221,A,골목상권,3110318,KT월곡지사,5,,,,,1.0,,,,,,,,,,,,,,1.0
23363,20221,A,골목상권,3110317,종암중학교,7,,,,,,,,,,,,,,,,,,,6.0
23364,20221,A,골목상권,3110316,숭곡초등학교,33,,1.0,,,6.0,,,,,,,,,,,,,,9.0
23365,20221,A,골목상권,3110315,종암아이파크2차,27,,,,,3.0,2.0,,,,,,,,,,,,,10.0
23366,20221,A,골목상권,3110314,종암경찰서,34,3.0,,,,5.0,,,,,,,,,,,,,,8.0
23367,20221,A,골목상권,3110313,안암역 3번,22,,2.0,,1.0,3.0,,,,,1.0,,,,,,,,,4.0
23368,20221,A,골목상권,3110312,안암역 2번,8,,1.0,,,2.0,,,,,1.0,,,,,,,,,1.0
23369,20221,A,골목상권,3110311,종암아이파크2차후문,5,,,,,,,,,,,,,,,,,,,5.0
23370,20221,A,골목상권,3110310,길음역 10번,7,,,,,,,,,,,,,,,,,,,4.0
23371,20221,A,골목상권,3110309,대광초등학교,4,,,,,,,,,,,,,,,,,,,1.0
23372,20221,A,골목상권,3110308,길음역 8번,23,,,,,3.0,,,,,,,,,,,,,,4.0
23373,20221,A,골목상권,3110307,길음역 7번,24,,2.0,,,2.0,,,,,,,,,,,,,,5.0
23374,20221,A,골목상권,3110306,미아초등학교,5,,,,,,1.0,,,,,,,,,,,,,1.0
23375,20221,A,골목상권,3110305,보문역 5번,19,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,,4.0
23376,20221,A,골목상권,3110304,보문역 4번,17,,,,,1.0,,,,,,,,,,,,,1.0,4.0
23377,20221,A,골목상권,3110303,성신여대입구역 1번,8,1.0,,,,,,,,,,,,,,,,,,
23378,20221,A,골목상권,3110302,보문역 8번,19,,1.0,,,3.0,,,,,,,,,,,,,1.0,1.0
23379,20221,A,골목상권,3110301,성신여대입구역 7번,9,,,,,1.0,,,,,,,,,,,,,,
23380,20221,A,골목상권,3110300,삼선동주민센터,22,4.0,1.0,,,1.0,,,,,1.0,,,,,,,,,11.0
23381,20221,A,골목상권,3110299,정릉역 1번,26,,,,,4.0,1.0,,,,,,,,,,,,,5.0
23382,20221,A,골목상권,3110298,솔숲어린이공원,6,1.0,,,,1.0,1.0,,,,,,,,,,,,,2.0
23383,20221,A,골목상권,3110297,경동고등학교,19,2.0,,,,,,,,,,,,,,,,,,6.0
23384,20221,A,골목상권,3110296,성신여대입구역 4번,13,1.0,,,,2.0,,,,,,,,,,,,,,5.0
23385,20221,A,골목상권,3110295,정릉우체국,20,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,5.0
23386,20221,A,골목상권,3110294,서경대학교,26,2.0,1.0,,,3.0,,,,,1.0,,,,,,,,,8.0
23387,20221,A,골목상권,3110293,삼선중학교,8,,,,,1.0,,,,,,,,,,,,,,2.0
23388,20221,A,골목상권,3110292,정릉역 2번,9,3.0,1.0,,,,,,,,,,,,,,,,,3.0
23389,20221,A,골목상권,3110291,한성대입구역 3번,21,1.0,,,,1.0,,,,,,,,,,,,,,9.0
23390,20221,A,골목상권,3110290,북한산보국문역 1번,4,,,,,,,,,,,,,,,,,,,2.0
23391,20221,A,골목상권,3110289,북한산보국문역 2번,18,1.0,,,,,,,,,,,,,,,,,,5.0
23392,20221,A,골목상권,3110288,동구여중,12,,,,,,1.0,,,,,,,,,,,,,3.0
23393,20221,A,골목상권,3110287,정릉3동주민센터,8,1.0,,,,,,,,,1.0,,,,,,,,,1.0
23394,20221,A,골목상권,3110286,한성대입구역 5번,23,2.0,,,,1.0,,,,,1.0,,,,,,,,,6.0
23395,20221,A,골목상권,3110285,홍대부중,7,,,,,,,,,,,,,,,,,,,4.0
23396,20221,A,골목상권,3110284,정릉북한산국립공원입구,6,,,,,1.0,,,,,,,,,,,,,,2.0
23397,20221,A,골목상권,3110283,성북초등학교앞,8,,1.0,,,,,,,,,,,,,,,,,4.0
23398,20221,A,골목상권,3110282,국민대학교앞,4,1.0,,,,1.0,,,,,,,,,,,,,,1.0
23399,20221,A,골목상권,3110281,길상사,14,1.0,,,,,,,,,4.0,,,,,,,,,8.0
23400,20221,A,골목상권,3110280,북정마을,13,,,,,,,,,,,,,,,,,,,5.0
23401,20221,A,골목상권,3110279,신내역 2번,14,,,,,,,,,,,,,,,,,,,12.0
23402,20221,A,골목상권,3110278,망우본동주민센터,37,5.0,,,,5.0,,,,,,,1.0,,1.0,,,,,8.0
23403,20221,A,골목상권,3110277,러스크서울병원,18,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0
23404,20221,A,골목상권,3110276,신내IC북측,4,,,,,,,,,,,,,,,,,,,2.0
23405,20221,A,골목상권,3110275,하나은행 망우동지점,9,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0
23406,20221,A,골목상권,3110274,서일대학교,27,,,,,4.0,,,,,,,,,,,,,,8.0
23407,20221,A,골목상권,3110273,장스여성병원,22,,1.0,,1.0,4.0,,,,,,,,,,,,,,8.0
23408,20221,A,골목상권,3110272,신내1동주민센터,33,1.0,1.0,,,3.0,,,,,,,,,,,,,,6.0
23409,20221,A,골목상권,3110271,신내역 1번,3,,,,,,,,,,,,,,,,,,,2.0
23410,20221,A,골목상권,3110270,혜원여고,11,1.0,1.0,,,,,,,,,,2.0,,,,,,,2.0
23411,20221,A,골목상권,3110269,용마문화복지센터,12,,,,,,,,,,,,,,,,,,,6.0
23412,20221,A,골목상권,3110268,망우3동주민센터,7,,,,,,,,,,,,,,,,,,,3.0
23413,20221,A,골목상권,3110267,망우역 2번,18,,,,,1.0,1.0,,,,,,,,,,,,,2.0
23414,20221,A,골목상권,3110266,면목동우체국,12,,,,,,,1.0,,,,,,,,,,,,1.0
23415,20221,A,골목상권,3110265,망우역 1번,20,1.0,,,1.0,2.0,,,,,,,,,,,,,2.0,5.0
23416,20221,A,골목상권,3110264,면목역 2번,36,2.0,,,,3.0,,,,,,,2.0,,,,,,,8.0
23417,20221,A,골목상권,3110263,면목역 1번,18,,,,,2.0,,,,,,,3.0,,,,,,,2.0
23418,20221,A,골목상권,3110262,상봉역 3번,13,,1.0,,,1.0,,,,,,,,,,,,,,2.0
23419,20221,A,골목상권,3110261,사가정역 4번,13,,,,,3.0,,,,,,,,,,,,,,2.0
23420,20221,A,골목상권,3110260,면목역 3번,24,,1.0,,,3.0,,,,,,,2.0,,1.0,,,,1.0,4.0
23421,20221,A,골목상권,3110259,사가정역 1번,17,,,,,5.0,,,,,,,,,1.0,,,,,2.0
23422,20221,A,골목상권,3110258,면동초등학교,17,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,3.0
23423,20221,A,골목상권,3110257,상봉역 7번,11,2.0,,,,2.0,1.0,,,,,,,,,,,,,2.0
23424,20221,A,골목상권,3110256,면목2동체육관,39,,,,,6.0,1.0,,,,,,7.0,,,,,,,7.0
23425,20221,A,골목상권,3110255,상봉역 4번,22,2.0,,,,1.0,,,,,,,,,,,,,,6.0
23426,20221,A,골목상권,3110254,오거리공원,21,1.0,,,,3.0,,,,,,,,,,,,,,1.0
23427,20221,A,골목상권,3110253,중곡초등학교,13,,,,,,,,,,,,,,,,,,,3.0
23428,20221,A,골목상권,3110252,장안제일시장,15,,1.0,,,1.0,,,,,,,2.0,,,,,,,3.0
23429,20221,A,골목상권,3110251,장안중학교,22,,,,,1.0,,,,,,,,,,,,,,8.0
23430,20221,A,골목상권,3110250,화랑대역 7번,6,,,,,1.0,,,,,,,,,,,,,,1.0
23431,20221,A,골목상권,3110249,중화역 1번,23,,,,,2.0,,,,,,,,,,,,,,4.0
23432,20221,A,골목상권,3110248,먹골파출소,4,1.0,,,,,,,,,,,,,,,,,,1.0
23433,20221,A,골목상권,3110247,먹골역 1번,26,2.0,,,1.0,4.0,,,,,,,,,,,,,,2.0
23434,20221,A,골목상권,3110246,월드순복음교회,8,,,,,,,,,,,,,,2.0,,,,,3.0
23435,20221,A,골목상권,3110245,KB국민은행 중화동지점,4,,1.0,,,,,,,,,,,,,,,,,
23436,20221,A,골목상권,3110244,중화역 4번,18,,1.0,,,2.0,,,,,,,1.0,,,,,,1.0,5.0
23437,20221,A,골목상권,3110243,중랑노인종합복지관,20,,,,,2.0,,,,,,,,,,,,,,5.0
23438,20221,A,골목상권,3110242,면목5동주민센터,17,1.0,,,,,,,,,,,2.0,,,,,,,5.0
23439,20221,A,골목상권,3110241,먹골역 5번,30,2.0,2.0,,,3.0,,,,,,,,,,,,,1.0,5.0
23440,20221,A,골목상권,3110240,태릉시장 특화거리,14,,,,,3.0,,,,,,,,,,,,,,1.0
23441,20221,A,골목상권,3110238,배꽃어린이공원,1,,,,,,,,,,,,,,,,,,,
23442,20221,A,골목상권,3110237,메가박스 상봉,25,1.0,,,,2.0,,,,,,,,1.0,1.0,,,,,2.0
23443,20221,A,골목상권,3110236,신묵초등학교,18,1.0,,,,,,,,,,,,,,,,,,4.0
23444,20221,A,골목상권,3110234,중랑역 4번,9,,,,,1.0,,,,,,,,,,,,,,4.0
23445,20221,A,골목상권,3110233,중랑역 1번,17,,,,,3.0,,,,,,,1.0,,,,,,2.0,2.0
